TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6
19.0,0.8740000000000001,0.0,0.036000000000000004,0.006999999999999999,0.014,0.009000000000000001,0.06,0.813,0.079,0.0,0.019,0.031,0.013,0.046,0.8029999999999999,0.04,0.053,0.0,0.049,0.029,0.027000000000000003,0.873,0.004,0.06,0.033,0.0,0.01,0.02,0.257,0.049,0.037000000000000005,0.0,0.029,0.0,0.629,0.339,0.073,0.5,0.067,0.02,0.001,0.0
20.0,0.371,0.0,0.069,0.044,0.404,0.01,0.101,0.731,0.08900000000000001,0.0,0.043,0.031,0.054000000000000006,0.051,0.693,0.06,0.091,0.0,0.069,0.037000000000000005,0.05,0.79,0.01,0.091,0.053,0.0,0.021,0.034,0.267,0.041,0.049,0.0,0.033,0.0,0.61,0.371,0.07,0.447,0.07,0.024,0.017,0.0
21.0,0.259,0.0,0.243,0.047,0.249,0.014,0.189,0.7070000000000001,0.116,0.0,0.047,0.027000000000000003,0.056,0.047,0.6890000000000001,0.067,0.091,0.0,0.064,0.039,0.05,0.75,0.013,0.107,0.06,0.0,0.031,0.039,0.233,0.041,0.044,0.0,0.029,0.0,0.653,0.329,0.079,0.463,0.059,0.037000000000000005,0.034,0.0
22.0,0.14400000000000002,0.0,0.423,0.071,0.056,0.014,0.29100000000000004,0.51,0.251,0.0,0.067,0.034,0.07,0.067,0.647,0.084,0.096,0.0,0.064,0.041,0.067,0.7140000000000001,0.014,0.116,0.071,0.0,0.041,0.043,0.181,0.059,0.051,0.0,0.031,0.0,0.677,0.177,0.119,0.53,0.079,0.051,0.044,0.0
23.0,0.156,0.0,0.4270000000000001,0.084,0.059,0.014,0.26,0.5760000000000001,0.221,0.0,0.046,0.036000000000000004,0.059,0.063,0.643,0.086,0.086,0.0,0.071,0.043,0.071,0.716,0.014,0.114,0.071,0.0,0.041,0.043,0.257,0.07,0.061,0.003,0.039,0.0,0.57,0.127,0.079,0.06,0.6709999999999999,0.027000000000000003,0.036000000000000004,0.0
24.0,0.241,0.0,0.391,0.084,0.051,0.014,0.217,0.619,0.196,0.0,0.041,0.034,0.053,0.057,0.653,0.077,0.086,0.0,0.071,0.043,0.07,0.723,0.014,0.114,0.071,0.0,0.034,0.043,0.431,0.066,0.056,0.006999999999999999,0.076,0.0,0.364,0.254,0.08,0.081,0.51,0.046,0.029,0.0
25.0,0.111,0.0,0.473,0.091,0.059,0.014,0.251,0.379,0.431,0.0,0.051,0.039,0.05,0.05,0.664,0.086,0.079,0.0,0.071,0.043,0.057,0.71,0.014,0.12,0.071,0.0,0.041,0.043,0.14400000000000002,0.07,0.051,0.0,0.037000000000000005,0.0,0.6970000000000001,0.141,0.094,0.494,0.177,0.057,0.036000000000000004,0.0
26.0,0.044,0.0,0.35700000000000004,0.103,0.054000000000000006,0.023,0.419,0.293,0.514,0.0,0.049,0.036000000000000004,0.049,0.06,0.629,0.103,0.103,0.0,0.069,0.041,0.056,0.706,0.014,0.124,0.071,0.0,0.041,0.043,0.08,0.093,0.063,0.001,0.043,0.0,0.72,0.084,0.097,0.643,0.083,0.054000000000000006,0.039,0.0
27.0,0.083,0.0,0.166,0.071,0.454,0.08900000000000001,0.13699999999999998,0.193,0.624,0.0,0.046,0.037000000000000005,0.043,0.057,0.6459999999999999,0.08,0.099,0.0,0.071,0.043,0.061,0.7140000000000001,0.014,0.114,0.071,0.0,0.043,0.043,0.136,0.153,0.07400000000000001,0.011,0.059,0.0,0.5670000000000001,0.097,0.086,0.6409999999999999,0.087,0.056,0.033,0.0
28.0,0.21,0.0,0.127,0.071,0.12,0.319,0.153,0.35600000000000004,0.461,0.0,0.041,0.037000000000000005,0.047,0.057,0.6729999999999999,0.094,0.07400000000000001,0.0,0.067,0.04,0.051,0.7170000000000001,0.014,0.114,0.071,0.0,0.04,0.043,0.211,0.043,0.051,0.0,0.029,0.0,0.6659999999999999,0.201,0.083,0.597,0.06,0.04,0.019,0.0
29.0,0.34600000000000003,0.0,0.126,0.13,0.059,0.16899999999999998,0.171,0.66,0.127,0.0,0.053,0.033,0.07,0.057,0.629,0.066,0.079,0.0,0.117,0.049,0.061,0.7190000000000001,0.014,0.114,0.071,0.0,0.039,0.043,0.234,0.04,0.047,0.0,0.029,0.0,0.65,0.247,0.086,0.5670000000000001,0.049,0.04,0.011,0.0
30.0,0.327,0.0,0.129,0.229,0.067,0.071,0.177,0.6609999999999999,0.124,0.0,0.047,0.039,0.071,0.057,0.594,0.117,0.086,0.0,0.093,0.05,0.06,0.716,0.014,0.114,0.071,0.0,0.041,0.043,0.226,0.041,0.053,0.0,0.029,0.0,0.6509999999999999,0.21600000000000005,0.086,0.586,0.053,0.044,0.016,0.0
31.0,0.257,0.0,0.161,0.14300000000000002,0.21600000000000005,0.077,0.146,0.647,0.14400000000000002,0.0,0.044,0.037000000000000005,0.069,0.059,0.509,0.14400000000000002,0.093,0.0,0.126,0.063,0.066,0.7140000000000001,0.014,0.114,0.071,0.0,0.043,0.043,0.204,0.043,0.056,0.0,0.03,0.0,0.667,0.161,0.087,0.61,0.069,0.05,0.023,0.0
32.0,0.27,0.0,0.14300000000000002,0.13,0.15,0.08,0.227,0.664,0.121,0.0,0.046,0.043,0.071,0.054000000000000006,0.606,0.073,0.07400000000000001,0.0,0.141,0.047,0.059,0.7170000000000001,0.014,0.114,0.071,0.0,0.04,0.043,0.227,0.039,0.051,0.0,0.029,0.0,0.654,0.29100000000000004,0.157,0.317,0.114,0.069,0.051,0.0
33.0,0.18,0.0,0.179,0.161,0.139,0.129,0.213,0.6629999999999999,0.123,0.0,0.049,0.043,0.071,0.051,0.629,0.086,0.08,0.0,0.101,0.044,0.06,0.451,0.199,0.14300000000000002,0.097,0.0,0.039,0.071,0.146,0.069,0.069,0.006999999999999999,0.043,0.0,0.667,0.149,0.121,0.16,0.454,0.069,0.047,0.0
34.0,0.393,0.0,0.133,0.123,0.127,0.067,0.157,0.484,0.28300000000000003,0.0,0.054000000000000006,0.049,0.046,0.084,0.701,0.066,0.07400000000000001,0.0,0.069,0.041,0.049,0.669,0.023,0.126,0.081,0.0,0.046,0.056,0.373,0.064,0.049,0.006,0.051,0.0,0.457,0.243,0.084,0.28300000000000003,0.331,0.039,0.02,0.0
35.0,0.416,0.0,0.104,0.146,0.076,0.041,0.217,0.6890000000000001,0.103,0.0,0.046,0.031,0.063,0.069,0.674,0.07400000000000001,0.081,0.0,0.071,0.039,0.06,0.7240000000000001,0.014,0.114,0.071,0.0,0.033,0.043,0.257,0.029,0.039,0.0,0.029,0.0,0.647,0.319,0.081,0.503,0.069,0.026,0.003,0.0
36.0,0.221,0.0,0.154,0.259,0.163,0.067,0.136,0.67,0.106,0.0,0.059,0.03,0.076,0.06,0.336,0.07400000000000001,0.429,0.0,0.06,0.054000000000000006,0.047,0.7090000000000001,0.014,0.123,0.071,0.0,0.04,0.043,0.149,0.069,0.051,0.0,0.037000000000000005,0.0,0.6940000000000001,0.181,0.083,0.591,0.073,0.044,0.027000000000000003,0.0
37.0,0.174,0.0,0.163,0.36,0.097,0.083,0.123,0.659,0.127,0.0,0.057,0.029,0.071,0.057,0.093,0.086,0.6809999999999999,0.0,0.051,0.063,0.026,0.6990000000000001,0.014,0.127,0.071,0.0,0.046,0.043,0.18,0.059,0.051,0.0,0.033,0.0,0.677,0.104,0.087,0.639,0.07400000000000001,0.054000000000000006,0.041,0.0
38.0,0.657,0.0,0.129,0.076,0.057,0.046,0.036000000000000004,0.659,0.127,0.0,0.057,0.029,0.071,0.057,0.171,0.09,0.6459999999999999,0.0,0.037000000000000005,0.037000000000000005,0.019,0.706,0.014,0.123,0.071,0.0,0.043,0.043,0.221,0.05,0.046,0.0,0.03,0.0,0.653,0.183,0.096,0.586,0.059,0.044,0.033,0.0
39.0,0.5429999999999999,0.0,0.114,0.191,0.047,0.041,0.063,0.6890000000000001,0.123,0.0,0.05,0.029,0.059,0.051,0.146,0.08,0.654,0.0,0.046,0.051,0.023,0.667,0.041,0.117,0.083,0.0,0.039,0.053,0.16399999999999998,0.311,0.079,0.027000000000000003,0.067,0.0,0.35100000000000003,0.326,0.076,0.469,0.064,0.031,0.034,0.0
40.0,0.23,0.0,0.16699999999999998,0.149,0.151,0.071,0.231,0.614,0.171,0.0,0.057,0.027000000000000003,0.066,0.064,0.057,0.086,0.7,0.0,0.057,0.071,0.029,0.16399999999999998,0.124,0.173,0.213,0.0,0.083,0.243,0.057,0.206,0.07400000000000001,0.006,0.057,0.0,0.6,0.117,0.084,0.626,0.08900000000000001,0.041,0.043,0.0
41.0,0.177,0.0,0.123,0.51,0.041,0.041,0.107,0.461,0.299,0.0,0.059,0.036000000000000004,0.067,0.079,0.313,0.14,0.374,0.0,0.063,0.06,0.05,0.223,0.084,0.13699999999999998,0.206,0.0,0.081,0.269,0.093,0.084,0.066,0.003,0.044,0.0,0.71,0.1,0.08,0.613,0.106,0.06,0.041,0.0
42.0,0.274,0.0,0.114,0.35600000000000004,0.043,0.034,0.179,0.153,0.6559999999999999,0.0,0.047,0.043,0.023,0.079,0.649,0.067,0.094,0.0,0.071,0.04,0.079,0.273,0.073,0.08900000000000001,0.13,0.0,0.06,0.376,0.277,0.083,0.057,0.003,0.047,0.0,0.5329999999999999,0.67,0.044,0.091,0.097,0.037000000000000005,0.06,0.0
43.0,0.073,0.0,0.099,0.071,0.003,0.003,0.7509999999999999,0.09,0.654,0.0,0.06,0.049,0.043,0.104,0.63,0.061,0.109,0.0,0.066,0.036000000000000004,0.099,0.059,0.02,0.077,0.061,0.0,0.056,0.727,0.151,0.103,0.059,0.009000000000000001,0.037000000000000005,0.0,0.6409999999999999,0.609,0.036000000000000004,0.193,0.079,0.03,0.054000000000000006,0.0
44.0,0.22,0.0,0.133,0.103,0.053,0.043,0.449,0.417,0.243,0.0,0.084,0.053,0.094,0.109,0.6509999999999999,0.08,0.093,0.0,0.071,0.039,0.066,0.14400000000000002,0.07,0.107,0.114,0.0,0.064,0.5,0.107,0.31,0.073,0.024,0.05,0.0,0.436,0.21600000000000005,0.063,0.454,0.18,0.051,0.036000000000000004,0.0
45.0,0.4970000000000001,0.0,0.124,0.07,0.047,0.041,0.22,0.6409999999999999,0.086,0.0,0.086,0.029,0.083,0.076,0.659,0.094,0.077,0.0,0.071,0.039,0.06,0.1,0.031,0.081,0.109,0.0,0.057,0.621,0.104,0.084,0.057,0.0,0.039,0.0,0.716,0.101,0.083,0.639,0.09,0.053,0.034,0.0
46.0,0.25,0.0,0.103,0.073,0.019,0.019,0.537,0.361,0.221,0.0,0.127,0.053,0.094,0.14300000000000002,0.6459999999999999,0.099,0.077,0.0,0.071,0.04,0.067,0.08900000000000001,0.029,0.08,0.07400000000000001,0.0,0.05,0.679,0.07,0.127,0.087,0.017,0.064,0.0,0.634,0.084,0.086,0.6459999999999999,0.09,0.057,0.037000000000000005,0.0
47.0,0.249,0.0,0.107,0.07,0.017,0.021,0.536,0.113,0.541,0.0,0.109,0.051,0.064,0.121,0.627,0.104,0.094,0.0,0.07400000000000001,0.041,0.059,0.094,0.033,0.091,0.087,0.0,0.044,0.65,0.057,0.616,0.113,0.041,0.041,0.0,0.131,0.087,0.086,0.657,0.083,0.057,0.03,0.0
48.0,0.503,0.0,0.131,0.099,0.063,0.059,0.146,0.174,0.35600000000000004,0.0,0.124,0.064,0.109,0.173,0.511,0.094,0.093,0.0,0.099,0.133,0.07,0.157,0.109,0.13699999999999998,0.16399999999999998,0.0,0.067,0.366,0.034,0.463,0.094,0.026,0.034,0.0,0.349,0.09,0.086,0.657,0.08,0.057,0.03,0.0
49.0,0.119,0.0,0.111,0.29100000000000004,0.214,0.104,0.16,0.133,0.206,0.0,0.136,0.061,0.109,0.35600000000000004,0.146,0.059,0.101,0.0,0.097,0.407,0.19,0.16899999999999998,0.07,0.13699999999999998,0.161,0.0,0.063,0.4,0.056,0.086,0.06,0.001,0.044,0.0,0.753,0.097,0.086,0.647,0.083,0.057,0.03,0.0
50.0,0.046,0.0,0.271,0.43,0.069,0.017,0.16699999999999998,0.051,0.42,0.0,0.069,0.05,0.049,0.361,0.516,0.08900000000000001,0.099,0.0,0.189,0.046,0.063,0.194,0.091,0.333,0.209,0.0,0.071,0.101,0.049,0.197,0.077,0.011,0.047,0.0,0.619,0.459,0.054000000000000006,0.226,0.134,0.06,0.067,0.0
51.0,0.037000000000000005,0.0,0.459,0.179,0.097,0.013,0.21600000000000005,0.043,0.079,0.0,0.23,0.223,0.136,0.29,0.12,0.034,0.066,0.0,0.7,0.056,0.024,0.276,0.08900000000000001,0.196,0.236,0.0,0.076,0.129,0.036000000000000004,0.453,0.229,0.046,0.056,0.0,0.181,0.61,0.047,0.081,0.12,0.051,0.09,0.0
52.0,0.033,0.0,0.461,0.196,0.094,0.02,0.196,0.029,0.029,0.0,0.624,0.133,0.114,0.071,0.127,0.076,0.064,0.0,0.419,0.26,0.054000000000000006,0.253,0.083,0.17,0.32,0.0,0.063,0.111,0.014,0.107,0.171,0.336,0.32,0.0,0.051,0.404,0.079,0.136,0.241,0.054000000000000006,0.086,0.0
53.0,0.04,0.0,0.366,0.321,0.073,0.024,0.17600000000000002,0.029,0.029,0.0,0.627,0.13,0.114,0.071,0.101,0.05,0.07,0.0,0.076,0.617,0.086,0.211,0.067,0.13699999999999998,0.431,0.0,0.05,0.103,0.017,0.081,0.084,0.499,0.264,0.0,0.054000000000000006,0.181,0.099,0.38,0.21,0.066,0.064,0.0
54.0,0.043,0.0,0.494,0.127,0.1,0.027000000000000003,0.209,0.049,0.06,0.0,0.333,0.109,0.34700000000000003,0.103,0.14300000000000002,0.053,0.069,0.0,0.366,0.197,0.173,0.24,0.087,0.183,0.3,0.0,0.076,0.114,0.039,0.057,0.149,0.579,0.116,0.0,0.061,0.083,0.093,0.101,0.569,0.08900000000000001,0.066,0.0
55.0,0.043,0.0,0.506,0.114,0.109,0.029,0.2,0.066,0.08,0.0,0.11,0.101,0.514,0.129,0.13699999999999998,0.053,0.084,0.0,0.631,0.069,0.026,0.251,0.1,0.209,0.231,0.0,0.081,0.127,0.019,0.077,0.117,0.624,0.107,0.0,0.056,0.081,0.077,0.061,0.667,0.054000000000000006,0.059,0.0
56.0,0.043,0.0,0.447,0.107,0.184,0.029,0.19,0.049,0.067,0.0,0.081,0.14400000000000002,0.5429999999999999,0.116,0.124,0.047,0.077,0.0,0.474,0.059,0.219,0.154,0.079,0.461,0.17600000000000002,0.0,0.046,0.084,0.003,0.071,0.03,0.21600000000000005,0.643,0.0,0.037000000000000005,0.083,0.093,0.064,0.126,0.3670000000000001,0.267,0.0
57.0,0.043,0.0,0.4970000000000001,0.117,0.119,0.029,0.196,0.03,0.073,0.0,0.096,0.5660000000000001,0.149,0.087,0.35100000000000003,0.17600000000000002,0.113,0.0,0.21,0.064,0.086,0.081,0.121,0.354,0.3,0.0,0.066,0.077,0.059,0.134,0.13699999999999998,0.259,0.326,0.0,0.086,0.08900000000000001,0.071,0.07400000000000001,0.08900000000000001,0.093,0.584,0.0
58.0,0.04,0.0,0.453,0.236,0.081,0.021,0.16899999999999998,0.029,0.029,0.0,0.63,0.127,0.114,0.071,0.151,0.5870000000000001,0.093,0.0,0.041,0.056,0.071,0.079,0.04,0.21600000000000005,0.601,0.0,0.03,0.034,0.026,0.147,0.126,0.243,0.383,0.0,0.076,0.041,0.061,0.06,0.194,0.077,0.5660000000000001,0.0
59.0,0.031,0.0,0.394,0.299,0.08900000000000001,0.019,0.16899999999999998,0.029,0.029,0.0,0.623,0.134,0.114,0.071,0.217,0.511,0.113,0.0,0.041,0.051,0.066,0.084,0.029,0.067,0.763,0.0,0.029,0.029,0.0,0.081,0.019,0.217,0.657,0.0,0.026,0.07,0.119,0.081,0.349,0.073,0.309,0.0
60.0,0.013,0.0,0.257,0.467,0.106,0.013,0.14400000000000002,0.023,0.029,0.0,0.6409999999999999,0.124,0.111,0.071,0.157,0.6,0.086,0.0,0.029,0.057,0.071,0.053,0.021,0.046,0.84,0.0,0.02,0.02,0.001,0.05,0.014,0.339,0.583,0.0,0.013,0.034,0.077,0.061,0.723,0.05,0.054000000000000006,0.0
61.0,0.044,0.0,0.174,0.391,0.14300000000000002,0.037000000000000005,0.21,0.026,0.029,0.0,0.624,0.136,0.113,0.073,0.257,0.456,0.109,0.0,0.041,0.06,0.077,0.051,0.043,0.29,0.5539999999999999,0.0,0.026,0.036000000000000004,0.001,0.067,0.027000000000000003,0.24,0.644,0.0,0.02,0.077,0.111,0.1,0.5489999999999999,0.071,0.091,0.0
62.0,0.029,0.0,0.461,0.14,0.103,0.019,0.249,0.03,0.053,0.0,0.381,0.293,0.14,0.103,0.35700000000000004,0.384,0.11,0.0,0.039,0.046,0.064,0.071,0.046,0.32,0.4970000000000001,0.0,0.026,0.04,0.006,0.081,0.036000000000000004,0.14300000000000002,0.706,0.0,0.029,0.061,0.08,0.053,0.711,0.044,0.05,0.0
63.0,0.033,0.0,0.419,0.224,0.08,0.016,0.229,0.027000000000000003,0.036000000000000004,0.0,0.5760000000000001,0.177,0.109,0.076,0.157,0.6,0.086,0.0,0.029,0.057,0.071,0.049,0.066,0.647,0.16399999999999998,0.0,0.023,0.051,0.0,0.07400000000000001,0.031,0.174,0.691,0.0,0.029,0.057,0.071,0.029,0.7709999999999999,0.029,0.043,0.0
64.0,0.033,0.0,0.223,0.51,0.063,0.016,0.156,0.026,0.053,0.0,0.586,0.106,0.11,0.12,0.147,0.6,0.096,0.0,0.029,0.057,0.071,0.03,0.034,0.25,0.647,0.0,0.017,0.021,0.0,0.047,0.026,0.271,0.634,0.0,0.021,0.041,0.064,0.029,0.794,0.029,0.043,0.0
65.0,0.006,0.0,0.04,0.897,0.006,0.003,0.049,0.006999999999999999,0.017,0.0,0.887,0.031,0.033,0.024,0.129,0.614,0.101,0.0,0.029,0.056,0.071,0.01,0.006999999999999999,0.016,0.959,0.0,0.004,0.004,0.0,0.043,0.013,0.343,0.586,0.0,0.016,0.006999999999999999,0.016,0.006999999999999999,0.92,0.011,0.039,0.0
66.0,0.013,0.0,0.197,0.5870000000000001,0.05,0.011,0.141,0.006999999999999999,0.011,0.0,0.867,0.043,0.043,0.029,0.129,0.613,0.113,0.0,0.03,0.044,0.071,0.016,0.006,0.016,0.953,0.0,0.006,0.004,0.001,0.04,0.014,0.407,0.526,0.0,0.011,0.01,0.02,0.014,0.906,0.016,0.034,0.0
67.0,0.016,0.0,0.1,0.599,0.197,0.011,0.077,0.003,0.006999999999999999,0.0,0.926,0.024,0.024,0.016,0.131,0.609,0.114,0.0,0.03,0.044,0.071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013,0.004,0.643,0.339,0.0,0.001,0.0,0.0,0.0,0.997,0.0,0.003,0.0
