TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
10.0,0.043,0.0,0.057,0.168,0.0,0.706,0.0,0.026,0.067,0.097,0.0,0.306,0.297,0.07400000000000001,0.061,0.097,0.001,0.337,0.269,0.0,0.18,0.104,0.047,0.061,0.023,0.064,0.081,0.682,0.0,0.066,0.057,0.027000000000000003,0.077,0.0,0.071,0.159,0.13699999999999998,0.0,0.436,0.12,0.011,0.033,0.109,0.16699999999999998,0.396,0.249,0.0,0.036000000000000004,0.016,0.038,0.078,0.285,0.064,0.46,0.059,0.0
11.0,0.043,0.0,0.071,0.14800000000000002,0.0,0.711,0.0,0.027000000000000003,0.071,0.119,0.0,0.413,0.113,0.071,0.084,0.129,0.0,0.269,0.29,0.0,0.166,0.13699999999999998,0.063,0.076,0.009000000000000001,0.045,0.103,0.417,0.0,0.047,0.071,0.307,0.126,0.0,0.066,0.15,0.124,0.0,0.426,0.109,0.014,0.014,0.062,0.081,0.7559999999999999,0.046,0.0,0.027000000000000003,0.02,0.031,0.147,0.461,0.057,0.239,0.046,0.0
12.0,0.043,0.0,0.084,0.163,0.0,0.693,0.0,0.017,0.06,0.106,0.0,0.449,0.104,0.08,0.073,0.129,0.006,0.191,0.185,0.0,0.084,0.081,0.066,0.387,0.029,0.06,0.099,0.627,0.0,0.049,0.039,0.099,0.5710000000000001,0.043,0.099,0.14,0.0,0.0,0.127,0.02,0.014,0.014,0.06,0.097,0.74,0.05,0.0,0.024,0.02,0.037000000000000005,0.15,0.546,0.124,0.064,0.059,0.0
13.0,0.037000000000000005,0.0,0.063,0.08800000000000001,0.121,0.667,0.0,0.023,0.05,0.087,0.0,0.341,0.279,0.069,0.077,0.097,0.004,0.064,0.099,0.0,0.217,0.023,0.044,0.5489999999999999,0.006999999999999999,0.065,0.447,0.365,0.0,0.061,0.023,0.031,0.203,0.03,0.119,0.17600000000000002,0.3,0.0,0.126,0.047,0.014,0.014,0.048,0.087,0.757,0.05,0.0,0.029,0.017,0.051,0.064,0.238,0.493,0.094,0.043,0.0
14.0,0.029,0.0,0.184,0.282,0.2,0.229,0.017,0.06,0.05,0.083,0.0,0.397,0.196,0.079,0.077,0.119,0.001,0.068,0.108,0.0,0.15,0.033,0.06,0.58,0.003,0.054000000000000006,0.5660000000000001,0.273,0.0,0.053,0.019,0.033,0.093,0.011,0.106,0.165,0.344,0.0,0.191,0.08900000000000001,0.014,0.014,0.035,0.094,0.7509999999999999,0.063,0.0,0.029,0.013,0.033,0.083,0.318,0.459,0.061,0.033,0.0
15.0,0.04,0.0,0.166,0.156,0.487,0.083,0.037000000000000005,0.03,0.053,0.087,0.0,0.4370000000000001,0.139,0.08,0.076,0.129,0.016,0.123,0.13699999999999998,0.0,0.199,0.061,0.059,0.406,0.04,0.098,0.252,0.423,0.0,0.093,0.053,0.041,0.071,0.0,0.066,0.147,0.201,0.0,0.399,0.116,0.014,0.014,0.049,0.102,0.7490000000000001,0.043,0.0,0.029,0.009000000000000001,0.015,0.13699999999999998,0.589,0.101,0.107,0.041,0.0
16.0,0.029,0.0,0.14400000000000002,0.115,0.584,0.073,0.041,0.014,0.033,0.069,0.0,0.264,0.484,0.039,0.063,0.049,0.0,0.094,0.173,0.0,0.506,0.14,0.053,0.034,0.023,0.077,0.419,0.345,0.0,0.067,0.037000000000000005,0.031,0.086,0.006,0.05,0.043,0.473,0.0,0.271,0.071,0.013,0.014,0.055,0.091,0.757,0.041,0.0,0.029,0.001,0.026,0.064,0.038,0.241,0.581,0.047,0.0
17.0,0.029,0.0,0.145,0.112,0.586,0.073,0.041,0.014,0.067,0.086,0.0,0.409,0.14,0.084,0.086,0.129,0.003,0.157,0.267,0.0,0.183,0.127,0.11,0.153,0.0,0.056,0.449,0.395,0.0,0.054000000000000006,0.019,0.027000000000000003,0.056,0.0,0.056,0.135,0.199,0.0,0.406,0.149,0.013,0.014,0.063,0.081,0.757,0.043,0.0,0.029,0.013,0.031,0.08900000000000001,0.053,0.066,0.6829999999999999,0.066,0.0
18.0,0.017,0.0,0.14800000000000002,0.191,0.541,0.066,0.024,0.013,0.069,0.066,0.0,0.446,0.12,0.08900000000000001,0.083,0.129,0.003,0.106,0.168,0.0,0.211,0.46,0.023,0.029,0.006999999999999999,0.05,0.395,0.469,0.0,0.05,0.014,0.014,0.047,0.009000000000000001,0.068,0.17800000000000002,0.193,0.0,0.379,0.127,0.011,0.014,0.045,0.067,0.653,0.189,0.0,0.021,0.014,0.028,0.096,0.059,0.051,0.6970000000000001,0.054000000000000006,0.0
19.0,0.006,0.0,0.114,0.28300000000000003,0.5489999999999999,0.026,0.011,0.011,0.026,0.024,0.0,0.261,0.551,0.053,0.033,0.051,0.0,0.092,0.132,0.0,0.413,0.256,0.039,0.069,0.016,0.08,0.384,0.4320000000000001,0.0,0.064,0.014,0.01,0.054000000000000006,0.006,0.071,0.086,0.409,0.0,0.28,0.094,0.01,0.016,0.04,0.081,0.746,0.087,0.0,0.02,0.013,0.034,0.058,0.209,0.579,0.077,0.03,0.0
20.0,0.02,0.0,0.116,0.247,0.507,0.08,0.006,0.024,0.011,0.02,0.0,0.136,0.733,0.047,0.024,0.029,0.001,0.096,0.159,0.0,0.526,0.057,0.063,0.099,0.014,0.068,0.212,0.633,0.0,0.043,0.016,0.013,0.077,0.0,0.071,0.056,0.456,0.0,0.247,0.093,0.011,0.02,0.05,0.09,0.7709999999999999,0.034,0.0,0.023,0.011,0.028,0.039,0.129,0.74,0.031,0.021,0.0
21.0,0.004,0.0,0.133,0.34,0.433,0.067,0.009000000000000001,0.014,0.023,0.014,0.0,0.16,0.6459999999999999,0.08,0.041,0.036000000000000004,0.019,0.102,0.28300000000000003,0.0,0.401,0.073,0.05,0.073,0.001,0.059,0.407,0.462,0.0,0.043,0.019,0.009000000000000001,0.289,0.017,0.084,0.075,0.324,0.0,0.153,0.059,0.014,0.016,0.055,0.098,0.7559999999999999,0.037000000000000005,0.0,0.024,0.013,0.038,0.086,0.355,0.429,0.066,0.014,0.0
22.0,0.014,0.0,0.233,0.383,0.293,0.041,0.01,0.026,0.017,0.008,0.0,0.196,0.584,0.093,0.053,0.049,0.009000000000000001,0.067,0.092,0.0,0.23,0.021,0.051,0.53,0.06,0.052000000000000005,0.423,0.373,0.0,0.049,0.017,0.026,0.331,0.029,0.127,0.136,0.236,0.0,0.09,0.051,0.014,0.017,0.07,0.094,0.733,0.043,0.0,0.029,0.014,0.033,0.056,0.15,0.631,0.106,0.01,0.0
23.0,0.0,0.0,0.11,0.37,0.477,0.031,0.003,0.009000000000000001,0.019,0.024,0.0,0.299,0.487,0.08,0.046,0.046,0.001,0.048,0.084,0.0,0.307,0.021,0.034,0.503,0.016,0.077,0.362,0.441,0.0,0.059,0.021,0.024,0.406,0.024,0.065,0.091,0.246,0.0,0.123,0.046,0.014,0.02,0.067,0.103,0.7240000000000001,0.043,0.0,0.029,0.014,0.024,0.052000000000000005,0.16,0.64,0.1,0.01,0.0
24.0,0.0,0.0,0.157,0.462,0.36,0.011,0.0,0.01,0.027000000000000003,0.027000000000000003,0.0,0.35200000000000004,0.389,0.096,0.056,0.054000000000000006,0.003,0.048,0.095,0.0,0.311,0.02,0.031,0.491,0.006999999999999999,0.055,0.446,0.411,0.0,0.049,0.014,0.017,0.397,0.03,0.08,0.094,0.279,0.0,0.07,0.05,0.014,0.019,0.07200000000000001,0.097,0.727,0.043,0.0,0.029,0.014,0.034,0.054000000000000006,0.147,0.636,0.096,0.02,0.0
25.0,0.016,0.0,0.119,0.255,0.519,0.059,0.021,0.011,0.013,0.034,0.0,0.196,0.591,0.076,0.037000000000000005,0.053,0.0,0.042,0.08199999999999999,0.0,0.379,0.017,0.021,0.459,0.0,0.038,0.498,0.3720000000000001,0.0,0.05,0.02,0.021,0.029,0.017,0.069,0.076,0.484,0.0,0.229,0.096,0.011,0.017,0.069,0.098,0.733,0.043,0.0,0.029,0.014,0.026,0.061,0.139,0.6559999999999999,0.093,0.011,0.0
26.0,0.027000000000000003,0.0,0.12,0.18600000000000005,0.56,0.059,0.034,0.014,0.019,0.011,0.0,0.106,0.7509999999999999,0.061,0.026,0.026,0.001,0.048,0.08199999999999999,0.0,0.38,0.014,0.019,0.456,0.0,0.042,0.456,0.43,0.0,0.043,0.014,0.014,0.03,0.012,0.065,0.229,0.481,0.0,0.134,0.049,0.011,0.017,0.056,0.097,0.754,0.04,0.0,0.024,0.006,0.027000000000000003,0.054000000000000006,0.274,0.579,0.044,0.017,0.0
27.0,0.023,0.0,0.117,0.417,0.359,0.044,0.027000000000000003,0.013,0.014,0.026,0.0,0.628,0.211,0.047,0.03,0.043,0.009000000000000001,0.085,0.135,0.0,0.05,0.04,0.067,0.614,0.0,0.038,0.555,0.314,0.0,0.05,0.019,0.024,0.141,0.046,0.13699999999999998,0.4920000000000001,0.014,0.0,0.106,0.063,0.011,0.029,0.064,0.12,0.7040000000000001,0.043,0.0,0.029,0.003,0.023,0.08199999999999999,0.784,0.029,0.05,0.029,0.0
28.0,0.026,0.0,0.112,0.239,0.511,0.071,0.026,0.014,0.04,0.104,0.0,0.5329999999999999,0.113,0.056,0.071,0.083,0.004,0.08199999999999999,0.135,0.0,0.06,0.036000000000000004,0.069,0.614,0.006999999999999999,0.048,0.504,0.35,0.0,0.051,0.02,0.02,0.113,0.02,0.102,0.6709999999999999,0.037000000000000005,0.0,0.039,0.019,0.009000000000000001,0.03,0.054000000000000006,0.133,0.703,0.043,0.0,0.029,0.0,0.033,0.08800000000000001,0.777,0.031,0.043,0.029,0.0
29.0,0.027000000000000003,0.0,0.107,0.238,0.517,0.06,0.037000000000000005,0.014,0.006,0.023,0.0,0.897,0.027000000000000003,0.013,0.017,0.017,0.001,0.079,0.135,0.0,0.059,0.041,0.07,0.614,0.014,0.068,0.382,0.441,0.0,0.054000000000000006,0.014,0.026,0.1,0.018000000000000002,0.083,0.746,0.014,0.0,0.024,0.014,0.01,0.03,0.09,0.159,0.631,0.051,0.0,0.029,0.0,0.022,0.069,0.816,0.019,0.039,0.036000000000000004,0.0
30.0,0.009000000000000001,0.0,0.119,0.361,0.423,0.061,0.014,0.013,0.0,0.011,0.0,0.976,0.006,0.006,0.001,0.0,0.0,0.079,0.135,0.0,0.06,0.04,0.071,0.614,0.02,0.09,0.234,0.5329999999999999,0.0,0.054000000000000006,0.03,0.039,0.08900000000000001,0.017,0.083,0.748,0.04,0.0,0.014,0.009000000000000001,0.006,0.039,0.109,0.243,0.396,0.171,0.0,0.037000000000000005,0.001,0.02,0.061,0.797,0.053,0.03,0.037000000000000005,0.0
31.0,0.024,0.0,0.113,0.294,0.471,0.057,0.026,0.014,0.0,0.014,0.0,0.97,0.013,0.001,0.0,0.001,0.0,0.077,0.135,0.0,0.061,0.043,0.071,0.613,0.006,0.063,0.136,0.659,0.0,0.021,0.063,0.051,0.116,0.043,0.084,0.604,0.066,0.0,0.06,0.027000000000000003,0.006,0.047,0.108,0.233,0.34,0.246,0.0,0.02,0.011,0.044,0.081,0.334,0.429,0.069,0.033,0.0
32.0,0.014,0.0,0.12,0.31,0.463,0.056,0.023,0.014,0.0,0.01,0.0,0.976,0.0,0.0,0.0,0.014,0.0,0.079,0.135,0.0,0.057,0.043,0.071,0.614,0.01,0.055,0.17600000000000002,0.537,0.0,0.039,0.071,0.113,0.1,0.033,0.08800000000000001,0.417,0.067,0.0,0.204,0.09,0.014,0.092,0.161,0.312,0.246,0.121,0.0,0.053,0.0,0.017,0.157,0.745,0.003,0.05,0.029,0.0
33.0,0.004,0.0,0.139,0.5379999999999999,0.259,0.034,0.006999999999999999,0.019,0.001,0.009000000000000001,0.0,0.964,0.001,0.001,0.003,0.02,0.031,0.1,0.149,0.0,0.124,0.049,0.069,0.479,0.027000000000000003,0.039,0.272,0.375,0.0,0.06,0.054000000000000006,0.171,0.106,0.008,0.092,0.232,0.107,0.0,0.349,0.107,0.014,0.029,0.063,0.132,0.69,0.044,0.0,0.027000000000000003,0.004,0.035,0.174,0.6829999999999999,0.009000000000000001,0.069,0.026,0.0
34.0,0.016,0.0,0.206,0.459,0.24,0.044,0.01,0.024,0.03,0.058,0.0,0.583,0.173,0.04,0.049,0.067,0.0,0.189,0.245,0.0,0.28600000000000003,0.124,0.096,0.06,0.011,0.055,0.378,0.489,0.0,0.039,0.014,0.014,0.093,0.011,0.092,0.127,0.306,0.0,0.273,0.099,0.014,0.027000000000000003,0.061,0.128,0.6990000000000001,0.043,0.0,0.029,0.023,0.087,0.111,0.256,0.13,0.333,0.06,0.0
35.0,0.017,0.0,0.138,0.17800000000000002,0.5660000000000001,0.057,0.03,0.014,0.037000000000000005,0.084,0.0,0.473,0.111,0.053,0.079,0.163,0.0,0.163,0.263,0.0,0.274,0.123,0.104,0.073,0.02,0.084,0.345,0.417,0.0,0.079,0.029,0.027000000000000003,0.069,0.0,0.093,0.192,0.153,0.0,0.37,0.123,0.019,0.027000000000000003,0.07200000000000001,0.104,0.7170000000000001,0.037000000000000005,0.0,0.024,0.014,0.039,0.066,0.07200000000000001,0.056,0.68,0.073,0.0
36.0,0.004,0.0,0.182,0.486,0.25,0.039,0.006999999999999999,0.031,0.031,0.083,0.0,0.426,0.07400000000000001,0.033,0.051,0.301,0.0,0.104,0.18600000000000005,0.0,0.506,0.114,0.06,0.03,0.031,0.094,0.318,0.435,0.0,0.064,0.027000000000000003,0.03,0.414,0.021,0.125,0.192,0.03,0.0,0.163,0.054000000000000006,0.021,0.055,0.238,0.439,0.18,0.043,0.0,0.024,0.014,0.04,0.07,0.084,0.039,0.703,0.05,0.0
37.0,0.001,0.0,0.188,0.589,0.163,0.031,0.001,0.026,0.016,0.033,0.0,0.6970000000000001,0.029,0.01,0.017,0.199,0.003,0.247,0.315,0.0,0.086,0.149,0.096,0.106,0.029,0.097,0.312,0.461,0.0,0.053,0.02,0.029,0.126,0.02,0.112,0.289,0.146,0.0,0.21600000000000005,0.091,0.003,0.052000000000000005,0.389,0.339,0.079,0.073,0.0,0.066,0.014,0.043,0.071,0.103,0.031,0.687,0.05,0.0
38.0,0.0,0.0,0.184,0.758,0.02,0.017,0.0,0.021,0.021,0.041,0.0,0.777,0.049,0.031,0.034,0.046,0.0,0.278,0.309,0.0,0.08900000000000001,0.15,0.08900000000000001,0.086,0.024,0.101,0.307,0.48,0.0,0.04,0.017,0.03,0.006999999999999999,0.016,0.172,0.51,0.243,0.0,0.026,0.026,0.021,0.06,0.17600000000000002,0.35,0.057,0.29600000000000004,0.0,0.04,0.014,0.036000000000000004,0.066,0.149,0.026,0.6559999999999999,0.053,0.0
39.0,0.0,0.0,0.256,0.581,0.14,0.011,0.003,0.009000000000000001,0.046,0.09,0.0,0.409,0.079,0.031,0.051,0.294,0.001,0.173,0.594,0.0,0.051,0.101,0.037000000000000005,0.041,0.019,0.08199999999999999,0.35600000000000004,0.47,0.0,0.031,0.014,0.029,0.014,0.029,0.13,0.787,0.036000000000000004,0.0,0.0,0.004,0.009000000000000001,0.08199999999999999,0.195,0.435,0.067,0.153,0.0,0.059,0.014,0.036000000000000004,0.092,0.255,0.023,0.547,0.033,0.0
40.0,0.009000000000000001,0.0,0.145,0.292,0.47,0.061,0.006999999999999999,0.016,0.011,0.04,0.0,0.416,0.416,0.03,0.021,0.066,0.001,0.121,0.315,0.0,0.256,0.06,0.041,0.206,0.014,0.053,0.415,0.452,0.0,0.034,0.014,0.017,0.004,0.006999999999999999,0.084,0.203,0.643,0.0,0.04,0.019,0.016,0.045,0.229,0.438,0.214,0.036000000000000004,0.0,0.023,0.01,0.029,0.043,0.113,0.399,0.366,0.041,0.0
41.0,0.003,0.0,0.179,0.463,0.28,0.04,0.006999999999999999,0.027000000000000003,0.037000000000000005,0.031,0.0,0.209,0.547,0.081,0.039,0.056,0.01,0.08,0.174,0.0,0.207,0.047,0.05,0.431,0.019,0.075,0.326,0.462,0.0,0.063,0.03,0.026,0.107,0.041,0.092,0.181,0.394,0.0,0.113,0.071,0.013,0.048,0.115,0.156,0.4270000000000001,0.21,0.0,0.031,0.014,0.057,0.037000000000000005,0.121,0.664,0.071,0.036000000000000004,0.0
42.0,0.0,0.0,0.158,0.706,0.091,0.026,0.001,0.017,0.03,0.085,0.0,0.6509999999999999,0.1,0.031,0.047,0.056,0.01,0.081,0.135,0.0,0.056,0.043,0.061,0.614,0.016,0.09,0.261,0.531,0.0,0.046,0.029,0.029,0.13,0.044,0.11,0.57,0.02,0.0,0.086,0.04,0.011,0.032,0.085,0.163,0.511,0.166,0.0,0.031,0.013,0.052000000000000005,0.086,0.438,0.29600000000000004,0.069,0.047,0.0
43.0,0.001,0.0,0.125,0.477,0.324,0.049,0.006999999999999999,0.016,0.033,0.091,0.0,0.48,0.09,0.039,0.06,0.207,0.014,0.091,0.135,0.0,0.049,0.04,0.057,0.614,0.003,0.068,0.343,0.514,0.0,0.036000000000000004,0.019,0.019,0.12,0.045,0.111,0.544,0.077,0.0,0.071,0.031,0.014,0.03,0.054000000000000006,0.126,0.701,0.046,0.0,0.029,0.014,0.03,0.051,0.225,0.59,0.069,0.02,0.0
44.0,0.004,0.0,0.162,0.565,0.194,0.046,0.004,0.024,0.03,0.086,0.0,0.5429999999999999,0.111,0.059,0.07,0.101,0.014,0.08800000000000001,0.135,0.0,0.051,0.04,0.057,0.614,0.021,0.08900000000000001,0.361,0.429,0.0,0.054000000000000006,0.016,0.029,0.104,0.044,0.08199999999999999,0.448,0.221,0.0,0.073,0.027000000000000003,0.014,0.03,0.056,0.121,0.7070000000000001,0.043,0.0,0.029,0.014,0.023,0.056,0.158,0.62,0.114,0.014,0.0
45.0,0.006999999999999999,0.0,0.129,0.391,0.39,0.056,0.01,0.017,0.019,0.053,0.0,0.6409999999999999,0.107,0.05,0.05,0.08,0.006999999999999999,0.087,0.135,0.0,0.051,0.041,0.064,0.614,0.016,0.059,0.379,0.476,0.0,0.034,0.014,0.021,0.114,0.029,0.08199999999999999,0.583,0.13,0.0,0.033,0.029,0.013,0.026,0.054000000000000006,0.139,0.6990000000000001,0.043,0.0,0.027000000000000003,0.014,0.016,0.062,0.194,0.611,0.094,0.006999999999999999,0.0
46.0,0.004,0.0,0.132,0.41,0.38,0.054000000000000006,0.009000000000000001,0.011,0.043,0.04,0.0,0.289,0.449,0.076,0.039,0.066,0.013,0.08800000000000001,0.133,0.0,0.057,0.043,0.059,0.607,0.014,0.077,0.374,0.465,0.0,0.041,0.014,0.014,0.126,0.039,0.136,0.228,0.32299999999999995,0.0,0.079,0.07,0.006,0.013,0.069,0.174,0.691,0.031,0.0,0.016,0.014,0.017,0.057,0.196,0.611,0.099,0.006,0.0
47.0,0.0,0.0,0.103,0.334,0.53,0.026,0.001,0.006,0.021,0.025,0.0,0.282,0.534,0.064,0.031,0.041,0.01,0.061,0.091,0.0,0.326,0.03,0.036000000000000004,0.447,0.02,0.081,0.362,0.44,0.0,0.057,0.019,0.021,0.226,0.035,0.116,0.142,0.34,0.0,0.071,0.07,0.004,0.011,0.038,0.097,0.8059999999999999,0.029,0.0,0.014,0.01,0.021,0.042,0.13699999999999998,0.7290000000000001,0.061,0.0,0.0
48.0,0.0,0.0,0.183,0.693,0.094,0.017,0.0,0.013,0.026,0.02,0.0,0.199,0.637,0.056,0.027000000000000003,0.036000000000000004,0.221,0.08199999999999999,0.096,0.0,0.401,0.034,0.031,0.133,0.013,0.077,0.358,0.485,0.0,0.041,0.014,0.011,0.13,0.033,0.113,0.133,0.447,0.0,0.076,0.069,0.011,0.021,0.053,0.115,0.75,0.03,0.0,0.02,0.006999999999999999,0.028,0.104,0.412,0.369,0.054000000000000006,0.027000000000000003,0.0
49.0,0.0,0.0,0.188,0.457,0.32299999999999995,0.016,0.0,0.017,0.009000000000000001,0.004,0.0,0.064,0.873,0.026,0.011,0.013,0.13,0.07,0.099,0.0,0.647,0.016,0.024,0.014,0.009000000000000001,0.044,0.403,0.487,0.0,0.036000000000000004,0.016,0.006,0.003,0.0,0.036000000000000004,0.077,0.8640000000000001,0.0,0.014,0.006,0.001,0.01,0.012,0.057,0.907,0.009000000000000001,0.0,0.004,0.001,0.023,0.119,0.301,0.314,0.221,0.02,0.0
50.0,0.0,0.0,0.202,0.377,0.363,0.027000000000000003,0.0,0.031,0.0,0.001,0.0,0.047,0.949,0.0,0.0,0.003,0.084,0.039,0.032,0.0,0.83,0.006,0.006,0.003,0.02,0.079,0.419,0.391,0.0,0.063,0.019,0.01,0.003,0.0,0.027000000000000003,0.05,0.9,0.0,0.014,0.006,0.003,0.003,0.008,0.029,0.944,0.009000000000000001,0.0,0.004,0.0,0.026,0.046,0.057,0.256,0.574,0.041,0.0
