TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6
21.0,0.029,0.0,0.195,0.029,0.041,0.527,0.18,0.077,0.33,0.0,0.116,0.093,0.243,0.141,0.043,0.258,0.134,0.0,0.126,0.09,0.349,0.006999999999999999,0.589,0.14400000000000002,0.021,0.0,0.138,0.1,0.029,0.4,0.1,0.023,0.07400000000000001,0.0,0.374,0.036000000000000004,0.22,0.349,0.083,0.06,0.253,0.0
22.0,0.029,0.0,0.198,0.03,0.043,0.517,0.183,0.084,0.36,0.0,0.091,0.087,0.258,0.119,0.039,0.534,0.07,0.0,0.046,0.099,0.213,0.014,0.614,0.111,0.026,0.0,0.139,0.096,0.014,0.489,0.065,0.011,0.109,0.0,0.312,0.02,0.35700000000000004,0.366,0.07,0.046,0.141,0.0
23.0,0.029,0.0,0.194,0.029,0.036000000000000004,0.5329999999999999,0.181,0.081,0.308,0.0,0.106,0.094,0.269,0.141,0.063,0.366,0.138,0.0,0.18600000000000005,0.092,0.156,0.016,0.456,0.277,0.029,0.0,0.118,0.105,0.04,0.317,0.129,0.027000000000000003,0.069,0.0,0.418,0.034,0.277,0.326,0.077,0.064,0.222,0.0
24.0,0.029,0.0,0.163,0.03,0.031,0.569,0.17800000000000002,0.086,0.328,0.0,0.103,0.106,0.242,0.136,0.021,0.255,0.081,0.0,0.396,0.121,0.126,0.014,0.601,0.117,0.027000000000000003,0.0,0.14,0.1,0.03,0.464,0.099,0.017,0.076,0.0,0.314,0.027000000000000003,0.3670000000000001,0.307,0.077,0.054000000000000006,0.168,0.0
25.0,0.029,0.0,0.138,0.054000000000000006,0.029,0.584,0.166,0.036000000000000004,0.185,0.0,0.059,0.557,0.08800000000000001,0.076,0.029,0.313,0.102,0.0,0.103,0.097,0.35600000000000004,0.014,0.594,0.13,0.021,0.0,0.14,0.1,0.019,0.534,0.077,0.011,0.153,0.0,0.206,0.031,0.29100000000000004,0.304,0.064,0.041,0.267,0.0
26.0,0.021,0.0,0.151,0.031,0.03,0.384,0.381,0.041,0.155,0.0,0.054000000000000006,0.5539999999999999,0.077,0.119,0.036000000000000004,0.36,0.141,0.0,0.04,0.062,0.362,0.014,0.506,0.21600000000000005,0.026,0.0,0.123,0.116,0.026,0.41,0.111,0.019,0.069,0.0,0.366,0.031,0.18,0.546,0.086,0.047,0.11,0.0
27.0,0.029,0.0,0.189,0.027000000000000003,0.04,0.53,0.185,0.026,0.431,0.0,0.07,0.263,0.14,0.07,0.039,0.424,0.104,0.0,0.047,0.109,0.278,0.013,0.53,0.198,0.027000000000000003,0.0,0.13,0.102,0.023,0.3670000000000001,0.107,0.02,0.061,0.0,0.421,0.031,0.277,0.406,0.08,0.04,0.165,0.0
28.0,0.024,0.0,0.171,0.019,0.031,0.44,0.315,0.049,0.546,0.0,0.06,0.086,0.16399999999999998,0.096,0.04,0.6679999999999999,0.069,0.0,0.027000000000000003,0.079,0.117,0.014,0.6409999999999999,0.081,0.029,0.0,0.14300000000000002,0.091,0.023,0.441,0.083,0.014,0.046,0.0,0.393,0.02,0.495,0.24,0.051,0.034,0.159,0.0
29.0,0.029,0.0,0.162,0.036000000000000004,0.036000000000000004,0.5489999999999999,0.19,0.07400000000000001,0.383,0.0,0.09,0.106,0.222,0.124,0.043,0.488,0.092,0.0,0.049,0.122,0.207,0.014,0.61,0.107,0.029,0.0,0.14,0.1,0.021,0.573,0.093,0.011,0.069,0.0,0.233,0.029,0.315,0.237,0.059,0.033,0.328,0.0
30.0,0.031,0.0,0.152,0.039,0.034,0.56,0.183,0.067,0.376,0.0,0.094,0.141,0.246,0.076,0.02,0.7,0.045,0.0,0.026,0.09,0.119,0.014,0.64,0.09,0.029,0.0,0.136,0.091,0.004,0.8140000000000001,0.036000000000000004,0.006999999999999999,0.037000000000000005,0.0,0.101,0.017,0.3670000000000001,0.32299999999999995,0.051,0.017,0.224,0.0
31.0,0.037000000000000005,0.0,0.155,0.053,0.029,0.581,0.145,0.073,0.355,0.0,0.154,0.124,0.211,0.083,0.043,0.665,0.102,0.0,0.036000000000000004,0.065,0.08900000000000001,0.014,0.616,0.101,0.029,0.0,0.14,0.1,0.001,0.8059999999999999,0.027000000000000003,0.01,0.066,0.0,0.09,0.023,0.362,0.391,0.061,0.014,0.14800000000000002,0.0
32.0,0.031,0.0,0.157,0.026,0.027000000000000003,0.573,0.185,0.031,0.247,0.0,0.391,0.11,0.161,0.059,0.024,0.285,0.12,0.0,0.109,0.057,0.406,0.014,0.606,0.114,0.024,0.0,0.141,0.1,0.014,0.741,0.049,0.009000000000000001,0.054000000000000006,0.0,0.132,0.026,0.329,0.149,0.05,0.033,0.414,0.0
33.0,0.009000000000000001,0.0,0.204,0.03,0.03,0.317,0.411,0.079,0.414,0.0,0.08,0.07400000000000001,0.215,0.139,0.033,0.443,0.07,0.0,0.096,0.094,0.264,0.014,0.6609999999999999,0.076,0.029,0.0,0.131,0.08900000000000001,0.006,0.7659999999999999,0.029,0.006,0.081,0.0,0.112,0.021,0.531,0.229,0.046,0.031,0.142,0.0
34.0,0.04,0.0,0.153,0.047,0.03,0.5660000000000001,0.165,0.086,0.38,0.0,0.09,0.091,0.246,0.107,0.026,0.31,0.069,0.0,0.353,0.11,0.133,0.014,0.631,0.093,0.029,0.0,0.139,0.094,0.003,0.871,0.017,0.006,0.05,0.0,0.053,0.02,0.383,0.207,0.054000000000000006,0.024,0.312,0.0
35.0,0.029,0.0,0.155,0.03,0.03,0.58,0.177,0.083,0.3670000000000001,0.0,0.083,0.111,0.239,0.117,0.034,0.361,0.08199999999999999,0.0,0.17,0.118,0.235,0.014,0.616,0.101,0.029,0.0,0.14,0.1,0.009000000000000001,0.7170000000000001,0.04,0.01,0.051,0.0,0.173,0.027000000000000003,0.29100000000000004,0.436,0.069,0.036000000000000004,0.142,0.0
36.0,0.037000000000000005,0.0,0.154,0.031,0.029,0.583,0.166,0.08,0.41,0.0,0.086,0.077,0.235,0.111,0.044,0.397,0.106,0.0,0.214,0.09,0.14800000000000002,0.014,0.644,0.086,0.029,0.0,0.136,0.091,0.006,0.754,0.017,0.003,0.161,0.0,0.059,0.023,0.344,0.41,0.063,0.036000000000000004,0.125,0.0
37.0,0.03,0.0,0.147,0.06,0.03,0.579,0.155,0.079,0.4270000000000001,0.0,0.063,0.16899999999999998,0.183,0.08,0.05,0.526,0.095,0.0,0.15,0.077,0.102,0.014,0.6859999999999999,0.061,0.029,0.0,0.131,0.079,0.0,0.92,0.011,0.003,0.014,0.0,0.052000000000000005,0.017,0.51,0.246,0.047,0.03,0.15,0.0
38.0,0.029,0.0,0.142,0.063,0.041,0.531,0.194,0.043,0.474,0.0,0.056,0.193,0.163,0.071,0.051,0.361,0.132,0.0,0.02,0.046,0.39,0.014,0.639,0.08900000000000001,0.029,0.0,0.13699999999999998,0.093,0.003,0.94,0.014,0.004,0.009000000000000001,0.0,0.03,0.019,0.389,0.327,0.06,0.019,0.187,0.0
39.0,0.029,0.0,0.188,0.027000000000000003,0.043,0.519,0.195,0.02,0.245,0.0,0.446,0.123,0.128,0.039,0.004,0.387,0.083,0.0,0.017,0.031,0.477,0.014,0.6629999999999999,0.076,0.029,0.0,0.134,0.084,0.001,0.997,0.001,0.0,0.0,0.0,0.0,0.019,0.527,0.29600000000000004,0.05,0.013,0.096,0.0
40.0,0.036000000000000004,0.0,0.16699999999999998,0.044,0.034,0.5589999999999999,0.161,0.019,0.308,0.0,0.409,0.114,0.13699999999999998,0.014,0.053,0.454,0.119,0.0,0.039,0.051,0.285,0.014,0.6659999999999999,0.07400000000000001,0.029,0.0,0.134,0.083,0.009000000000000001,0.82,0.022,0.009000000000000001,0.07400000000000001,0.0,0.067,0.02,0.284,0.506,0.067,0.021,0.102,0.0
41.0,0.039,0.0,0.152,0.064,0.03,0.574,0.141,0.07400000000000001,0.449,0.0,0.066,0.13,0.199,0.083,0.03,0.73,0.054000000000000006,0.0,0.019,0.055,0.113,0.014,0.701,0.051,0.029,0.0,0.129,0.076,0.001,0.997,0.001,0.0,0.0,0.0,0.0,0.016,0.316,0.5,0.061,0.024,0.083,0.0
42.0,0.031,0.0,0.156,0.049,0.031,0.5710000000000001,0.161,0.026,0.747,0.0,0.029,0.027000000000000003,0.136,0.036000000000000004,0.011,0.87,0.032,0.0,0.006999999999999999,0.02,0.059,0.004,0.703,0.172,0.01,0.0,0.067,0.044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.5660000000000001,0.301,0.036000000000000004,0.014,0.073,0.0
43.0,0.04,0.0,0.181,0.026,0.039,0.381,0.333,0.044,0.578,0.0,0.06,0.036000000000000004,0.227,0.056,0.016,0.845,0.036000000000000004,0.0,0.006999999999999999,0.032,0.064,0.011,0.732,0.05,0.026,0.0,0.123,0.059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014,0.326,0.5,0.057,0.014,0.08800000000000001,0.0
44.0,0.021,0.0,0.156,0.05,0.029,0.217,0.527,0.043,0.56,0.0,0.05,0.056,0.211,0.08,0.033,0.556,0.081,0.0,0.027000000000000003,0.08,0.224,0.009000000000000001,0.685,0.07200000000000001,0.029,0.0,0.132,0.073,0.001,0.971,0.005,0.001,0.006999999999999999,0.0,0.013,0.014,0.301,0.506,0.067,0.021,0.091,0.0
45.0,0.019,0.0,0.15,0.08900000000000001,0.037000000000000005,0.539,0.16699999999999998,0.043,0.443,0.0,0.147,0.07400000000000001,0.2,0.093,0.053,0.37,0.109,0.0,0.044,0.105,0.32,0.011,0.36,0.398,0.039,0.0,0.08900000000000001,0.103,0.041,0.7509999999999999,0.075,0.016,0.021,0.0,0.095,0.029,0.267,0.404,0.086,0.054000000000000006,0.16,0.0
46.0,0.029,0.0,0.17,0.034,0.033,0.456,0.279,0.049,0.575,0.0,0.077,0.044,0.194,0.061,0.04,0.462,0.092,0.0,0.031,0.08900000000000001,0.285,0.046,0.415,0.147,0.019,0.0,0.114,0.26,0.019,0.8740000000000001,0.039,0.011,0.01,0.0,0.047,0.026,0.516,0.163,0.071,0.054000000000000006,0.17,0.0
47.0,0.016,0.0,0.311,0.079,0.069,0.18,0.34600000000000003,0.014,0.131,0.0,0.091,0.006999999999999999,0.08900000000000001,0.667,0.014,0.452,0.126,0.0,0.044,0.08900000000000001,0.274,0.016,0.13,0.113,0.596,0.0,0.05,0.096,0.037000000000000005,0.589,0.15,0.026,0.029,0.0,0.17,0.037000000000000005,0.303,0.293,0.114,0.079,0.174,0.0
48.0,0.04,0.0,0.22,0.344,0.1,0.099,0.197,0.017,0.269,0.0,0.107,0.013,0.081,0.513,0.034,0.381,0.14800000000000002,0.0,0.046,0.091,0.301,0.019,0.151,0.079,0.6459999999999999,0.0,0.035,0.071,0.049,0.711,0.099,0.02,0.021,0.0,0.1,0.059,0.328,0.246,0.12,0.069,0.18,0.0
49.0,0.047,0.0,0.25,0.251,0.121,0.114,0.215,0.017,0.45,0.0,0.13699999999999998,0.023,0.077,0.29600000000000004,0.063,0.417,0.127,0.0,0.17,0.08,0.14300000000000002,0.014,0.13699999999999998,0.098,0.643,0.0,0.03,0.078,0.054000000000000006,0.7,0.103,0.023,0.024,0.0,0.095,0.036000000000000004,0.29600000000000004,0.08900000000000001,0.093,0.334,0.152,0.0
50.0,0.037000000000000005,0.0,0.344,0.177,0.113,0.08,0.249,0.051,0.36,0.0,0.147,0.024,0.085,0.333,0.031,0.624,0.079,0.0,0.057,0.066,0.142,0.014,0.149,0.095,0.626,0.0,0.034,0.08199999999999999,0.047,0.723,0.097,0.023,0.02,0.0,0.09,0.029,0.245,0.35600000000000004,0.099,0.163,0.109,0.0
51.0,0.023,0.0,0.324,0.114,0.113,0.103,0.32299999999999995,0.024,0.767,0.0,0.09,0.014,0.048,0.057,0.02,0.504,0.07400000000000001,0.0,0.019,0.042,0.342,0.016,0.206,0.075,0.616,0.0,0.029,0.058,0.021,0.867,0.05,0.011,0.01,0.0,0.04,0.017,0.378,0.064,0.329,0.047,0.165,0.0
52.0,0.013,0.0,0.422,0.071,0.063,0.034,0.396,0.017,0.7490000000000001,0.0,0.1,0.014,0.061,0.059,0.02,0.423,0.109,0.0,0.037000000000000005,0.054000000000000006,0.35700000000000004,0.013,0.134,0.109,0.603,0.0,0.047,0.094,0.059,0.6859999999999999,0.104,0.023,0.024,0.0,0.105,0.013,0.156,0.041,0.621,0.057,0.111,0.0
53.0,0.01,0.0,0.245,0.041,0.036000000000000004,0.127,0.54,0.02,0.688,0.0,0.096,0.021,0.059,0.116,0.016,0.364,0.103,0.0,0.036000000000000004,0.054000000000000006,0.429,0.014,0.127,0.099,0.643,0.0,0.034,0.083,0.044,0.701,0.101,0.016,0.023,0.0,0.115,0.013,0.149,0.04,0.626,0.06,0.112,0.0
54.0,0.003,0.0,0.128,0.014,0.029,0.003,0.823,0.033,0.636,0.0,0.096,0.029,0.046,0.161,0.011,0.16399999999999998,0.081,0.0,0.366,0.092,0.28600000000000003,0.014,0.129,0.311,0.376,0.0,0.048,0.122,0.056,0.624,0.127,0.016,0.033,0.0,0.14400000000000002,0.029,0.155,0.539,0.119,0.066,0.094,0.0
55.0,0.0,0.0,0.124,0.014,0.029,0.0,0.833,0.029,0.6629999999999999,0.0,0.093,0.021,0.043,0.151,0.023,0.327,0.103,0.0,0.197,0.104,0.246,0.009000000000000001,0.19,0.422,0.17600000000000002,0.0,0.073,0.131,0.027000000000000003,0.7959999999999999,0.07200000000000001,0.011,0.021,0.0,0.07200000000000001,0.019,0.222,0.307,0.294,0.054000000000000006,0.104,0.0
56.0,0.0,0.0,0.128,0.014,0.029,0.0,0.8290000000000001,0.047,0.7040000000000001,0.0,0.096,0.011,0.067,0.07400000000000001,0.031,0.625,0.077,0.0,0.027000000000000003,0.061,0.179,0.009000000000000001,0.22,0.207,0.387,0.0,0.085,0.093,0.026,0.8140000000000001,0.07,0.014,0.009000000000000001,0.0,0.067,0.006999999999999999,0.238,0.036000000000000004,0.5489999999999999,0.056,0.114,0.0
57.0,0.006,0.0,0.153,0.019,0.029,0.136,0.6579999999999999,0.016,0.667,0.0,0.123,0.017,0.111,0.066,0.03,0.636,0.131,0.0,0.04,0.052000000000000005,0.11,0.014,0.149,0.094,0.619,0.0,0.041,0.084,0.037000000000000005,0.691,0.091,0.021,0.05,0.0,0.109,0.016,0.209,0.049,0.561,0.056,0.109,0.0
58.0,0.009000000000000001,0.0,0.171,0.019,0.034,0.14300000000000002,0.624,0.044,0.205,0.0,0.294,0.067,0.181,0.209,0.026,0.44,0.338,0.0,0.047,0.042,0.108,0.006,0.156,0.29600000000000004,0.317,0.0,0.08800000000000001,0.13699999999999998,0.049,0.65,0.129,0.026,0.017,0.0,0.13,0.05,0.28600000000000003,0.11,0.34600000000000003,0.077,0.131,0.0
59.0,0.004,0.0,0.16399999999999998,0.0,0.023,0.0,0.809,0.01,0.138,0.0,0.071,0.02,0.14300000000000002,0.617,0.05,0.14400000000000002,0.622,0.0,0.039,0.029,0.116,0.006999999999999999,0.124,0.295,0.333,0.0,0.091,0.149,0.041,0.521,0.16399999999999998,0.036000000000000004,0.026,0.0,0.212,0.1,0.422,0.146,0.13699999999999998,0.083,0.112,0.0
60.0,0.023,0.0,0.247,0.006999999999999999,0.016,0.413,0.295,0.014,0.11,0.0,0.071,0.029,0.063,0.713,0.037000000000000005,0.083,0.687,0.0,0.047,0.029,0.118,0.001,0.104,0.505,0.141,0.0,0.08900000000000001,0.159,0.05,0.491,0.192,0.023,0.044,0.0,0.199,0.084,0.165,0.267,0.29600000000000004,0.083,0.105,0.0
61.0,0.019,0.0,0.407,0.023,0.02,0.31,0.221,0.014,0.107,0.0,0.046,0.029,0.07,0.7340000000000001,0.063,0.017,0.735,0.0,0.051,0.029,0.105,0.009000000000000001,0.08,0.366,0.341,0.0,0.069,0.135,0.06,0.41,0.209,0.021,0.109,0.0,0.191,0.12,0.07400000000000001,0.386,0.32,0.04,0.06,0.0
62.0,0.001,0.0,0.4970000000000001,0.024,0.024,0.034,0.419,0.016,0.104,0.0,0.041,0.029,0.073,0.737,0.05,0.014,0.742,0.0,0.056,0.027000000000000003,0.111,0.014,0.066,0.18,0.59,0.0,0.045,0.105,0.067,0.311,0.28600000000000003,0.023,0.066,0.0,0.247,0.1,0.063,0.561,0.187,0.023,0.066,0.0
63.0,0.006,0.0,0.71,0.031,0.013,0.024,0.21600000000000005,0.071,0.139,0.0,0.049,0.029,0.342,0.37,0.059,0.053,0.696,0.0,0.05,0.025,0.117,0.009000000000000001,0.063,0.511,0.231,0.0,0.045,0.14,0.056,0.453,0.241,0.019,0.047,0.0,0.185,0.01,0.035,0.3,0.491,0.034,0.129,0.0
64.0,0.013,0.0,0.805,0.027000000000000003,0.0,0.031,0.123,0.067,0.17800000000000002,0.0,0.049,0.029,0.636,0.041,0.039,0.017,0.7909999999999999,0.0,0.044,0.019,0.091,0.004,0.053,0.759,0.034,0.0,0.017,0.132,0.043,0.55,0.232,0.0,0.031,0.0,0.14400000000000002,0.021,0.092,0.583,0.027000000000000003,0.113,0.163,0.0
65.0,0.017,0.0,0.72,0.043,0.02,0.037000000000000005,0.163,0.066,0.217,0.0,0.081,0.029,0.297,0.31,0.04,0.016,0.7709999999999999,0.0,0.053,0.019,0.102,0.006999999999999999,0.08900000000000001,0.565,0.129,0.0,0.055,0.155,0.047,0.57,0.21,0.003,0.029,0.0,0.141,0.014,0.071,0.727,0.021,0.01,0.156,0.0
66.0,0.046,0.0,0.484,0.057,0.04,0.071,0.302,0.027000000000000003,0.28,0.0,0.229,0.02,0.077,0.3670000000000001,0.017,0.607,0.219,0.0,0.033,0.032,0.092,0.011,0.238,0.465,0.067,0.0,0.075,0.14400000000000002,0.049,0.7490000000000001,0.103,0.003,0.019,0.0,0.078,0.027000000000000003,0.253,0.536,0.076,0.026,0.083,0.0
67.0,0.01,0.0,0.213,0.021,0.029,0.051,0.6759999999999999,0.087,0.579,0.0,0.08900000000000001,0.031,0.138,0.076,0.02,0.698,0.149,0.0,0.023,0.032,0.078,0.004,0.258,0.344,0.166,0.0,0.104,0.124,0.023,0.8859999999999999,0.045,0.006999999999999999,0.006999999999999999,0.0,0.032,0.024,0.375,0.363,0.066,0.033,0.139,0.0
