TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6
11.0,0.086,0.0,0.471,0.147,0.066,0.086,0.145,0.026,0.04,0.0,0.124,0.081,0.24,0.489,0.126,0.094,0.109,0.0,0.51,0.09,0.071,0.057,0.1,0.057,0.118,0.0,0.4,0.268,0.479,0.07,0.047,0.115,0.054000000000000006,0.0,0.235,0.057,0.039,0.133,0.34700000000000003,0.329,0.096,0.0
12.0,0.044,0.0,0.056,0.247,0.047,0.077,0.529,0.033,0.046,0.0,0.159,0.07,0.103,0.59,0.24,0.076,0.11,0.0,0.23,0.114,0.23,0.05,0.094,0.05,0.151,0.0,0.391,0.263,0.439,0.079,0.06,0.115,0.046,0.0,0.263,0.063,0.017,0.11,0.411,0.313,0.086,0.0
13.0,0.029,0.0,0.014,0.136,0.014,0.03,0.777,0.034,0.07400000000000001,0.0,0.21600000000000005,0.084,0.066,0.526,0.077,0.057,0.114,0.0,0.35,0.064,0.337,0.047,0.096,0.047,0.141,0.0,0.39,0.279,0.396,0.077,0.061,0.128,0.043,0.0,0.295,0.071,0.0,0.12,0.6709999999999999,0.086,0.051,0.0
14.0,0.027000000000000003,0.0,0.05,0.31,0.036000000000000004,0.057,0.52,0.023,0.03,0.0,0.105,0.03,0.049,0.763,0.019,0.07400000000000001,0.059,0.0,0.021,0.027000000000000003,0.8,0.053,0.076,0.033,0.134,0.0,0.379,0.326,0.404,0.071,0.061,0.102,0.047,0.0,0.313,0.077,0.13699999999999998,0.519,0.21,0.041,0.016,0.0
15.0,0.017,0.0,0.014,0.146,0.014,0.029,0.78,0.019,0.031,0.0,0.15,0.08,0.267,0.452,0.023,0.069,0.053,0.0,0.049,0.023,0.784,0.383,0.061,0.076,0.139,0.0,0.077,0.264,0.17600000000000002,0.104,0.123,0.135,0.056,0.0,0.406,0.07400000000000001,0.183,0.584,0.109,0.031,0.019,0.0
16.0,0.08,0.0,0.299,0.211,0.08,0.056,0.274,0.041,0.033,0.0,0.08800000000000001,0.03,0.063,0.745,0.031,0.136,0.08900000000000001,0.0,0.05,0.036000000000000004,0.659,0.457,0.086,0.113,0.16699999999999998,0.0,0.026,0.151,0.173,0.111,0.14,0.134,0.073,0.0,0.369,0.063,0.211,0.626,0.057,0.029,0.014,0.0
17.0,0.07,0.0,0.19,0.295,0.14,0.081,0.223,0.043,0.044,0.0,0.14400000000000002,0.063,0.084,0.621,0.046,0.12,0.08,0.0,0.116,0.04,0.599,0.4270000000000001,0.103,0.107,0.17600000000000002,0.0,0.054000000000000006,0.132,0.149,0.126,0.131,0.14400000000000002,0.071,0.0,0.379,0.079,0.18,0.479,0.196,0.044,0.023,0.0
18.0,0.099,0.0,0.189,0.258,0.096,0.059,0.3,0.037000000000000005,0.044,0.0,0.114,0.056,0.113,0.636,0.029,0.129,0.076,0.0,0.057,0.044,0.6659999999999999,0.26,0.114,0.09,0.203,0.0,0.117,0.21600000000000005,0.117,0.113,0.116,0.181,0.064,0.0,0.409,0.071,0.063,0.174,0.601,0.047,0.043,0.0
19.0,0.044,0.0,0.069,0.259,0.079,0.063,0.487,0.027000000000000003,0.047,0.0,0.127,0.079,0.141,0.579,0.023,0.106,0.06,0.0,0.047,0.041,0.723,0.377,0.083,0.08900000000000001,0.177,0.0,0.051,0.223,0.106,0.111,0.156,0.136,0.054000000000000006,0.0,0.4370000000000001,0.07400000000000001,0.079,0.281,0.4970000000000001,0.044,0.024,0.0
20.0,0.011,0.0,0.023,0.131,0.014,0.021,0.799,0.006,0.039,0.0,0.146,0.073,0.233,0.504,0.017,0.077,0.047,0.0,0.03,0.024,0.804,0.017,0.107,0.29600000000000004,0.29600000000000004,0.0,0.027000000000000003,0.257,0.149,0.084,0.196,0.116,0.04,0.0,0.415,0.066,0.084,0.343,0.454,0.037000000000000005,0.016,0.0
21.0,0.021,0.0,0.027000000000000003,0.14,0.017,0.027000000000000003,0.767,0.024,0.07,0.0,0.152,0.127,0.199,0.428,0.029,0.127,0.063,0.0,0.056,0.041,0.684,0.009000000000000001,0.134,0.04,0.532,0.0,0.01,0.276,0.211,0.046,0.304,0.109,0.057,0.0,0.272,0.07400000000000001,0.109,0.43,0.341,0.037000000000000005,0.009000000000000001,0.0
22.0,0.066,0.0,0.087,0.29,0.154,0.091,0.312,0.043,0.043,0.0,0.191,0.056,0.066,0.602,0.029,0.129,0.077,0.0,0.057,0.046,0.6629999999999999,0.116,0.163,0.113,0.247,0.0,0.093,0.269,0.07400000000000001,0.033,0.573,0.051,0.059,0.0,0.211,0.084,0.126,0.541,0.189,0.05,0.01,0.0
23.0,0.036000000000000004,0.0,0.054000000000000006,0.253,0.04,0.069,0.5489999999999999,0.031,0.036000000000000004,0.0,0.113,0.051,0.079,0.6890000000000001,0.029,0.129,0.07,0.0,0.057,0.043,0.6729999999999999,0.307,0.1,0.11,0.16,0.0,0.06,0.263,0.081,0.044,0.527,0.047,0.06,0.0,0.241,0.091,0.154,0.56,0.116,0.06,0.019,0.0
24.0,0.023,0.0,0.036000000000000004,0.215,0.02,0.049,0.6579999999999999,0.033,0.03,0.0,0.08900000000000001,0.036000000000000004,0.061,0.7509999999999999,0.04,0.094,0.08,0.0,0.139,0.037000000000000005,0.61,0.401,0.084,0.094,0.141,0.0,0.039,0.241,0.111,0.056,0.353,0.091,0.056,0.0,0.333,0.08900000000000001,0.226,0.476,0.121,0.057,0.031,0.0
25.0,0.069,0.0,0.28600000000000003,0.177,0.06,0.064,0.344,0.03,0.051,0.0,0.187,0.056,0.067,0.608,0.029,0.129,0.073,0.0,0.057,0.051,0.6609999999999999,0.354,0.106,0.1,0.179,0.0,0.101,0.16,0.376,0.069,0.094,0.122,0.064,0.0,0.275,0.081,0.233,0.47,0.124,0.059,0.033,0.0
26.0,0.011,0.0,0.017,0.183,0.019,0.026,0.7440000000000001,0.014,0.063,0.0,0.349,0.066,0.064,0.444,0.023,0.103,0.054000000000000006,0.0,0.043,0.037000000000000005,0.74,0.021,0.084,0.051,0.251,0.0,0.23,0.362,0.086,0.071,0.209,0.17600000000000002,0.059,0.0,0.4,0.064,0.05,0.22,0.5429999999999999,0.081,0.041,0.0
27.0,0.024,0.0,0.021,0.17,0.024,0.036000000000000004,0.7240000000000001,0.011,0.03,0.0,0.078,0.034,0.049,0.797,0.011,0.053,0.037000000000000005,0.0,0.021,0.019,0.8590000000000001,0.104,0.08,0.046,0.211,0.0,0.194,0.364,0.077,0.06,0.31,0.098,0.049,0.0,0.406,0.061,0.01,0.171,0.64,0.079,0.039,0.0
28.0,0.039,0.0,0.11,0.237,0.209,0.08,0.326,0.036000000000000004,0.034,0.0,0.099,0.033,0.06,0.738,0.036000000000000004,0.127,0.084,0.0,0.067,0.049,0.637,0.247,0.129,0.093,0.225,0.0,0.067,0.239,0.08,0.073,0.304,0.114,0.063,0.0,0.366,0.066,0.01,0.181,0.624,0.073,0.046,0.0
29.0,0.0,0.0,0.01,0.155,0.016,0.016,0.804,0.001,0.069,0.0,0.156,0.061,0.073,0.64,0.02,0.09,0.05,0.0,0.04,0.03,0.77,0.083,0.07,0.029,0.198,0.0,0.28600000000000003,0.335,0.103,0.039,0.407,0.073,0.047,0.0,0.331,0.057,0.004,0.171,0.639,0.086,0.043,0.0
30.0,0.021,0.0,0.03,0.185,0.069,0.036000000000000004,0.659,0.02,0.043,0.0,0.092,0.029,0.05,0.7659999999999999,0.009000000000000001,0.039,0.03,0.0,0.017,0.013,0.893,0.041,0.07,0.067,0.166,0.0,0.331,0.324,0.213,0.037000000000000005,0.284,0.084,0.043,0.0,0.339,0.057,0.003,0.173,0.64,0.086,0.041,0.0
31.0,0.056,0.0,0.207,0.23,0.127,0.096,0.284,0.041,0.043,0.0,0.107,0.023,0.057,0.7290000000000001,0.029,0.127,0.07,0.0,0.056,0.046,0.6729999999999999,0.043,0.083,0.039,0.149,0.0,0.381,0.306,0.063,0.029,0.584,0.069,0.051,0.0,0.203,0.057,0.0,0.18,0.643,0.086,0.034,0.0
32.0,0.053,0.0,0.501,0.146,0.07,0.053,0.177,0.031,0.039,0.0,0.17800000000000002,0.046,0.061,0.645,0.034,0.12,0.116,0.0,0.061,0.04,0.629,0.056,0.097,0.056,0.121,0.0,0.413,0.258,0.086,0.033,0.541,0.08800000000000001,0.06,0.0,0.192,0.057,0.0,0.171,0.643,0.086,0.043,0.0
33.0,0.081,0.0,0.093,0.339,0.153,0.116,0.218,0.046,0.14400000000000002,0.0,0.362,0.093,0.07,0.28600000000000003,0.037000000000000005,0.116,0.189,0.0,0.056,0.041,0.561,0.067,0.09,0.05,0.115,0.0,0.414,0.264,0.073,0.027000000000000003,0.586,0.07200000000000001,0.056,0.0,0.18600000000000005,0.063,0.0,0.157,0.649,0.083,0.049,0.0
34.0,0.017,0.0,0.026,0.206,0.027000000000000003,0.027000000000000003,0.6970000000000001,0.017,0.07400000000000001,0.0,0.158,0.069,0.079,0.604,0.02,0.087,0.06,0.0,0.033,0.029,0.7709999999999999,0.04,0.064,0.02,0.154,0.0,0.37,0.35200000000000004,0.057,0.029,0.579,0.054000000000000006,0.03,0.0,0.252,0.069,0.001,0.119,0.67,0.086,0.056,0.0
35.0,0.021,0.0,0.01,0.151,0.02,0.03,0.768,0.013,0.043,0.0,0.129,0.044,0.054000000000000006,0.7170000000000001,0.04,0.1,0.069,0.0,0.123,0.04,0.629,0.046,0.076,0.023,0.135,0.0,0.3670000000000001,0.353,0.1,0.034,0.477,0.085,0.04,0.0,0.263,0.071,0.001,0.121,0.664,0.084,0.057,0.0
36.0,0.079,0.0,0.021,0.174,0.024,0.046,0.6559999999999999,0.034,0.08,0.0,0.443,0.093,0.063,0.287,0.099,0.111,0.127,0.0,0.334,0.036000000000000004,0.293,0.056,0.096,0.056,0.136,0.0,0.409,0.249,0.32,0.044,0.236,0.104,0.043,0.0,0.253,0.161,0.02,0.131,0.546,0.084,0.057,0.0
37.0,0.017,0.0,0.014,0.17,0.014,0.03,0.755,0.02,0.087,0.0,0.39,0.097,0.061,0.345,0.047,0.126,0.079,0.0,0.096,0.039,0.614,0.044,0.084,0.044,0.146,0.0,0.401,0.279,0.29100000000000004,0.066,0.083,0.16899999999999998,0.054000000000000006,0.0,0.336,0.071,0.001,0.149,0.649,0.086,0.044,0.0
38.0,0.009000000000000001,0.0,0.014,0.159,0.017,0.023,0.778,0.001,0.08,0.0,0.255,0.054000000000000006,0.061,0.5479999999999999,0.019,0.083,0.057,0.0,0.031,0.029,0.7809999999999999,0.049,0.041,0.023,0.128,0.0,0.31,0.449,0.067,0.029,0.55,0.066,0.044,0.0,0.244,0.096,0.047,0.403,0.29,0.13699999999999998,0.027000000000000003,0.0
39.0,0.0,0.0,0.001,0.094,0.006,0.016,0.883,0.001,0.011,0.0,0.084,0.036000000000000004,0.046,0.8220000000000001,0.003,0.0,0.034,0.0,0.004,0.003,0.956,0.003,0.01,0.003,0.101,0.0,0.037000000000000005,0.846,0.066,0.01,0.557,0.049,0.039,0.0,0.279,0.113,0.063,0.491,0.16899999999999998,0.13699999999999998,0.027000000000000003,0.0
40.0,0.046,0.0,0.146,0.175,0.044,0.047,0.542,0.033,0.07400000000000001,0.0,0.128,0.116,0.09,0.5589999999999999,0.033,0.091,0.194,0.0,0.051,0.031,0.599,0.041,0.086,0.039,0.138,0.0,0.387,0.309,0.07,0.029,0.593,0.059,0.04,0.0,0.209,0.09,0.046,0.303,0.419,0.106,0.037000000000000005,0.0
41.0,0.039,0.0,0.28300000000000003,0.17800000000000002,0.261,0.077,0.162,0.046,0.051,0.0,0.156,0.046,0.059,0.642,0.026,0.129,0.13,0.0,0.051,0.043,0.621,0.056,0.08900000000000001,0.08900000000000001,0.126,0.0,0.353,0.28800000000000003,0.101,0.041,0.507,0.079,0.049,0.0,0.223,0.069,0.193,0.6409999999999999,0.067,0.03,0.0,0.0
42.0,0.043,0.0,0.13699999999999998,0.151,0.456,0.071,0.142,0.029,0.064,0.0,0.349,0.066,0.064,0.428,0.029,0.13699999999999998,0.076,0.0,0.049,0.051,0.659,0.046,0.076,0.043,0.16399999999999998,0.0,0.374,0.297,0.19,0.057,0.027000000000000003,0.125,0.029,0.0,0.5720000000000001,0.093,0.156,0.593,0.099,0.056,0.004,0.0
43.0,0.05,0.0,0.181,0.184,0.16899999999999998,0.08,0.336,0.017,0.17,0.0,0.292,0.076,0.067,0.378,0.006,0.026,0.016,0.0,0.01,0.009000000000000001,0.934,0.006,0.03,0.029,0.106,0.0,0.09,0.7390000000000001,0.033,0.047,0.0,0.114,0.001,0.0,0.805,0.104,0.131,0.574,0.121,0.069,0.0,0.0
44.0,0.07,0.0,0.196,0.14400000000000002,0.19,0.069,0.332,0.013,0.03,0.0,0.209,0.046,0.053,0.65,0.0,0.009000000000000001,0.01,0.0,0.004,0.004,0.973,0.006,0.036000000000000004,0.023,0.111,0.0,0.029,0.7959999999999999,0.279,0.043,0.021,0.11,0.033,0.0,0.514,0.091,0.08,0.289,0.46,0.054000000000000006,0.026,0.0
45.0,0.046,0.0,0.156,0.233,0.133,0.114,0.318,0.027000000000000003,0.029,0.0,0.098,0.029,0.056,0.762,0.023,0.07400000000000001,0.103,0.0,0.039,0.026,0.736,0.013,0.057,0.04,0.171,0.0,0.059,0.66,0.363,0.076,0.06,0.119,0.046,0.0,0.336,0.123,0.033,0.16,0.583,0.061,0.04,0.0
46.0,0.059,0.0,0.139,0.279,0.177,0.106,0.241,0.03,0.08900000000000001,0.0,0.412,0.07400000000000001,0.066,0.329,0.029,0.129,0.086,0.0,0.051,0.046,0.66,0.037000000000000005,0.076,0.044,0.187,0.0,0.341,0.315,0.1,0.027000000000000003,0.483,0.115,0.05,0.0,0.225,0.06,0.001,0.177,0.6409999999999999,0.08,0.04,0.0
47.0,0.059,0.0,0.087,0.371,0.066,0.113,0.304,0.031,0.336,0.0,0.244,0.081,0.073,0.234,0.029,0.129,0.071,0.0,0.057,0.056,0.659,0.05,0.067,0.043,0.231,0.0,0.409,0.2,0.174,0.056,0.243,0.189,0.057,0.0,0.281,0.057,0.001,0.171,0.6409999999999999,0.086,0.043,0.0
48.0,0.044,0.0,0.091,0.383,0.16899999999999998,0.094,0.218,0.037000000000000005,0.156,0.0,0.304,0.097,0.13,0.276,0.029,0.129,0.071,0.0,0.057,0.043,0.6709999999999999,0.053,0.067,0.036000000000000004,0.219,0.0,0.396,0.229,0.08900000000000001,0.044,0.35700000000000004,0.17600000000000002,0.06,0.0,0.274,0.064,0.0,0.163,0.6459999999999999,0.083,0.044,0.0
49.0,0.021,0.0,0.014,0.149,0.017,0.027000000000000003,0.7709999999999999,0.016,0.046,0.0,0.124,0.101,0.34,0.373,0.027000000000000003,0.121,0.067,0.0,0.05,0.041,0.693,0.071,0.056,0.023,0.14800000000000002,0.0,0.403,0.299,0.09,0.066,0.319,0.115,0.057,0.0,0.353,0.073,0.0,0.123,0.667,0.084,0.053,0.0
50.0,0.071,0.0,0.083,0.255,0.134,0.14400000000000002,0.312,0.031,0.033,0.0,0.096,0.047,0.071,0.721,0.029,0.124,0.07,0.0,0.051,0.043,0.6829999999999999,0.08,0.05,0.043,0.16699999999999998,0.0,0.299,0.362,0.161,0.054000000000000006,0.324,0.107,0.049,0.0,0.305,0.07,0.006,0.131,0.664,0.086,0.043,0.0
51.0,0.043,0.0,0.097,0.13699999999999998,0.534,0.086,0.103,0.029,0.051,0.0,0.117,0.131,0.447,0.225,0.029,0.129,0.08,0.0,0.054000000000000006,0.041,0.667,0.049,0.09,0.046,0.159,0.0,0.406,0.251,0.094,0.041,0.5,0.085,0.057,0.0,0.222,0.071,0.0,0.114,0.6709999999999999,0.086,0.057,0.0
52.0,0.043,0.0,0.1,0.13699999999999998,0.53,0.086,0.105,0.037000000000000005,0.059,0.0,0.141,0.133,0.257,0.373,0.099,0.139,0.431,0.0,0.123,0.046,0.163,0.057,0.099,0.057,0.141,0.0,0.4,0.246,0.079,0.016,0.597,0.068,0.046,0.0,0.195,0.07,0.0,0.133,0.6559999999999999,0.086,0.056,0.0
53.0,0.054000000000000006,0.0,0.106,0.247,0.231,0.14400000000000002,0.217,0.043,0.029,0.0,0.083,0.034,0.057,0.754,0.063,0.071,0.643,0.0,0.08,0.029,0.114,0.057,0.1,0.057,0.14800000000000002,0.0,0.41,0.228,0.086,0.027000000000000003,0.5870000000000001,0.078,0.056,0.0,0.166,0.069,0.0,0.14400000000000002,0.65,0.086,0.051,0.0
54.0,0.053,0.0,0.067,0.29600000000000004,0.199,0.096,0.289,0.03,0.049,0.0,0.172,0.1,0.327,0.32299999999999995,0.064,0.069,0.639,0.0,0.07,0.04,0.119,0.057,0.084,0.057,0.184,0.0,0.393,0.224,0.057,0.04,0.31,0.324,0.049,0.0,0.221,0.061,0.0,0.127,0.596,0.077,0.139,0.0
55.0,0.03,0.0,0.07400000000000001,0.179,0.021,0.026,0.669,0.037000000000000005,0.031,0.0,0.193,0.091,0.13699999999999998,0.51,0.059,0.056,0.616,0.0,0.071,0.02,0.179,0.056,0.083,0.056,0.218,0.0,0.393,0.195,0.043,0.043,0.044,0.615,0.044,0.0,0.211,0.076,0.073,0.321,0.436,0.059,0.036000000000000004,0.0
56.0,0.021,0.0,0.104,0.142,0.013,0.029,0.691,0.039,0.051,0.0,0.17600000000000002,0.111,0.14400000000000002,0.479,0.053,0.081,0.407,0.0,0.059,0.03,0.37,0.051,0.096,0.05,0.161,0.0,0.403,0.239,0.037000000000000005,0.043,0.086,0.593,0.037000000000000005,0.0,0.204,0.063,0.19,0.634,0.081,0.031,0.0,0.0
57.0,0.017,0.0,0.114,0.142,0.01,0.029,0.688,0.027000000000000003,0.053,0.0,0.14400000000000002,0.109,0.381,0.28600000000000003,0.034,0.109,0.123,0.0,0.04,0.033,0.6609999999999999,0.053,0.096,0.061,0.173,0.0,0.364,0.253,0.064,0.033,0.394,0.26,0.037000000000000005,0.0,0.212,0.063,0.203,0.639,0.067,0.029,0.0,0.0
58.0,0.033,0.0,0.119,0.18,0.159,0.059,0.451,0.024,0.064,0.0,0.201,0.073,0.17,0.467,0.017,0.069,0.08900000000000001,0.0,0.04,0.026,0.76,0.053,0.087,0.066,0.19,0.0,0.334,0.27,0.063,0.05,0.17600000000000002,0.142,0.051,0.0,0.518,0.057,0.224,0.629,0.061,0.029,0.0,0.0
59.0,0.04,0.0,0.484,0.163,0.083,0.053,0.177,0.043,0.056,0.0,0.115,0.057,0.121,0.608,0.036000000000000004,0.096,0.184,0.0,0.051,0.036000000000000004,0.597,0.037000000000000005,0.081,0.13699999999999998,0.16,0.0,0.349,0.236,0.076,0.087,0.159,0.126,0.043,0.0,0.51,0.054000000000000006,0.233,0.627,0.057,0.029,0.0,0.0
60.0,0.077,0.0,0.327,0.207,0.079,0.141,0.16899999999999998,0.044,0.07400000000000001,0.0,0.159,0.087,0.109,0.527,0.051,0.11,0.504,0.0,0.077,0.024,0.233,0.026,0.16,0.317,0.261,0.0,0.071,0.165,0.053,0.087,0.19,0.101,0.006999999999999999,0.0,0.562,0.049,0.23,0.634,0.057,0.029,0.001,0.0
61.0,0.013,0.0,0.371,0.112,0.043,0.33,0.131,0.04,0.114,0.0,0.179,0.261,0.139,0.266,0.036000000000000004,0.086,0.701,0.0,0.073,0.031,0.073,0.006999999999999999,0.029,0.7909999999999999,0.131,0.0,0.01,0.032,0.037000000000000005,0.047,0.32299999999999995,0.395,0.017,0.0,0.181,0.011,0.073,0.866,0.04,0.01,0.0,0.0
62.0,0.071,0.0,0.38,0.138,0.05,0.219,0.142,0.03,0.109,0.0,0.17600000000000002,0.301,0.126,0.258,0.006999999999999999,0.024,0.923,0.0,0.016,0.006,0.024,0.0,0.0,0.993,0.006999999999999999,0.0,0.0,0.0,0.024,0.036000000000000004,0.399,0.341,0.024,0.0,0.17600000000000002,0.0,0.011,0.977,0.009000000000000001,0.0,0.003,0.0
63.0,0.036000000000000004,0.0,0.28300000000000003,0.136,0.06,0.344,0.141,0.031,0.08900000000000001,0.0,0.168,0.259,0.119,0.335,0.053,0.114,0.547,0.0,0.147,0.054000000000000006,0.084,0.027000000000000003,0.081,0.6409999999999999,0.136,0.0,0.051,0.063,0.023,0.041,0.529,0.229,0.023,0.0,0.155,0.031,0.001,0.417,0.457,0.054000000000000006,0.039,0.0
64.0,0.073,0.0,0.16699999999999998,0.17600000000000002,0.086,0.344,0.154,0.036000000000000004,0.057,0.0,0.154,0.16899999999999998,0.083,0.502,0.11,0.166,0.234,0.0,0.117,0.109,0.264,0.071,0.119,0.159,0.232,0.0,0.234,0.18600000000000005,0.309,0.044,0.264,0.108,0.06,0.0,0.215,0.056,0.009000000000000001,0.183,0.619,0.081,0.053,0.0
65.0,0.147,0.0,0.24,0.19,0.064,0.149,0.21,0.03,0.057,0.0,0.257,0.163,0.063,0.43,0.087,0.12,0.113,0.0,0.239,0.043,0.399,0.054000000000000006,0.097,0.051,0.132,0.0,0.407,0.258,0.273,0.057,0.049,0.14,0.063,0.0,0.418,0.087,0.094,0.189,0.489,0.099,0.043,0.0
66.0,0.07400000000000001,0.0,0.597,0.108,0.056,0.04,0.125,0.02,0.066,0.0,0.338,0.35100000000000003,0.041,0.183,0.093,0.126,0.13,0.0,0.3,0.05,0.301,0.053,0.094,0.061,0.129,0.0,0.379,0.284,0.083,0.05,0.027000000000000003,0.113,0.049,0.0,0.6779999999999999,0.064,0.219,0.594,0.083,0.037000000000000005,0.003,0.0
67.0,0.05,0.0,0.4970000000000001,0.109,0.064,0.041,0.238,0.003,0.047,0.0,0.227,0.057,0.083,0.583,0.013,0.026,0.037000000000000005,0.0,0.009000000000000001,0.006,0.91,0.009000000000000001,0.026,0.02,0.127,0.0,0.071,0.747,0.086,0.039,0.001,0.065,0.039,0.0,0.7709999999999999,0.034,0.339,0.509,0.08900000000000001,0.03,0.0,0.0
