TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
10.0,0.684,0.0,0.04,0.059,0.014,0.117,0.014,0.071,0.014,0.077,0.0,0.06,0.561,0.119,0.08,0.08900000000000001,0.0,0.057,0.743,0.0,0.07400000000000001,0.029,0.069,0.029,0.24,0.111,0.177,0.101,0.0,0.094,0.201,0.07400000000000001,0.117,0.123,0.129,0.099,0.123,0.0,0.249,0.161,0.027000000000000003,0.149,0.077,0.1,0.06,0.066,0.0,0.521,0.084,0.081,0.063,0.253,0.329,0.117,0.073,0.0
11.0,0.6859999999999999,0.0,0.043,0.057,0.014,0.114,0.014,0.071,0.014,0.073,0.0,0.057,0.581,0.114,0.084,0.076,0.009000000000000001,0.057,0.743,0.0,0.063,0.029,0.071,0.029,0.151,0.097,0.127,0.11,0.0,0.106,0.317,0.091,0.037000000000000005,0.409,0.117,0.069,0.117,0.0,0.173,0.079,0.017,0.579,0.063,0.12,0.047,0.07,0.0,0.104,0.081,0.09,0.066,0.33,0.174,0.096,0.163,0.0
12.0,0.6859999999999999,0.0,0.043,0.057,0.014,0.114,0.014,0.071,0.009000000000000001,0.077,0.0,0.057,0.394,0.086,0.289,0.08900000000000001,0.014,0.057,0.743,0.0,0.057,0.029,0.071,0.029,0.121,0.097,0.114,0.116,0.0,0.109,0.344,0.099,0.014,0.664,0.08900000000000001,0.031,0.073,0.0,0.057,0.071,0.41,0.289,0.064,0.053,0.069,0.053,0.0,0.063,0.066,0.124,0.049,0.073,0.084,0.453,0.151,0.0
13.0,0.6859999999999999,0.0,0.043,0.057,0.014,0.114,0.014,0.071,0.001,0.313,0.0,0.066,0.049,0.04,0.45,0.081,0.014,0.057,0.743,0.0,0.057,0.029,0.071,0.029,0.111,0.08,0.076,0.08,0.0,0.14400000000000002,0.446,0.063,0.014,0.657,0.094,0.037000000000000005,0.076,0.0,0.063,0.059,0.049,0.016,0.047,0.096,0.04,0.044,0.0,0.7090000000000001,0.07400000000000001,0.106,0.046,0.086,0.14300000000000002,0.154,0.391,0.0
14.0,0.6890000000000001,0.0,0.043,0.057,0.014,0.111,0.014,0.071,0.001,0.134,0.0,0.066,0.071,0.023,0.619,0.086,0.01,0.057,0.743,0.0,0.061,0.029,0.071,0.029,0.171,0.101,0.159,0.104,0.0,0.093,0.28600000000000003,0.086,0.051,0.536,0.103,0.057,0.07400000000000001,0.0,0.109,0.07,0.026,0.016,0.04,0.101,0.037000000000000005,0.044,0.0,0.736,0.047,0.086,0.034,0.039,0.051,0.6629999999999999,0.08,0.0
15.0,0.6859999999999999,0.0,0.041,0.057,0.014,0.116,0.014,0.071,0.001,0.107,0.0,0.064,0.08900000000000001,0.033,0.61,0.096,0.0,0.057,0.743,0.0,0.073,0.029,0.07,0.029,0.09,0.199,0.106,0.067,0.0,0.284,0.207,0.047,0.026,0.644,0.073,0.043,0.07400000000000001,0.0,0.083,0.057,0.024,0.064,0.08,0.199,0.071,0.097,0.0,0.464,0.041,0.091,0.033,0.056,0.2,0.52,0.059,0.0
16.0,0.6829999999999999,0.0,0.04,0.049,0.021,0.121,0.014,0.071,0.009000000000000001,0.091,0.0,0.057,0.184,0.049,0.51,0.1,0.0,0.057,0.743,0.0,0.077,0.023,0.071,0.029,0.071,0.014,0.053,0.057,0.0,0.74,0.031,0.033,0.014,0.65,0.1,0.034,0.073,0.0,0.064,0.064,0.099,0.094,0.081,0.171,0.084,0.104,0.0,0.366,0.034,0.071,0.03,0.036000000000000004,0.247,0.519,0.063,0.0
17.0,0.581,0.0,0.043,0.076,0.037000000000000005,0.14400000000000002,0.021,0.097,0.006999999999999999,0.126,0.0,0.38,0.101,0.16399999999999998,0.136,0.086,0.0,0.057,0.743,0.0,0.081,0.02,0.07,0.029,0.071,0.014,0.041,0.057,0.0,0.74,0.039,0.037000000000000005,0.016,0.611,0.106,0.043,0.094,0.0,0.069,0.061,0.013,0.243,0.067,0.094,0.039,0.056,0.0,0.489,0.079,0.121,0.056,0.084,0.1,0.456,0.104,0.0
18.0,0.643,0.0,0.043,0.049,0.034,0.134,0.017,0.08,0.013,0.129,0.0,0.109,0.077,0.531,0.061,0.08,0.0,0.057,0.743,0.0,0.071,0.029,0.071,0.029,0.091,0.05,0.057,0.067,0.0,0.477,0.217,0.04,0.0,0.049,0.09,0.099,0.54,0.0,0.13,0.093,0.014,0.669,0.103,0.086,0.071,0.043,0.0,0.014,0.021,0.053,0.019,0.034,0.521,0.301,0.05,0.0
19.0,0.51,0.0,0.044,0.091,0.054000000000000006,0.149,0.031,0.12,0.014,0.099,0.0,0.084,0.044,0.63,0.071,0.057,0.0,0.064,0.736,0.0,0.071,0.029,0.071,0.029,0.101,0.073,0.073,0.08900000000000001,0.0,0.444,0.156,0.064,0.003,0.059,0.09,0.1,0.52,0.0,0.149,0.08,0.017,0.6709999999999999,0.1,0.086,0.069,0.043,0.0,0.014,0.043,0.097,0.041,0.056,0.31,0.387,0.066,0.0
20.0,0.493,0.0,0.044,0.094,0.05,0.163,0.027000000000000003,0.129,0.014,0.08900000000000001,0.0,0.081,0.34600000000000003,0.343,0.059,0.069,0.0,0.064,0.727,0.0,0.076,0.029,0.071,0.033,0.071,0.017,0.051,0.057,0.0,0.733,0.04,0.03,0.0,0.046,0.087,0.099,0.5429999999999999,0.0,0.133,0.093,0.011,0.6709999999999999,0.1,0.084,0.064,0.054000000000000006,0.0,0.014,0.061,0.086,0.033,0.07400000000000001,0.5329999999999999,0.154,0.059,0.0
21.0,0.32,0.0,0.057,0.15,0.067,0.197,0.039,0.17,0.014,0.083,0.0,0.084,0.28600000000000003,0.381,0.084,0.067,0.006,0.11,0.6409999999999999,0.0,0.086,0.04,0.081,0.036000000000000004,0.083,0.056,0.059,0.07,0.0,0.526,0.103,0.104,0.011,0.043,0.084,0.104,0.521,0.0,0.14,0.096,0.01,0.6709999999999999,0.1,0.086,0.066,0.053,0.0,0.014,0.087,0.119,0.046,0.109,0.393,0.173,0.07400000000000001,0.0
22.0,0.374,0.0,0.066,0.08900000000000001,0.049,0.156,0.096,0.171,0.003,0.126,0.0,0.096,0.297,0.079,0.043,0.35700000000000004,0.024,0.224,0.366,0.0,0.13,0.076,0.129,0.051,0.08,0.039,0.053,0.059,0.0,0.653,0.076,0.041,0.041,0.054000000000000006,0.119,0.126,0.35600000000000004,0.0,0.224,0.08,0.014,0.6729999999999999,0.099,0.086,0.071,0.043,0.0,0.014,0.043,0.081,0.029,0.044,0.407,0.343,0.053,0.0
23.0,0.003,0.0,0.054000000000000006,0.029,0.054000000000000006,0.029,0.043,0.789,0.001,0.111,0.0,0.13,0.097,0.049,0.04,0.5710000000000001,0.014,0.224,0.4270000000000001,0.0,0.104,0.071,0.127,0.031,0.07400000000000001,0.027000000000000003,0.049,0.059,0.0,0.693,0.064,0.034,0.0,0.043,0.08900000000000001,0.114,0.529,0.0,0.14,0.086,0.013,0.6709999999999999,0.1,0.086,0.07,0.046,0.0,0.014,0.041,0.083,0.03,0.049,0.094,0.64,0.063,0.0
24.0,0.006999999999999999,0.0,0.05,0.029,0.057,0.029,0.043,0.7859999999999999,0.0,0.156,0.0,0.247,0.084,0.07,0.047,0.396,0.014,0.229,0.426,0.0,0.116,0.07,0.11,0.036000000000000004,0.083,0.13699999999999998,0.083,0.061,0.0,0.421,0.157,0.057,0.0,0.043,0.081,0.114,0.536,0.0,0.14,0.086,0.0,0.6709999999999999,0.1,0.086,0.071,0.057,0.0,0.014,0.03,0.071,0.03,0.029,0.044,0.737,0.059,0.0
25.0,0.006,0.0,0.051,0.029,0.057,0.036000000000000004,0.036000000000000004,0.7859999999999999,0.004,0.14,0.0,0.189,0.096,0.064,0.043,0.464,0.009000000000000001,0.187,0.51,0.0,0.109,0.056,0.093,0.037000000000000005,0.031,0.471,0.067,0.017,0.0,0.04,0.339,0.034,0.04,0.069,0.083,0.107,0.387,0.0,0.16399999999999998,0.15,0.119,0.557,0.094,0.067,0.073,0.06,0.0,0.03,0.057,0.1,0.043,0.069,0.1,0.547,0.084,0.0
26.0,0.023,0.0,0.044,0.029,0.057,0.029,0.033,0.7859999999999999,0.011,0.14300000000000002,0.0,0.24,0.237,0.161,0.1,0.107,0.011,0.226,0.441,0.0,0.111,0.069,0.116,0.026,0.037000000000000005,0.4,0.061,0.026,0.0,0.05,0.39,0.036000000000000004,0.016,0.303,0.103,0.101,0.29,0.0,0.127,0.06,0.004,0.67,0.101,0.086,0.071,0.053,0.0,0.014,0.04,0.093,0.031,0.06,0.181,0.524,0.07,0.0
27.0,0.03,0.0,0.043,0.029,0.056,0.03,0.029,0.784,0.014,0.091,0.0,0.09,0.5710000000000001,0.09,0.073,0.07,0.0,0.099,0.669,0.0,0.079,0.03,0.086,0.039,0.057,0.223,0.069,0.069,0.0,0.064,0.226,0.293,0.009000000000000001,0.561,0.081,0.057,0.166,0.0,0.07400000000000001,0.051,0.016,0.679,0.09,0.086,0.071,0.044,0.0,0.014,0.033,0.07400000000000001,0.027000000000000003,0.053,0.334,0.413,0.066,0.0
28.0,0.029,0.0,0.043,0.029,0.057,0.03,0.027000000000000003,0.7859999999999999,0.014,0.093,0.0,0.07,0.574,0.104,0.071,0.073,0.003,0.111,0.6459999999999999,0.0,0.079,0.036000000000000004,0.08900000000000001,0.037000000000000005,0.111,0.154,0.114,0.081,0.0,0.26,0.204,0.07400000000000001,0.013,0.494,0.084,0.064,0.184,0.0,0.096,0.064,0.006,0.68,0.09,0.086,0.071,0.053,0.0,0.014,0.037000000000000005,0.096,0.037000000000000005,0.059,0.094,0.603,0.07400000000000001,0.0
29.0,0.006,0.0,0.054000000000000006,0.029,0.057,0.036000000000000004,0.033,0.7859999999999999,0.014,0.081,0.0,0.069,0.586,0.109,0.069,0.073,0.01,0.196,0.471,0.0,0.097,0.066,0.12,0.04,0.034,0.397,0.059,0.026,0.0,0.046,0.354,0.084,0.121,0.489,0.069,0.057,0.094,0.0,0.104,0.066,0.121,0.55,0.08900000000000001,0.069,0.084,0.057,0.0,0.03,0.027000000000000003,0.054000000000000006,0.021,0.033,0.607,0.219,0.039,0.0
30.0,0.0,0.0,0.057,0.029,0.057,0.034,0.037000000000000005,0.7859999999999999,0.014,0.081,0.0,0.076,0.586,0.109,0.061,0.073,0.014,0.217,0.447,0.0,0.11,0.07,0.11,0.031,0.029,0.429,0.059,0.014,0.0,0.041,0.4,0.029,0.031,0.206,0.173,0.109,0.23,0.0,0.187,0.064,0.221,0.443,0.087,0.053,0.073,0.049,0.0,0.07400000000000001,0.016,0.033,0.016,0.03,0.7340000000000001,0.113,0.059,0.0
31.0,0.024,0.0,0.047,0.024,0.08900000000000001,0.033,0.036000000000000004,0.747,0.014,0.08,0.0,0.081,0.6,0.091,0.061,0.071,0.037000000000000005,0.201,0.267,0.0,0.226,0.073,0.141,0.054000000000000006,0.029,0.426,0.057,0.014,0.0,0.043,0.403,0.029,0.03,0.021,0.136,0.139,0.364,0.0,0.247,0.063,0.003,0.64,0.09,0.07400000000000001,0.15,0.029,0.0,0.014,0.014,0.029,0.014,0.029,0.757,0.1,0.057,0.0
32.0,0.0,0.0,0.057,0.029,0.06,0.033,0.039,0.7829999999999999,0.02,0.09,0.0,0.087,0.303,0.366,0.061,0.073,0.029,0.151,0.121,0.0,0.29100000000000004,0.06,0.107,0.24,0.029,0.43,0.06,0.014,0.0,0.04,0.396,0.031,0.049,0.134,0.096,0.124,0.28600000000000003,0.0,0.229,0.083,0.129,0.456,0.08,0.067,0.093,0.047,0.0,0.129,0.014,0.036000000000000004,0.017,0.029,0.6990000000000001,0.151,0.054000000000000006,0.0
33.0,0.0,0.0,0.057,0.029,0.057,0.029,0.043,0.7859999999999999,0.014,0.067,0.0,0.081,0.4970000000000001,0.197,0.071,0.071,0.02,0.131,0.084,0.0,0.333,0.227,0.121,0.083,0.029,0.429,0.057,0.014,0.0,0.043,0.393,0.036000000000000004,0.03,0.6459999999999999,0.07400000000000001,0.047,0.103,0.0,0.067,0.033,0.027000000000000003,0.059,0.05,0.07400000000000001,0.03,0.049,0.0,0.711,0.014,0.043,0.014,0.031,0.741,0.107,0.049,0.0
34.0,0.001,0.0,0.056,0.029,0.061,0.029,0.043,0.7809999999999999,0.014,0.211,0.0,0.077,0.539,0.053,0.049,0.057,0.013,0.399,0.067,0.0,0.123,0.279,0.077,0.043,0.029,0.4970000000000001,0.053,0.014,0.0,0.041,0.34,0.026,0.019,0.677,0.069,0.043,0.096,0.0,0.057,0.04,0.019,0.6759999999999999,0.091,0.086,0.071,0.043,0.0,0.014,0.031,0.247,0.034,0.049,0.141,0.381,0.116,0.0
35.0,0.0,0.0,0.057,0.029,0.071,0.029,0.049,0.7659999999999999,0.014,0.221,0.0,0.069,0.536,0.054000000000000006,0.049,0.057,0.0,0.279,0.057,0.0,0.57,0.06,0.017,0.017,0.039,0.454,0.064,0.026,0.0,0.051,0.326,0.04,0.01,0.6709999999999999,0.067,0.043,0.106,0.0,0.05,0.053,0.013,0.6709999999999999,0.1,0.086,0.071,0.044,0.0,0.014,0.01,0.227,0.023,0.023,0.039,0.57,0.109,0.0
36.0,0.0,0.0,0.057,0.031,0.06,0.014,0.057,0.78,0.014,0.217,0.0,0.077,0.531,0.056,0.044,0.06,0.011,0.344,0.073,0.0,0.339,0.097,0.063,0.073,0.03,0.434,0.067,0.136,0.0,0.04,0.261,0.031,0.019,0.679,0.063,0.043,0.096,0.0,0.053,0.049,0.016,0.69,0.07400000000000001,0.086,0.073,0.047,0.0,0.014,0.051,0.306,0.047,0.067,0.119,0.339,0.071,0.0
37.0,0.0,0.0,0.057,0.043,0.06,0.014,0.064,0.7609999999999999,0.014,0.11,0.0,0.103,0.5429999999999999,0.096,0.054000000000000006,0.08,0.023,0.191,0.09,0.0,0.256,0.177,0.124,0.139,0.049,0.149,0.126,0.369,0.0,0.049,0.18600000000000005,0.07400000000000001,0.02,0.6709999999999999,0.069,0.037000000000000005,0.096,0.0,0.051,0.056,0.21,0.434,0.067,0.054000000000000006,0.057,0.056,0.0,0.121,0.099,0.16,0.061,0.111,0.159,0.18,0.23,0.0
38.0,0.0,0.0,0.057,0.049,0.051,0.014,0.071,0.757,0.014,0.109,0.0,0.101,0.507,0.106,0.076,0.087,0.016,0.157,0.096,0.0,0.28600000000000003,0.159,0.113,0.174,0.07,0.077,0.133,0.127,0.0,0.333,0.124,0.136,0.014,0.19,0.08,0.096,0.383,0.0,0.154,0.083,0.01,0.279,0.077,0.069,0.026,0.046,0.0,0.494,0.03,0.083,0.029,0.071,0.043,0.017,0.727,0.0
39.0,0.0,0.0,0.057,0.057,0.047,0.014,0.071,0.753,0.014,0.08900000000000001,0.0,0.093,0.527,0.134,0.061,0.081,0.016,0.141,0.086,0.0,0.28600000000000003,0.16899999999999998,0.16899999999999998,0.134,0.071,0.083,0.234,0.129,0.0,0.193,0.131,0.159,0.006999999999999999,0.047,0.1,0.11,0.419,0.0,0.226,0.091,0.019,0.057,0.071,0.057,0.029,0.039,0.0,0.7290000000000001,0.033,0.094,0.036000000000000004,0.079,0.059,0.037000000000000005,0.6629999999999999,0.0
40.0,0.0,0.0,0.057,0.057,0.057,0.014,0.071,0.743,0.014,0.079,0.0,0.08,0.194,0.496,0.083,0.054000000000000006,0.02,0.151,0.079,0.0,0.299,0.13699999999999998,0.173,0.141,0.053,0.05,0.076,0.321,0.0,0.324,0.097,0.079,0.009000000000000001,0.037000000000000005,0.103,0.097,0.44,0.0,0.207,0.107,0.013,0.081,0.067,0.047,0.027000000000000003,0.043,0.0,0.721,0.044,0.129,0.036000000000000004,0.056,0.069,0.386,0.281,0.0
41.0,0.0,0.0,0.057,0.057,0.057,0.014,0.071,0.743,0.014,0.086,0.0,0.086,0.043,0.62,0.094,0.057,0.026,0.189,0.08900000000000001,0.0,0.297,0.16399999999999998,0.097,0.139,0.041,0.036000000000000004,0.029,0.7509999999999999,0.0,0.029,0.057,0.057,0.006,0.03,0.083,0.1,0.484,0.0,0.197,0.1,0.01,0.134,0.07,0.053,0.024,0.043,0.0,0.6659999999999999,0.096,0.086,0.043,0.051,0.09,0.527,0.107,0.0
42.0,0.0,0.0,0.057,0.057,0.057,0.014,0.073,0.741,0.017,0.08900000000000001,0.0,0.076,0.096,0.5670000000000001,0.087,0.069,0.006999999999999999,0.147,0.084,0.0,0.473,0.109,0.07400000000000001,0.106,0.034,0.057,0.037000000000000005,0.696,0.0,0.04,0.077,0.059,0.004,0.029,0.083,0.084,0.314,0.0,0.16699999999999998,0.319,0.006,0.639,0.094,0.083,0.057,0.054000000000000006,0.0,0.067,0.054000000000000006,0.11,0.044,0.08,0.147,0.233,0.331,0.0
43.0,0.0,0.0,0.057,0.057,0.057,0.014,0.071,0.743,0.014,0.073,0.0,0.083,0.049,0.631,0.1,0.05,0.011,0.17600000000000002,0.09,0.0,0.376,0.129,0.107,0.111,0.037000000000000005,0.086,0.057,0.456,0.0,0.14300000000000002,0.133,0.08900000000000001,0.0,0.026,0.073,0.06,0.129,0.0,0.087,0.626,0.017,0.6729999999999999,0.094,0.087,0.057,0.057,0.0,0.014,0.247,0.073,0.013,0.047,0.441,0.126,0.053,0.0
44.0,0.0,0.0,0.057,0.049,0.056,0.014,0.071,0.753,0.019,0.09,0.0,0.086,0.077,0.563,0.086,0.08,0.014,0.201,0.101,0.0,0.289,0.13699999999999998,0.124,0.133,0.05,0.046,0.057,0.173,0.0,0.547,0.08,0.047,0.0,0.039,0.071,0.06,0.114,0.0,0.086,0.63,0.033,0.67,0.09,0.086,0.057,0.05,0.0,0.014,0.503,0.084,0.024,0.067,0.174,0.099,0.049,0.0
45.0,0.0,0.0,0.059,0.033,0.064,0.024,0.104,0.716,0.014,0.091,0.0,0.086,0.044,0.621,0.08900000000000001,0.054000000000000006,0.014,0.221,0.101,0.0,0.274,0.146,0.126,0.117,0.036000000000000004,0.336,0.056,0.017,0.0,0.196,0.331,0.029,0.0,0.043,0.076,0.059,0.126,0.0,0.094,0.603,0.02,0.6809999999999999,0.087,0.086,0.069,0.043,0.0,0.014,0.083,0.046,0.006999999999999999,0.029,0.706,0.101,0.029,0.0
46.0,0.076,0.0,0.04,0.064,0.057,0.077,0.584,0.101,0.014,0.161,0.0,0.086,0.043,0.574,0.069,0.053,0.014,0.316,0.094,0.0,0.23,0.14,0.109,0.097,0.029,0.463,0.057,0.014,0.0,0.043,0.366,0.029,0.033,0.456,0.081,0.041,0.1,0.0,0.081,0.207,0.014,0.6829999999999999,0.08900000000000001,0.086,0.071,0.043,0.0,0.014,0.054000000000000006,0.133,0.027000000000000003,0.039,0.361,0.331,0.054000000000000006,0.0
47.0,0.5,0.0,0.064,0.087,0.03,0.18,0.021,0.117,0.014,0.221,0.0,0.086,0.043,0.524,0.064,0.047,0.001,0.314,0.079,0.0,0.389,0.106,0.051,0.06,0.029,0.5329999999999999,0.057,0.014,0.0,0.043,0.29600000000000004,0.029,0.014,0.6859999999999999,0.086,0.029,0.1,0.0,0.043,0.043,0.073,0.58,0.086,0.083,0.087,0.04,0.0,0.051,0.103,0.254,0.05,0.054000000000000006,0.061,0.289,0.189,0.0
48.0,0.6859999999999999,0.0,0.049,0.057,0.009000000000000001,0.114,0.014,0.071,0.014,0.087,0.0,0.086,0.043,0.616,0.097,0.057,0.01,0.264,0.099,0.0,0.257,0.161,0.107,0.101,0.029,0.444,0.057,0.014,0.0,0.043,0.384,0.029,0.014,0.6709999999999999,0.081,0.029,0.1,0.0,0.043,0.061,0.04,0.061,0.07,0.103,0.057,0.07,0.0,0.599,0.236,0.133,0.043,0.091,0.247,0.15,0.1,0.0
49.0,0.6729999999999999,0.0,0.057,0.07,0.0,0.114,0.014,0.071,0.014,0.199,0.0,0.083,0.046,0.531,0.077,0.05,0.01,0.453,0.07400000000000001,0.0,0.199,0.103,0.09,0.071,0.029,0.479,0.057,0.014,0.0,0.043,0.35,0.029,0.013,0.6709999999999999,0.071,0.029,0.101,0.0,0.043,0.071,0.013,0.519,0.064,0.086,0.06,0.057,0.0,0.201,0.301,0.327,0.031,0.053,0.127,0.09,0.07,0.0
50.0,0.564,0.0,0.044,0.203,0.003,0.109,0.013,0.064,0.014,0.227,0.0,0.071,0.057,0.514,0.071,0.044,0.001,0.556,0.054000000000000006,0.0,0.224,0.056,0.061,0.047,0.029,0.534,0.054000000000000006,0.014,0.0,0.043,0.3,0.026,0.004,0.6759999999999999,0.07,0.029,0.113,0.0,0.043,0.066,0.011,0.684,0.076,0.086,0.07400000000000001,0.054000000000000006,0.0,0.014,0.33,0.321,0.013,0.033,0.21600000000000005,0.061,0.026,0.0
