TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6
24.0,0.573,0.0,0.146,0.131,0.039,0.051,0.06,0.113,0.5760000000000001,0.0,0.073,0.101,0.051,0.086,0.014,0.016,0.049,0.0,0.6729999999999999,0.191,0.057,0.029,0.057,0.084,0.11,0.0,0.649,0.071,0.181,0.177,0.16899999999999998,0.18,0.08900000000000001,0.0,0.204,0.05,0.109,0.114,0.043,0.05,0.634,0.0
25.0,0.69,0.0,0.12,0.104,0.014,0.037000000000000005,0.034,0.109,0.7170000000000001,0.0,0.023,0.066,0.043,0.043,0.027000000000000003,0.059,0.019,0.0,0.197,0.59,0.109,0.027000000000000003,0.059,0.07,0.177,0.0,0.603,0.064,0.56,0.104,0.07400000000000001,0.111,0.041,0.0,0.109,0.091,0.153,0.131,0.117,0.091,0.416,0.0
26.0,0.246,0.0,0.154,0.14300000000000002,0.069,0.263,0.126,0.07,0.696,0.0,0.027000000000000003,0.071,0.1,0.036000000000000004,0.029,0.059,0.014,0.0,0.136,0.546,0.217,0.031,0.054000000000000006,0.061,0.183,0.0,0.623,0.047,0.5870000000000001,0.097,0.07,0.101,0.041,0.0,0.103,0.106,0.166,0.14300000000000002,0.14300000000000002,0.096,0.34700000000000003,0.0
27.0,0.024,0.0,0.171,0.154,0.07400000000000001,0.426,0.15,0.05,0.6509999999999999,0.0,0.023,0.063,0.184,0.029,0.029,0.057,0.016,0.0,0.13699999999999998,0.443,0.319,0.04,0.067,0.076,0.113,0.0,0.6609999999999999,0.043,0.619,0.079,0.07400000000000001,0.1,0.043,0.0,0.086,0.067,0.12,0.097,0.067,0.063,0.586,0.0
28.0,0.033,0.0,0.114,0.149,0.22,0.187,0.297,0.076,0.7040000000000001,0.0,0.027000000000000003,0.07,0.084,0.039,0.234,0.043,0.03,0.0,0.127,0.45,0.116,0.033,0.067,0.083,0.1,0.0,0.654,0.063,0.62,0.08,0.067,0.104,0.043,0.0,0.086,0.07400000000000001,0.087,0.066,0.461,0.097,0.214,0.0
29.0,0.017,0.0,0.117,0.093,0.086,0.5,0.187,0.08900000000000001,0.7240000000000001,0.0,0.029,0.073,0.043,0.043,0.8190000000000001,0.019,0.019,0.0,0.011,0.054000000000000006,0.079,0.039,0.071,0.076,0.1,0.0,0.644,0.07,0.617,0.083,0.054000000000000006,0.109,0.043,0.0,0.094,0.063,0.079,0.023,0.6859999999999999,0.093,0.057,0.0
30.0,0.004,0.0,0.094,0.054000000000000006,0.043,0.619,0.18600000000000005,0.08900000000000001,0.72,0.0,0.029,0.077,0.043,0.043,0.56,0.03,0.027000000000000003,0.0,0.071,0.223,0.08900000000000001,0.036000000000000004,0.061,0.059,0.279,0.0,0.517,0.049,0.614,0.084,0.069,0.104,0.043,0.0,0.086,0.06,0.094,0.026,0.677,0.086,0.057,0.0
31.0,0.027000000000000003,0.0,0.103,0.066,0.057,0.6409999999999999,0.106,0.044,0.614,0.0,0.02,0.07400000000000001,0.223,0.024,0.034,0.059,0.016,0.0,0.13,0.441,0.32,0.033,0.063,0.063,0.136,0.0,0.6659999999999999,0.04,0.58,0.077,0.069,0.134,0.043,0.0,0.097,0.103,0.08900000000000001,0.18,0.317,0.07400000000000001,0.237,0.0
32.0,0.029,0.0,0.114,0.057,0.057,0.643,0.1,0.037000000000000005,0.621,0.0,0.023,0.069,0.224,0.026,0.034,0.101,0.479,0.0,0.087,0.177,0.121,0.043,0.071,0.071,0.103,0.0,0.657,0.054000000000000006,0.623,0.086,0.063,0.086,0.043,0.0,0.1,0.057,0.113,0.096,0.047,0.056,0.631,0.0
33.0,0.029,0.0,0.13699999999999998,0.063,0.051,0.621,0.099,0.014,0.5710000000000001,0.0,0.014,0.057,0.329,0.014,0.037000000000000005,0.061,0.059,0.0,0.206,0.513,0.124,0.031,0.06,0.083,0.1,0.0,0.6659999999999999,0.06,0.627,0.086,0.059,0.086,0.043,0.0,0.1,0.056,0.117,0.08900000000000001,0.05,0.059,0.63,0.0
34.0,0.031,0.0,0.087,0.08,0.409,0.301,0.091,0.061,0.647,0.0,0.023,0.08,0.157,0.031,0.044,0.07400000000000001,0.029,0.0,0.124,0.217,0.511,0.03,0.061,0.081,0.1,0.0,0.6559999999999999,0.071,0.616,0.076,0.08,0.086,0.043,0.0,0.1,0.057,0.104,0.08,0.054000000000000006,0.057,0.647,0.0
35.0,0.039,0.0,0.057,0.086,0.69,0.057,0.071,0.077,0.7090000000000001,0.0,0.029,0.1,0.043,0.043,0.033,0.097,0.031,0.0,0.086,0.12,0.633,0.029,0.057,0.086,0.1,0.0,0.647,0.081,0.204,0.076,0.067,0.066,0.247,0.0,0.34,0.077,0.136,0.131,0.09,0.077,0.489,0.0
36.0,0.029,0.0,0.057,0.086,0.7,0.057,0.071,0.07400000000000001,0.7090000000000001,0.0,0.029,0.1,0.046,0.043,0.021,0.093,0.33,0.0,0.133,0.297,0.126,0.029,0.057,0.086,0.107,0.0,0.6609999999999999,0.06,0.034,0.071,0.041,0.037000000000000005,0.126,0.0,0.69,0.114,0.13,0.211,0.094,0.079,0.371,0.0
37.0,0.031,0.0,0.057,0.081,0.684,0.067,0.079,0.071,0.723,0.0,0.029,0.08900000000000001,0.046,0.043,0.031,0.057,0.5329999999999999,0.0,0.104,0.18,0.094,0.029,0.059,0.086,0.109,0.0,0.659,0.06,0.067,0.4,0.11,0.073,0.096,0.0,0.254,0.099,0.171,0.149,0.124,0.087,0.37,0.0
38.0,0.016,0.0,0.106,0.069,0.391,0.339,0.08,0.021,0.594,0.0,0.017,0.061,0.289,0.017,0.029,0.071,0.029,0.0,0.147,0.63,0.094,0.029,0.07400000000000001,0.086,0.109,0.0,0.65,0.053,0.049,0.55,0.121,0.091,0.08,0.0,0.109,0.067,0.11,0.093,0.049,0.057,0.624,0.0
39.0,0.026,0.0,0.077,0.103,0.464,0.246,0.084,0.073,0.65,0.0,0.017,0.067,0.161,0.031,0.03,0.059,0.023,0.0,0.15,0.643,0.096,0.029,0.06,0.086,0.1,0.0,0.6609999999999999,0.064,0.07400000000000001,0.201,0.32299999999999995,0.177,0.1,0.0,0.124,0.046,0.113,0.084,0.057,0.044,0.6559999999999999,0.0
40.0,0.034,0.0,0.099,0.153,0.473,0.133,0.109,0.093,0.626,0.0,0.024,0.061,0.166,0.03,0.029,0.057,0.016,0.0,0.14300000000000002,0.67,0.086,0.029,0.057,0.086,0.1,0.0,0.659,0.07,0.037000000000000005,0.08900000000000001,0.049,0.4270000000000001,0.317,0.0,0.081,0.087,0.127,0.124,0.07,0.066,0.526,0.0
41.0,0.031,0.0,0.131,0.16399999999999998,0.197,0.26,0.21600000000000005,0.081,0.621,0.0,0.021,0.06,0.187,0.029,0.029,0.057,0.016,0.0,0.14300000000000002,0.67,0.086,0.029,0.059,0.086,0.104,0.0,0.657,0.066,0.041,0.066,0.03,0.644,0.204,0.0,0.014,0.103,0.103,0.203,0.113,0.08,0.399,0.0
42.0,0.016,0.0,0.069,0.08900000000000001,0.079,0.269,0.48,0.184,0.124,0.0,0.157,0.087,0.3670000000000001,0.08,0.029,0.057,0.016,0.0,0.147,0.6659999999999999,0.086,0.031,0.064,0.079,0.1,0.0,0.6709999999999999,0.054000000000000006,0.057,0.071,0.029,0.71,0.133,0.0,0.0,0.059,0.08900000000000001,0.21,0.034,0.061,0.547,0.0
43.0,0.019,0.0,0.051,0.079,0.081,0.243,0.527,0.014,0.054000000000000006,0.0,0.033,0.051,0.259,0.589,0.029,0.053,0.014,0.0,0.17,0.649,0.086,0.029,0.066,0.077,0.1,0.0,0.68,0.049,0.057,0.071,0.029,0.6990000000000001,0.14300000000000002,0.0,0.001,0.039,0.064,0.241,0.021,0.06,0.574,0.0
44.0,0.03,0.0,0.04,0.117,0.511,0.249,0.053,0.049,0.084,0.0,0.043,0.083,0.26,0.481,0.029,0.057,0.014,0.0,0.149,0.6659999999999999,0.086,0.029,0.057,0.086,0.1,0.0,0.6729999999999999,0.056,0.057,0.071,0.029,0.713,0.13,0.0,0.0,0.044,0.1,0.161,0.031,0.057,0.606,0.0
45.0,0.029,0.0,0.083,0.129,0.634,0.071,0.054000000000000006,0.031,0.079,0.0,0.049,0.043,0.084,0.7140000000000001,0.03,0.057,0.339,0.0,0.12,0.37,0.084,0.029,0.057,0.086,0.1,0.0,0.669,0.06,0.057,0.071,0.029,0.7070000000000001,0.136,0.0,0.0,0.047,0.106,0.17600000000000002,0.041,0.063,0.5670000000000001,0.0
46.0,0.029,0.0,0.077,0.129,0.6459999999999999,0.06,0.06,0.043,0.086,0.0,0.057,0.043,0.0,0.7709999999999999,0.03,0.056,0.581,0.0,0.106,0.136,0.091,0.029,0.057,0.086,0.1,0.0,0.6709999999999999,0.057,0.057,0.07,0.029,0.713,0.131,0.0,0.0,0.051,0.109,0.14300000000000002,0.047,0.066,0.584,0.0
47.0,0.029,0.0,0.07,0.107,0.243,0.07,0.481,0.043,0.086,0.0,0.057,0.043,0.004,0.767,0.036000000000000004,0.08,0.29,0.0,0.224,0.223,0.147,0.029,0.059,0.084,0.1,0.0,0.643,0.086,0.057,0.069,0.029,0.701,0.14400000000000002,0.0,0.0,0.057,0.109,0.11,0.061,0.067,0.596,0.0
48.0,0.021,0.0,0.133,0.104,0.13699999999999998,0.417,0.187,0.02,0.07,0.0,0.041,0.043,0.17,0.6559999999999999,0.043,0.084,0.107,0.0,0.284,0.321,0.16,0.029,0.057,0.086,0.1,0.0,0.6709999999999999,0.057,0.057,0.071,0.029,0.711,0.131,0.0,0.0,0.07,0.117,0.131,0.116,0.076,0.49,0.0
49.0,0.02,0.0,0.131,0.097,0.046,0.586,0.12,0.043,0.086,0.0,0.057,0.043,0.0,0.7709999999999999,0.036000000000000004,0.09,0.334,0.0,0.201,0.206,0.133,0.029,0.057,0.086,0.1,0.0,0.67,0.059,0.06,0.081,0.043,0.677,0.13,0.0,0.009000000000000001,0.057,0.071,0.029,0.679,0.107,0.057,0.0
50.0,0.026,0.0,0.126,0.14400000000000002,0.29600000000000004,0.307,0.101,0.04,0.086,0.0,0.057,0.043,0.01,0.764,0.043,0.104,0.134,0.0,0.269,0.28,0.17,0.029,0.066,0.086,0.091,0.0,0.6629999999999999,0.066,0.057,0.409,0.24,0.126,0.07400000000000001,0.0,0.094,0.057,0.08900000000000001,0.029,0.6759999999999999,0.091,0.059,0.0
51.0,0.029,0.0,0.096,0.129,0.616,0.066,0.066,0.043,0.086,0.0,0.057,0.043,0.0,0.7709999999999999,0.036000000000000004,0.08,0.411,0.0,0.161,0.189,0.123,0.029,0.069,0.086,0.09,0.0,0.657,0.07,0.031,0.644,0.141,0.06,0.05,0.0,0.073,0.057,0.096,0.029,0.6729999999999999,0.08900000000000001,0.057,0.0
52.0,0.031,0.0,0.114,0.136,0.5429999999999999,0.081,0.094,0.043,0.086,0.0,0.057,0.043,0.0,0.7709999999999999,0.034,0.064,0.471,0.0,0.14400000000000002,0.181,0.104,0.029,0.057,0.086,0.1,0.0,0.657,0.071,0.037000000000000005,0.604,0.139,0.063,0.067,0.0,0.09,0.057,0.08900000000000001,0.029,0.68,0.08900000000000001,0.057,0.0
53.0,0.051,0.0,0.114,0.18600000000000005,0.32299999999999995,0.13,0.196,0.084,0.096,0.0,0.131,0.066,0.023,0.6,0.04,0.069,0.324,0.0,0.211,0.233,0.123,0.029,0.057,0.086,0.1,0.0,0.66,0.069,0.034,0.6509999999999999,0.124,0.043,0.06,0.0,0.087,0.057,0.084,0.029,0.6859999999999999,0.087,0.057,0.0
54.0,0.031,0.0,0.139,0.151,0.406,0.151,0.121,0.046,0.084,0.0,0.059,0.086,0.014,0.711,0.036000000000000004,0.066,0.404,0.0,0.171,0.206,0.117,0.029,0.057,0.086,0.1,0.0,0.66,0.069,0.029,0.657,0.14300000000000002,0.049,0.043,0.0,0.08,0.061,0.07,0.044,0.653,0.107,0.064,0.0
55.0,0.029,0.0,0.13,0.141,0.516,0.087,0.097,0.066,0.121,0.0,0.069,0.163,0.029,0.5529999999999999,0.029,0.057,0.626,0.0,0.073,0.129,0.087,0.029,0.057,0.086,0.104,0.0,0.6629999999999999,0.061,0.029,0.657,0.14300000000000002,0.057,0.043,0.0,0.071,0.104,0.119,0.22,0.079,0.091,0.387,0.0
56.0,0.029,0.0,0.133,0.149,0.506,0.087,0.097,0.14300000000000002,0.31,0.0,0.129,0.17,0.091,0.157,0.03,0.059,0.603,0.0,0.08900000000000001,0.133,0.087,0.037000000000000005,0.071,0.069,0.224,0.0,0.28300000000000003,0.316,0.03,0.636,0.13699999999999998,0.05,0.064,0.0,0.083,0.077,0.163,0.16899999999999998,0.121,0.093,0.377,0.0
57.0,0.029,0.0,0.114,0.131,0.579,0.07400000000000001,0.073,0.127,0.319,0.0,0.124,0.201,0.083,0.146,0.039,0.08,0.187,0.0,0.259,0.29100000000000004,0.14400000000000002,0.043,0.07,0.046,0.057,0.0,0.069,0.716,0.031,0.26,0.083,0.041,0.413,0.0,0.171,0.083,0.14400000000000002,0.124,0.094,0.08900000000000001,0.466,0.0
58.0,0.037000000000000005,0.0,0.08900000000000001,0.18,0.226,0.113,0.35600000000000004,0.036000000000000004,0.084,0.0,0.056,0.064,0.017,0.743,0.029,0.07,0.12,0.0,0.251,0.26,0.27,0.044,0.07400000000000001,0.053,0.35600000000000004,0.0,0.061,0.411,0.026,0.067,0.04,0.04,0.56,0.0,0.267,0.057,0.051,0.044,0.6729999999999999,0.087,0.087,0.0
59.0,0.03,0.0,0.163,0.223,0.314,0.116,0.154,0.043,0.08,0.0,0.063,0.043,0.014,0.757,0.043,0.087,0.14,0.0,0.26,0.279,0.191,0.053,0.187,0.047,0.62,0.0,0.07400000000000001,0.019,0.021,0.341,0.077,0.053,0.36,0.0,0.147,0.057,0.101,0.014,0.679,0.091,0.057,0.0
60.0,0.026,0.0,0.094,0.58,0.12,0.04,0.14,0.034,0.106,0.0,0.059,0.04,0.004,0.757,0.034,0.316,0.08,0.0,0.19,0.29100000000000004,0.08900000000000001,0.044,0.451,0.07400000000000001,0.267,0.0,0.129,0.034,0.029,0.664,0.12,0.061,0.049,0.0,0.077,0.054000000000000006,0.121,0.016,0.669,0.084,0.056,0.0
61.0,0.026,0.0,0.133,0.556,0.077,0.059,0.15,0.037000000000000005,0.114,0.0,0.057,0.04,0.011,0.74,0.014,0.736,0.071,0.0,0.079,0.073,0.027000000000000003,0.027000000000000003,0.224,0.084,0.104,0.0,0.496,0.064,0.034,0.574,0.183,0.061,0.059,0.0,0.08900000000000001,0.051,0.117,0.021,0.6629999999999999,0.093,0.054000000000000006,0.0
62.0,0.023,0.0,0.061,0.701,0.046,0.026,0.14300000000000002,0.026,0.069,0.0,0.201,0.027000000000000003,0.0,0.677,0.023,0.229,0.5429999999999999,0.0,0.064,0.116,0.026,0.02,0.047,0.066,0.2,0.0,0.597,0.07,0.036000000000000004,0.093,0.103,0.603,0.121,0.0,0.044,0.053,0.059,0.031,0.7090000000000001,0.09,0.059,0.0
63.0,0.014,0.0,0.023,0.7859999999999999,0.029,0.014,0.134,0.014,0.057,0.0,0.29100000000000004,0.023,0.0,0.614,0.029,0.12,0.284,0.0,0.103,0.4270000000000001,0.037000000000000005,0.014,0.043,0.057,0.257,0.0,0.56,0.069,0.026,0.044,0.01,0.8190000000000001,0.101,0.0,0.0,0.043,0.066,0.017,0.746,0.071,0.057,0.0
64.0,0.024,0.0,0.22,0.564,0.036000000000000004,0.023,0.133,0.036000000000000004,0.083,0.0,0.116,0.031,0.0,0.7340000000000001,0.026,0.313,0.34,0.0,0.1,0.183,0.039,0.026,0.061,0.07,0.124,0.0,0.647,0.071,0.054000000000000006,0.057,0.027000000000000003,0.7090000000000001,0.153,0.0,0.0,0.057,0.053,0.04,0.69,0.099,0.061,0.0
65.0,0.031,0.0,0.247,0.499,0.049,0.043,0.131,0.076,0.079,0.0,0.189,0.35100000000000003,0.057,0.249,0.034,0.094,0.099,0.0,0.126,0.303,0.344,0.027000000000000003,0.057,0.079,0.131,0.0,0.639,0.067,0.056,0.051,0.429,0.35700000000000004,0.053,0.0,0.054000000000000006,0.054000000000000006,0.027000000000000003,0.053,0.713,0.093,0.06,0.0
66.0,0.014,0.0,0.03,0.754,0.039,0.027000000000000003,0.136,0.073,0.069,0.0,0.071,0.429,0.257,0.101,0.029,0.066,0.014,0.0,0.163,0.657,0.071,0.03,0.057,0.073,0.147,0.0,0.634,0.059,0.044,0.091,0.527,0.203,0.061,0.0,0.073,0.041,0.023,0.043,0.701,0.104,0.087,0.0
67.0,0.024,0.0,0.064,0.221,0.581,0.05,0.059,0.07,0.036000000000000004,0.0,0.114,0.654,0.064,0.061,0.16699999999999998,0.061,0.041,0.0,0.16399999999999998,0.479,0.087,0.133,0.06,0.044,0.691,0.0,0.056,0.016,0.057,0.08,0.506,0.219,0.083,0.0,0.056,0.113,0.069,0.067,0.521,0.126,0.104,0.0
