TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
10.0,0.219,0.0,0.093,0.027000000000000003,0.116,0.124,0.046,0.376,0.54,0.063,0.0,0.11,0.076,0.076,0.069,0.067,0.443,0.093,0.061,0.0,0.086,0.046,0.053,0.219,0.579,0.073,0.196,0.096,0.0,0.029,0.014,0.014,0.119,0.04,0.063,0.057,0.564,0.0,0.073,0.084,0.054000000000000006,0.039,0.619,0.106,0.086,0.054000000000000006,0.0,0.043,0.6709999999999999,0.157,0.086,0.0,0.014,0.043,0.029,0.0
11.0,0.619,0.0,0.083,0.014,0.109,0.106,0.027000000000000003,0.043,0.597,0.047,0.0,0.134,0.067,0.054000000000000006,0.054000000000000006,0.046,0.58,0.106,0.06,0.0,0.084,0.05,0.049,0.071,0.59,0.097,0.16699999999999998,0.091,0.0,0.026,0.014,0.014,0.267,0.073,0.081,0.041,0.359,0.0,0.104,0.07400000000000001,0.156,0.026,0.586,0.08,0.079,0.047,0.0,0.027000000000000003,0.5489999999999999,0.123,0.07,0.01,0.011,0.033,0.204,0.0
12.0,0.621,0.0,0.084,0.014,0.111,0.097,0.029,0.043,0.637,0.039,0.0,0.147,0.059,0.04,0.044,0.034,0.569,0.123,0.064,0.0,0.08900000000000001,0.051,0.047,0.057,0.586,0.103,0.173,0.086,0.0,0.023,0.014,0.016,0.276,0.406,0.086,0.031,0.081,0.0,0.079,0.041,0.213,0.017,0.5660000000000001,0.066,0.07400000000000001,0.046,0.0,0.019,0.596,0.084,0.079,0.01,0.01,0.031,0.19,0.0
13.0,0.8270000000000001,0.0,0.023,0.014,0.063,0.043,0.014,0.016,0.6829999999999999,0.037000000000000005,0.0,0.099,0.05,0.049,0.043,0.04,0.72,0.086,0.044,0.0,0.047,0.029,0.04,0.034,0.726,0.069,0.117,0.059,0.0,0.01,0.01,0.01,0.293,0.5329999999999999,0.049,0.016,0.053,0.0,0.043,0.014,0.243,0.014,0.557,0.057,0.071,0.043,0.0,0.014,0.8440000000000001,0.064,0.06,0.009000000000000001,0.0,0.014,0.009000000000000001,0.0
14.0,0.6,0.0,0.086,0.014,0.114,0.114,0.029,0.043,0.5710000000000001,0.057,0.0,0.111,0.071,0.071,0.059,0.059,0.55,0.12,0.057,0.0,0.101,0.057,0.057,0.057,0.17600000000000002,0.083,0.353,0.329,0.0,0.029,0.006,0.026,0.177,0.2,0.111,0.059,0.31,0.0,0.071,0.071,0.093,0.041,0.606,0.093,0.083,0.04,0.0,0.044,0.6970000000000001,0.136,0.081,0.014,0.014,0.029,0.029,0.0
15.0,0.627,0.0,0.081,0.014,0.104,0.104,0.026,0.043,0.589,0.054000000000000006,0.0,0.114,0.069,0.07,0.05,0.054000000000000006,0.5870000000000001,0.111,0.057,0.0,0.094,0.049,0.043,0.059,0.607,0.079,0.101,0.154,0.0,0.024,0.004,0.03,0.376,0.14,0.107,0.046,0.18,0.0,0.123,0.029,0.243,0.014,0.557,0.057,0.071,0.043,0.0,0.014,0.71,0.129,0.08,0.017,0.013,0.029,0.023,0.0
16.0,0.5,0.0,0.077,0.019,0.104,0.104,0.031,0.16399999999999998,0.591,0.054000000000000006,0.0,0.11,0.069,0.066,0.051,0.059,0.544,0.106,0.059,0.0,0.09,0.05,0.053,0.099,0.474,0.071,0.111,0.284,0.0,0.021,0.006999999999999999,0.03,0.184,0.021,0.069,0.046,0.09,0.0,0.5429999999999999,0.047,0.179,0.023,0.5770000000000001,0.076,0.076,0.047,0.0,0.023,0.7070000000000001,0.131,0.079,0.016,0.013,0.029,0.026,0.0
17.0,0.07400000000000001,0.0,0.133,0.026,0.086,0.156,0.32299999999999995,0.203,0.586,0.057,0.0,0.113,0.071,0.061,0.053,0.059,0.5489999999999999,0.111,0.056,0.0,0.103,0.054000000000000006,0.041,0.086,0.411,0.127,0.18,0.171,0.0,0.049,0.014,0.047,0.034,0.014,0.086,0.057,0.061,0.0,0.693,0.054000000000000006,0.047,0.04,0.617,0.113,0.086,0.056,0.0,0.041,0.7070000000000001,0.133,0.07400000000000001,0.014,0.014,0.029,0.029,0.0
18.0,0.029,0.0,0.07,0.054000000000000006,0.029,0.073,0.7140000000000001,0.031,0.609,0.057,0.0,0.111,0.071,0.057,0.034,0.06,0.5710000000000001,0.114,0.057,0.0,0.106,0.057,0.029,0.066,0.16,0.077,0.151,0.534,0.0,0.029,0.011,0.037000000000000005,0.019,0.014,0.086,0.057,0.069,0.0,0.6990000000000001,0.057,0.029,0.043,0.629,0.114,0.086,0.057,0.0,0.043,0.71,0.11,0.083,0.026,0.014,0.029,0.029,0.0
19.0,0.043,0.0,0.071,0.037000000000000005,0.044,0.086,0.524,0.194,0.601,0.054000000000000006,0.0,0.109,0.071,0.066,0.036000000000000004,0.063,0.57,0.11,0.057,0.0,0.114,0.057,0.034,0.057,0.209,0.087,0.14400000000000002,0.477,0.0,0.027000000000000003,0.013,0.043,0.021,0.02,0.094,0.06,0.086,0.0,0.6559999999999999,0.063,0.03,0.041,0.624,0.119,0.086,0.057,0.0,0.043,0.6990000000000001,0.119,0.083,0.029,0.014,0.029,0.029,0.0
20.0,0.043,0.0,0.071,0.023,0.064,0.35600000000000004,0.38,0.063,0.584,0.056,0.0,0.104,0.071,0.07,0.047,0.067,0.5539999999999999,0.117,0.057,0.0,0.106,0.06,0.046,0.06,0.154,0.077,0.191,0.503,0.0,0.03,0.009000000000000001,0.036000000000000004,0.004,0.02,0.1,0.054000000000000006,0.094,0.0,0.664,0.063,0.029,0.043,0.627,0.116,0.086,0.057,0.0,0.043,0.6890000000000001,0.126,0.086,0.029,0.014,0.029,0.029,0.0
21.0,0.044,0.0,0.081,0.017,0.083,0.703,0.057,0.014,0.5870000000000001,0.057,0.0,0.11,0.071,0.07,0.043,0.061,0.546,0.129,0.057,0.0,0.083,0.06,0.054000000000000006,0.071,0.193,0.096,0.153,0.474,0.0,0.033,0.011,0.04,0.123,0.09,0.156,0.114,0.153,0.0,0.251,0.113,0.07400000000000001,0.056,0.47,0.146,0.107,0.086,0.0,0.061,0.6940000000000001,0.126,0.086,0.023,0.014,0.029,0.029,0.0
22.0,0.06,0.0,0.083,0.016,0.077,0.6940000000000001,0.056,0.014,0.58,0.051,0.0,0.097,0.071,0.077,0.054000000000000006,0.069,0.374,0.094,0.059,0.0,0.29600000000000004,0.046,0.073,0.059,0.279,0.124,0.29,0.21,0.0,0.051,0.006,0.04,0.129,0.08,0.171,0.119,0.229,0.0,0.163,0.11,0.131,0.116,0.109,0.209,0.16899999999999998,0.18,0.0,0.087,0.7,0.13,0.084,0.014,0.014,0.029,0.029,0.0
23.0,0.046,0.0,0.079,0.021,0.079,0.701,0.06,0.014,0.5710000000000001,0.054000000000000006,0.0,0.099,0.071,0.07400000000000001,0.063,0.067,0.321,0.09,0.063,0.0,0.284,0.043,0.1,0.099,0.314,0.11,0.311,0.189,0.0,0.047,0.006999999999999999,0.021,0.097,0.114,0.14,0.124,0.263,0.0,0.156,0.106,0.076,0.06,0.334,0.123,0.239,0.101,0.0,0.067,0.693,0.147,0.07400000000000001,0.014,0.014,0.029,0.029,0.0
24.0,0.2,0.0,0.053,0.021,0.073,0.53,0.05,0.073,0.573,0.057,0.0,0.114,0.07,0.071,0.056,0.059,0.547,0.124,0.07,0.0,0.087,0.057,0.044,0.07,0.5760000000000001,0.103,0.171,0.093,0.0,0.029,0.014,0.014,0.329,0.104,0.124,0.084,0.203,0.0,0.103,0.053,0.166,0.02,0.579,0.076,0.081,0.049,0.0,0.03,0.691,0.151,0.071,0.014,0.014,0.029,0.029,0.0
25.0,0.126,0.0,0.053,0.027000000000000003,0.04,0.084,0.634,0.036000000000000004,0.573,0.056,0.0,0.11,0.071,0.073,0.057,0.06,0.51,0.129,0.09,0.0,0.097,0.057,0.044,0.073,0.5710000000000001,0.121,0.16,0.08900000000000001,0.0,0.027000000000000003,0.014,0.017,0.199,0.177,0.136,0.109,0.16899999999999998,0.0,0.139,0.073,0.111,0.03,0.599,0.091,0.083,0.051,0.0,0.034,0.7,0.141,0.073,0.014,0.014,0.029,0.029,0.0
26.0,0.184,0.0,0.059,0.021,0.034,0.364,0.31,0.027000000000000003,0.611,0.051,0.0,0.109,0.066,0.064,0.043,0.056,0.521,0.126,0.073,0.0,0.096,0.051,0.06,0.073,0.611,0.101,0.15,0.081,0.0,0.021,0.014,0.02,0.221,0.583,0.054000000000000006,0.024,0.046,0.0,0.047,0.024,0.163,0.023,0.58,0.08,0.076,0.049,0.0,0.03,0.726,0.124,0.071,0.014,0.011,0.029,0.024,0.0
27.0,0.273,0.0,0.054000000000000006,0.014,0.05,0.547,0.047,0.014,0.624,0.05,0.0,0.103,0.063,0.06,0.043,0.057,0.59,0.107,0.057,0.0,0.094,0.051,0.043,0.057,0.557,0.09,0.2,0.099,0.0,0.019,0.009000000000000001,0.027000000000000003,0.33,0.381,0.094,0.027000000000000003,0.086,0.0,0.064,0.017,0.239,0.014,0.55,0.064,0.076,0.043,0.0,0.014,0.73,0.121,0.071,0.014,0.013,0.029,0.021,0.0
28.0,0.191,0.0,0.057,0.023,0.073,0.171,0.041,0.443,0.5670000000000001,0.064,0.0,0.121,0.076,0.064,0.044,0.063,0.579,0.094,0.057,0.0,0.114,0.057,0.041,0.057,0.536,0.093,0.196,0.111,0.0,0.026,0.013,0.026,0.289,0.331,0.113,0.051,0.066,0.0,0.106,0.044,0.17600000000000002,0.021,0.569,0.083,0.079,0.047,0.0,0.026,0.6970000000000001,0.14400000000000002,0.073,0.014,0.014,0.029,0.029,0.0
29.0,0.039,0.0,0.076,0.019,0.07,0.536,0.226,0.036000000000000004,0.59,0.033,0.0,0.139,0.071,0.067,0.043,0.057,0.5589999999999999,0.113,0.057,0.0,0.111,0.057,0.046,0.057,0.25,0.14,0.374,0.16899999999999998,0.0,0.044,0.003,0.02,0.14300000000000002,0.117,0.153,0.136,0.157,0.0,0.181,0.113,0.056,0.071,0.389,0.177,0.13699999999999998,0.1,0.0,0.07,0.7,0.129,0.086,0.014,0.014,0.029,0.029,0.0
30.0,0.053,0.0,0.077,0.019,0.077,0.309,0.424,0.041,0.233,0.264,0.0,0.173,0.091,0.086,0.064,0.08900000000000001,0.557,0.114,0.057,0.0,0.104,0.057,0.053,0.057,0.304,0.123,0.35,0.16,0.0,0.04,0.009000000000000001,0.014,0.121,0.13699999999999998,0.134,0.119,0.221,0.0,0.16,0.107,0.066,0.059,0.174,0.343,0.161,0.12,0.0,0.077,0.703,0.127,0.084,0.014,0.014,0.029,0.029,0.0
31.0,0.134,0.0,0.05,0.024,0.04,0.269,0.45,0.033,0.53,0.073,0.0,0.13699999999999998,0.079,0.064,0.053,0.064,0.5670000000000001,0.104,0.059,0.0,0.113,0.059,0.041,0.057,0.551,0.103,0.181,0.101,0.0,0.029,0.016,0.019,0.191,0.407,0.08,0.03,0.191,0.0,0.051,0.049,0.15,0.033,0.504,0.119,0.103,0.05,0.0,0.041,0.7140000000000001,0.119,0.081,0.014,0.014,0.029,0.029,0.0
32.0,0.173,0.0,0.063,0.014,0.061,0.623,0.046,0.02,0.593,0.057,0.0,0.114,0.071,0.061,0.046,0.057,0.569,0.109,0.057,0.0,0.109,0.056,0.044,0.057,0.507,0.103,0.213,0.11,0.0,0.033,0.011,0.023,0.219,0.35700000000000004,0.094,0.037000000000000005,0.173,0.0,0.079,0.041,0.179,0.019,0.557,0.091,0.086,0.04,0.0,0.029,0.716,0.12,0.079,0.014,0.014,0.029,0.029,0.0
33.0,0.086,0.0,0.077,0.014,0.076,0.677,0.044,0.026,0.5670000000000001,0.051,0.0,0.109,0.067,0.07,0.076,0.06,0.58,0.114,0.057,0.0,0.1,0.049,0.043,0.057,0.217,0.067,0.174,0.484,0.0,0.02,0.014,0.023,0.11,0.04,0.057,0.06,0.604,0.0,0.05,0.079,0.103,0.051,0.28300000000000003,0.259,0.156,0.087,0.0,0.061,0.696,0.133,0.084,0.016,0.014,0.029,0.029,0.0
34.0,0.034,0.0,0.086,0.014,0.08900000000000001,0.684,0.047,0.046,0.064,0.266,0.0,0.133,0.061,0.097,0.081,0.297,0.443,0.136,0.069,0.0,0.117,0.063,0.08900000000000001,0.084,0.364,0.101,0.28300000000000003,0.16399999999999998,0.0,0.046,0.009000000000000001,0.033,0.071,0.033,0.063,0.049,0.626,0.0,0.077,0.081,0.099,0.079,0.117,0.237,0.196,0.17,0.0,0.103,0.68,0.141,0.086,0.021,0.014,0.029,0.029,0.0
35.0,0.027000000000000003,0.0,0.084,0.016,0.087,0.7140000000000001,0.057,0.014,0.051,0.07400000000000001,0.0,0.14,0.101,0.119,0.34700000000000003,0.16699999999999998,0.121,0.209,0.099,0.0,0.19,0.1,0.154,0.127,0.107,0.069,0.284,0.483,0.0,0.026,0.009000000000000001,0.023,0.061,0.034,0.06,0.041,0.634,0.0,0.086,0.083,0.087,0.066,0.123,0.33,0.173,0.146,0.0,0.076,0.68,0.14300000000000002,0.086,0.02,0.014,0.029,0.029,0.0
36.0,0.017,0.0,0.071,0.026,0.097,0.7140000000000001,0.06,0.014,0.047,0.094,0.0,0.147,0.12,0.131,0.16699999999999998,0.293,0.421,0.124,0.067,0.0,0.15,0.07,0.09,0.077,0.056,0.047,0.256,0.59,0.0,0.013,0.017,0.021,0.073,0.036000000000000004,0.059,0.04,0.623,0.0,0.086,0.084,0.081,0.059,0.067,0.307,0.25,0.14300000000000002,0.0,0.093,0.6859999999999999,0.141,0.086,0.016,0.014,0.029,0.029,0.0
37.0,0.029,0.0,0.09,0.014,0.084,0.71,0.054000000000000006,0.019,0.059,0.033,0.0,0.097,0.081,0.116,0.546,0.069,0.563,0.107,0.057,0.0,0.101,0.057,0.057,0.057,0.1,0.043,0.104,0.696,0.0,0.014,0.014,0.029,0.057,0.039,0.057,0.057,0.633,0.0,0.071,0.086,0.043,0.014,0.043,0.14300000000000002,0.5710000000000001,0.129,0.0,0.057,0.6940000000000001,0.134,0.086,0.014,0.014,0.029,0.029,0.0
38.0,0.034,0.0,0.077,0.014,0.081,0.6459999999999999,0.126,0.021,0.023,0.09,0.0,0.131,0.046,0.121,0.043,0.546,0.34700000000000003,0.264,0.07400000000000001,0.0,0.09,0.06,0.073,0.091,0.083,0.043,0.109,0.7090000000000001,0.0,0.014,0.014,0.029,0.054000000000000006,0.034,0.047,0.067,0.6509999999999999,0.0,0.069,0.077,0.04,0.014,0.049,0.14300000000000002,0.569,0.129,0.0,0.057,0.68,0.14300000000000002,0.086,0.02,0.014,0.029,0.029,0.0
39.0,0.046,0.0,0.071,0.014,0.08,0.443,0.32,0.026,0.04,0.03,0.0,0.08900000000000001,0.071,0.099,0.479,0.193,0.073,0.579,0.073,0.0,0.047,0.051,0.071,0.106,0.061,0.049,0.124,0.7190000000000001,0.0,0.014,0.004,0.029,0.057,0.019,0.043,0.07,0.659,0.0,0.076,0.077,0.036000000000000004,0.026,0.059,0.146,0.547,0.127,0.0,0.06,0.6809999999999999,0.133,0.086,0.029,0.014,0.029,0.029,0.0
40.0,0.039,0.0,0.073,0.014,0.07400000000000001,0.604,0.16699999999999998,0.029,0.046,0.013,0.0,0.071,0.076,0.084,0.611,0.099,0.109,0.234,0.134,0.0,0.16,0.104,0.117,0.141,0.057,0.05,0.14400000000000002,0.6970000000000001,0.0,0.017,0.006999999999999999,0.027000000000000003,0.057,0.023,0.043,0.07400000000000001,0.6459999999999999,0.0,0.071,0.086,0.071,0.077,0.21,0.181,0.261,0.126,0.0,0.073,0.6809999999999999,0.133,0.086,0.029,0.014,0.029,0.029,0.0
41.0,0.029,0.0,0.086,0.014,0.081,0.711,0.06,0.019,0.046,0.0,0.0,0.063,0.071,0.08,0.6970000000000001,0.043,0.067,0.126,0.241,0.0,0.17600000000000002,0.07400000000000001,0.07,0.246,0.043,0.054000000000000006,0.237,0.626,0.0,0.016,0.0,0.024,0.08900000000000001,0.114,0.069,0.069,0.491,0.0,0.08,0.08900000000000001,0.044,0.041,0.5429999999999999,0.134,0.121,0.051,0.0,0.064,0.54,0.12,0.196,0.037000000000000005,0.023,0.034,0.05,0.0
42.0,0.039,0.0,0.08900000000000001,0.016,0.084,0.659,0.08,0.034,0.136,0.096,0.0,0.231,0.14300000000000002,0.14400000000000002,0.199,0.051,0.064,0.053,0.104,0.0,0.07400000000000001,0.029,0.014,0.6609999999999999,0.107,0.093,0.474,0.276,0.0,0.037000000000000005,0.0,0.013,0.469,0.104,0.087,0.047,0.059,0.0,0.13,0.104,0.039,0.056,0.133,0.114,0.253,0.336,0.0,0.07,0.34600000000000003,0.111,0.257,0.097,0.053,0.039,0.097,0.0
43.0,0.036000000000000004,0.0,0.267,0.029,0.081,0.14400000000000002,0.383,0.06,0.109,0.097,0.0,0.247,0.156,0.14,0.199,0.053,0.054000000000000006,0.061,0.309,0.0,0.077,0.036000000000000004,0.027000000000000003,0.436,0.279,0.086,0.229,0.339,0.0,0.03,0.023,0.016,0.064,0.106,0.113,0.054000000000000006,0.501,0.0,0.09,0.071,0.056,0.079,0.127,0.17,0.2,0.289,0.0,0.08,0.071,0.087,0.14400000000000002,0.407,0.104,0.086,0.1,0.0
44.0,0.053,0.0,0.254,0.246,0.227,0.08,0.101,0.039,0.11,0.239,0.0,0.193,0.114,0.104,0.116,0.124,0.177,0.056,0.5529999999999999,0.0,0.094,0.031,0.036000000000000004,0.053,0.584,0.101,0.14,0.094,0.0,0.027000000000000003,0.034,0.019,0.019,0.027000000000000003,0.127,0.101,0.601,0.0,0.054000000000000006,0.07,0.034,0.043,0.221,0.159,0.339,0.133,0.0,0.071,0.061,0.119,0.229,0.177,0.14,0.14300000000000002,0.131,0.0
45.0,0.016,0.0,0.716,0.11,0.079,0.019,0.033,0.029,0.5529999999999999,0.041,0.0,0.126,0.071,0.073,0.08,0.056,0.067,0.049,0.6859999999999999,0.0,0.09,0.023,0.043,0.043,0.55,0.106,0.196,0.086,0.0,0.021,0.029,0.013,0.03,0.014,0.541,0.114,0.18600000000000005,0.0,0.066,0.049,0.049,0.05,0.306,0.183,0.237,0.119,0.0,0.057,0.043,0.11,0.294,0.264,0.109,0.076,0.104,0.0
46.0,0.004,0.0,0.703,0.127,0.09,0.014,0.033,0.029,0.517,0.06,0.0,0.12,0.07400000000000001,0.084,0.083,0.061,0.36,0.07,0.354,0.0,0.087,0.027000000000000003,0.039,0.063,0.613,0.111,0.116,0.08900000000000001,0.0,0.029,0.029,0.014,0.017,0.006,0.123,0.14,0.6,0.0,0.05,0.064,0.064,0.017,0.04,0.619,0.124,0.08900000000000001,0.0,0.047,0.066,0.14400000000000002,0.197,0.243,0.117,0.096,0.13699999999999998,0.0
47.0,0.054000000000000006,0.0,0.209,0.203,0.43,0.031,0.054000000000000006,0.019,0.5589999999999999,0.044,0.0,0.1,0.066,0.084,0.084,0.063,0.589,0.073,0.113,0.0,0.093,0.03,0.034,0.069,0.617,0.111,0.116,0.087,0.0,0.029,0.026,0.014,0.016,0.004,0.071,0.124,0.653,0.0,0.059,0.073,0.03,0.014,0.034,0.156,0.581,0.127,0.0,0.057,0.067,0.13,0.177,0.316,0.107,0.077,0.126,0.0
48.0,0.043,0.0,0.116,0.041,0.643,0.057,0.071,0.029,0.539,0.041,0.0,0.097,0.104,0.086,0.07400000000000001,0.059,0.557,0.079,0.123,0.0,0.14,0.03,0.011,0.06,0.386,0.113,0.226,0.211,0.0,0.029,0.009000000000000001,0.027000000000000003,0.004,0.01,0.057,0.116,0.684,0.0,0.057,0.071,0.027000000000000003,0.014,0.033,0.14300000000000002,0.597,0.129,0.0,0.057,0.049,0.103,0.12,0.446,0.101,0.07400000000000001,0.107,0.0
49.0,0.036000000000000004,0.0,0.111,0.037000000000000005,0.49,0.073,0.063,0.19,0.333,0.097,0.0,0.25,0.08900000000000001,0.087,0.093,0.051,0.5,0.081,0.166,0.0,0.086,0.034,0.036000000000000004,0.097,0.096,0.053,0.166,0.636,0.0,0.013,0.01,0.027000000000000003,0.08900000000000001,0.156,0.126,0.111,0.239,0.0,0.183,0.097,0.03,0.023,0.057,0.147,0.54,0.13699999999999998,0.0,0.066,0.071,0.157,0.171,0.243,0.114,0.1,0.14300000000000002,0.0
50.0,0.056,0.0,0.096,0.016,0.131,0.263,0.063,0.376,0.5529999999999999,0.056,0.0,0.111,0.071,0.069,0.08,0.06,0.586,0.087,0.114,0.0,0.081,0.039,0.014,0.079,0.499,0.111,0.16699999999999998,0.14400000000000002,0.0,0.041,0.027000000000000003,0.01,0.04,0.11,0.1,0.097,0.501,0.0,0.08,0.071,0.043,0.04,0.056,0.086,0.194,0.539,0.0,0.043,0.07,0.157,0.171,0.243,0.114,0.101,0.14300000000000002,0.0
