TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
10.0,0.006,0.0,0.064,0.05,0.02,0.6890000000000001,0.12,0.051,0.051,0.053,0.0,0.053,0.197,0.5329999999999999,0.081,0.031,0.02,0.031,0.393,0.0,0.31,0.087,0.112,0.046,0.014,0.5870000000000001,0.094,0.057,0.0,0.07,0.149,0.029,0.069,0.084,0.117,0.037000000000000005,0.463,0.0,0.227,0.003,0.0,0.627,0.244,0.006999999999999999,0.064,0.043,0.0,0.014,0.03,0.064,0.597,0.043,0.094,0.067,0.105,0.0
11.0,0.037000000000000005,0.0,0.076,0.061,0.107,0.247,0.362,0.109,0.046,0.359,0.0,0.054000000000000006,0.05,0.363,0.077,0.051,0.006,0.049,0.096,0.0,0.5870000000000001,0.066,0.124,0.073,0.014,0.614,0.076,0.057,0.0,0.071,0.139,0.029,0.023,0.161,0.381,0.031,0.197,0.0,0.195,0.011,0.0,0.691,0.13699999999999998,0.014,0.071,0.057,0.0,0.029,0.029,0.08,0.524,0.047,0.1,0.071,0.149,0.0
12.0,0.003,0.0,0.059,0.056,0.013,0.726,0.07400000000000001,0.07,0.067,0.389,0.0,0.059,0.114,0.17600000000000002,0.094,0.101,0.014,0.036000000000000004,0.097,0.0,0.583,0.07,0.129,0.071,0.014,0.614,0.07200000000000001,0.057,0.0,0.071,0.142,0.029,0.07,0.241,0.098,0.029,0.404,0.0,0.158,0.0,0.0,0.7,0.129,0.014,0.071,0.057,0.0,0.029,0.029,0.066,0.5529999999999999,0.05,0.103,0.071,0.128,0.0
13.0,0.0,0.0,0.073,0.057,0.011,0.7140000000000001,0.07400000000000001,0.07,0.07,0.324,0.0,0.073,0.13,0.14300000000000002,0.117,0.14300000000000002,0.003,0.029,0.102,0.0,0.6,0.061,0.134,0.071,0.014,0.491,0.071,0.19,0.0,0.071,0.131,0.03,0.051,0.096,0.191,0.071,0.17,0.0,0.412,0.009000000000000001,0.033,0.493,0.136,0.084,0.107,0.081,0.0,0.066,0.043,0.083,0.481,0.054000000000000006,0.12,0.076,0.14300000000000002,0.0
14.0,0.0,0.0,0.071,0.053,0.014,0.7140000000000001,0.076,0.071,0.063,0.126,0.0,0.124,0.204,0.149,0.183,0.151,0.0,0.024,0.116,0.0,0.594,0.061,0.138,0.066,0.014,0.613,0.071,0.043,0.0,0.101,0.129,0.029,0.067,0.086,0.11,0.036000000000000004,0.454,0.0,0.243,0.004,0.014,0.6859999999999999,0.129,0.014,0.071,0.057,0.0,0.029,0.029,0.057,0.5820000000000001,0.027000000000000003,0.099,0.071,0.135,0.0
15.0,0.001,0.0,0.073,0.041,0.001,0.7140000000000001,0.097,0.071,0.117,0.119,0.0,0.119,0.209,0.156,0.179,0.103,0.006999999999999999,0.029,0.097,0.0,0.606,0.059,0.124,0.079,0.017,0.37,0.097,0.174,0.0,0.136,0.16899999999999998,0.037000000000000005,0.077,0.083,0.1,0.044,0.477,0.0,0.217,0.001,0.016,0.693,0.116,0.014,0.071,0.061,0.0,0.029,0.029,0.056,0.574,0.049,0.101,0.071,0.12,0.0
16.0,0.0,0.0,0.054000000000000006,0.043,0.001,0.727,0.103,0.071,0.231,0.101,0.0,0.104,0.19,0.14,0.146,0.087,0.004,0.029,0.097,0.0,0.609,0.057,0.12,0.084,0.014,0.506,0.075,0.049,0.0,0.19,0.141,0.026,0.084,0.073,0.081,0.057,0.486,0.0,0.219,0.0,0.114,0.363,0.07,0.043,0.073,0.31,0.0,0.027000000000000003,0.046,0.083,0.453,0.066,0.119,0.079,0.156,0.0
17.0,0.003,0.0,0.064,0.054000000000000006,0.009000000000000001,0.723,0.076,0.071,0.111,0.104,0.0,0.104,0.18,0.117,0.15,0.233,0.01,0.029,0.097,0.0,0.593,0.06,0.129,0.083,0.006,0.21,0.066,0.029,0.0,0.527,0.126,0.037000000000000005,0.094,0.073,0.08199999999999999,0.047,0.486,0.0,0.218,0.0,0.013,0.696,0.111,0.014,0.073,0.064,0.0,0.029,0.029,0.051,0.591,0.033,0.1,0.071,0.125,0.0
18.0,0.001,0.0,0.073,0.056,0.014,0.716,0.07,0.07,0.029,0.043,0.0,0.071,0.1,0.043,0.086,0.629,0.011,0.029,0.097,0.0,0.5870000000000001,0.067,0.124,0.084,0.01,0.16699999999999998,0.065,0.039,0.0,0.56,0.115,0.044,0.086,0.07400000000000001,0.098,0.051,0.486,0.0,0.205,0.0,0.0,0.6990000000000001,0.121,0.014,0.071,0.066,0.0,0.029,0.029,0.043,0.616,0.029,0.1,0.071,0.113,0.0
19.0,0.017,0.0,0.081,0.043,0.014,0.726,0.057,0.061,0.034,0.22,0.0,0.08,0.11,0.099,0.111,0.34600000000000003,0.014,0.044,0.096,0.0,0.569,0.071,0.126,0.08,0.014,0.614,0.075,0.056,0.0,0.07400000000000001,0.138,0.029,0.07400000000000001,0.261,0.07200000000000001,0.037000000000000005,0.417,0.0,0.138,0.0,0.0,0.7,0.129,0.014,0.071,0.057,0.0,0.029,0.034,0.07,0.462,0.043,0.096,0.147,0.14800000000000002,0.0
20.0,0.014,0.0,0.067,0.043,0.014,0.743,0.061,0.057,0.069,0.426,0.0,0.054000000000000006,0.107,0.153,0.099,0.093,0.014,0.034,0.097,0.0,0.583,0.071,0.119,0.081,0.014,0.614,0.077,0.057,0.0,0.071,0.141,0.024,0.071,0.193,0.07200000000000001,0.041,0.444,0.0,0.17800000000000002,0.0,0.014,0.467,0.209,0.069,0.101,0.093,0.0,0.047,0.057,0.081,0.118,0.027000000000000003,0.084,0.459,0.173,0.0
21.0,0.013,0.0,0.083,0.044,0.019,0.7290000000000001,0.057,0.056,0.029,0.181,0.0,0.07,0.1,0.099,0.091,0.43,0.014,0.039,0.09,0.0,0.5710000000000001,0.07400000000000001,0.13699999999999998,0.07400000000000001,0.014,0.421,0.064,0.046,0.0,0.297,0.129,0.029,0.044,0.084,0.364,0.049,0.27,0.0,0.183,0.006,0.016,0.434,0.234,0.069,0.101,0.099,0.0,0.047,0.066,0.141,0.182,0.049,0.103,0.294,0.165,0.0
22.0,0.003,0.0,0.073,0.056,0.016,0.727,0.067,0.059,0.037000000000000005,0.101,0.0,0.097,0.18,0.096,0.146,0.343,0.01,0.029,0.097,0.0,0.583,0.071,0.13,0.08,0.014,0.614,0.071,0.053,0.0,0.08,0.139,0.029,0.051,0.06,0.303,0.049,0.337,0.0,0.196,0.004,0.0,0.6990000000000001,0.13,0.027000000000000003,0.071,0.044,0.0,0.029,0.043,0.086,0.45,0.059,0.121,0.081,0.16,0.0
23.0,0.009000000000000001,0.0,0.073,0.05,0.014,0.73,0.063,0.061,0.031,0.344,0.0,0.066,0.081,0.044,0.08900000000000001,0.344,0.014,0.036000000000000004,0.096,0.0,0.5760000000000001,0.071,0.128,0.079,0.013,0.5710000000000001,0.076,0.063,0.0,0.087,0.156,0.034,0.07,0.16,0.086,0.051,0.457,0.0,0.175,0.0,0.0,0.7,0.129,0.029,0.071,0.043,0.0,0.029,0.054000000000000006,0.097,0.17800000000000002,0.04,0.096,0.337,0.198,0.0
24.0,0.0,0.0,0.06,0.057,0.014,0.727,0.071,0.07,0.031,0.6859999999999999,0.0,0.057,0.057,0.029,0.071,0.069,0.0,0.029,0.097,0.0,0.6,0.07,0.133,0.071,0.02,0.081,0.08199999999999999,0.053,0.0,0.459,0.205,0.1,0.067,0.15,0.113,0.059,0.376,0.0,0.228,0.006999999999999999,0.0,0.6859999999999999,0.14300000000000002,0.029,0.071,0.043,0.0,0.029,0.099,0.166,0.207,0.094,0.16399999999999998,0.093,0.177,0.0
25.0,0.0,0.0,0.057,0.057,0.016,0.726,0.073,0.071,0.03,0.6829999999999999,0.0,0.063,0.049,0.04,0.069,0.067,0.001,0.024,0.125,0.0,0.579,0.066,0.13699999999999998,0.069,0.02,0.07400000000000001,0.087,0.07,0.0,0.423,0.214,0.111,0.063,0.081,0.18,0.07400000000000001,0.27,0.0,0.32299999999999995,0.009000000000000001,0.0,0.687,0.141,0.029,0.071,0.043,0.0,0.029,0.086,0.127,0.138,0.32,0.101,0.061,0.166,0.0
26.0,0.0,0.0,0.051,0.057,0.029,0.7240000000000001,0.067,0.071,0.043,0.621,0.0,0.066,0.047,0.119,0.054000000000000006,0.05,0.0,0.059,0.094,0.0,0.594,0.063,0.119,0.071,0.02,0.434,0.095,0.096,0.0,0.08900000000000001,0.215,0.051,0.051,0.207,0.062,0.064,0.439,0.0,0.177,0.0,0.0,0.6859999999999999,0.14300000000000002,0.029,0.071,0.043,0.0,0.029,0.04,0.131,0.058,0.066,0.087,0.033,0.584,0.0
27.0,0.001,0.0,0.044,0.056,0.027000000000000003,0.731,0.071,0.069,0.057,0.6859999999999999,0.0,0.069,0.046,0.029,0.057,0.057,0.003,0.057,0.093,0.0,0.589,0.071,0.116,0.071,0.013,0.293,0.057,0.031,0.0,0.46,0.114,0.031,0.054000000000000006,0.277,0.061,0.054000000000000006,0.411,0.0,0.142,0.0,0.0,0.6890000000000001,0.14,0.02,0.071,0.051,0.0,0.029,0.033,0.124,0.028,0.036000000000000004,0.069,0.141,0.569,0.0
28.0,0.01,0.0,0.045,0.044,0.051,0.483,0.294,0.073,0.049,0.501,0.0,0.06,0.066,0.214,0.063,0.047,0.0,0.027000000000000003,0.097,0.0,0.609,0.071,0.124,0.071,0.017,0.343,0.063,0.037000000000000005,0.0,0.383,0.117,0.04,0.063,0.16399999999999998,0.079,0.059,0.453,0.0,0.183,0.0,0.0,0.69,0.139,0.014,0.071,0.057,0.0,0.029,0.041,0.076,0.04,0.041,0.079,0.28300000000000003,0.44,0.0
29.0,0.046,0.0,0.091,0.041,0.077,0.156,0.188,0.401,0.046,0.154,0.0,0.056,0.071,0.5539999999999999,0.087,0.031,0.006999999999999999,0.027000000000000003,0.095,0.0,0.59,0.084,0.125,0.071,0.013,0.523,0.069,0.053,0.0,0.18,0.133,0.03,0.07400000000000001,0.14,0.09,0.051,0.463,0.0,0.182,0.0,0.01,0.696,0.104,0.014,0.07,0.077,0.0,0.029,0.066,0.07400000000000001,0.04,0.044,0.07400000000000001,0.551,0.15,0.0
30.0,0.02,0.0,0.06,0.047,0.026,0.6859999999999999,0.085,0.077,0.047,0.464,0.0,0.061,0.054000000000000006,0.247,0.076,0.05,0.004,0.026,0.087,0.0,0.586,0.109,0.117,0.071,0.014,0.01,0.051,0.014,0.0,0.759,0.099,0.053,0.069,0.081,0.086,0.063,0.486,0.0,0.21600000000000005,0.0,0.02,0.691,0.097,0.014,0.067,0.081,0.0,0.029,0.099,0.073,0.042,0.043,0.063,0.326,0.355,0.0
31.0,0.003,0.0,0.046,0.054000000000000006,0.001,0.73,0.096,0.07,0.056,0.6859999999999999,0.0,0.059,0.054000000000000006,0.031,0.059,0.056,0.003,0.033,0.096,0.0,0.6,0.066,0.132,0.071,0.017,0.506,0.061,0.041,0.0,0.226,0.11,0.039,0.066,0.26,0.057,0.043,0.419,0.0,0.156,0.0,0.014,0.691,0.11,0.014,0.071,0.07,0.0,0.029,0.047,0.11,0.058,0.096,0.09,0.153,0.446,0.0
32.0,0.034,0.0,0.059,0.027000000000000003,0.073,0.217,0.508,0.081,0.053,0.657,0.0,0.064,0.054000000000000006,0.046,0.07,0.056,0.003,0.03,0.098,0.0,0.6,0.066,0.132,0.071,0.011,0.483,0.07,0.047,0.0,0.237,0.126,0.026,0.061,0.183,0.071,0.056,0.447,0.0,0.182,0.0,0.014,0.69,0.11,0.014,0.07,0.073,0.0,0.029,0.051,0.07,0.07,0.163,0.051,0.481,0.113,0.0
33.0,0.024,0.0,0.055,0.033,0.07400000000000001,0.22,0.442,0.151,0.059,0.601,0.0,0.067,0.063,0.067,0.087,0.056,0.004,0.043,0.193,0.0,0.496,0.081,0.125,0.057,0.01,0.141,0.07200000000000001,0.037000000000000005,0.0,0.579,0.123,0.039,0.077,0.157,0.07,0.05,0.406,0.0,0.237,0.003,0.021,0.693,0.107,0.014,0.069,0.067,0.0,0.029,0.063,0.14400000000000002,0.09,0.371,0.094,0.08900000000000001,0.149,0.0
34.0,0.051,0.0,0.071,0.049,0.084,0.557,0.083,0.104,0.057,0.6859999999999999,0.0,0.057,0.057,0.029,0.057,0.057,0.013,0.07,0.212,0.0,0.45,0.076,0.118,0.061,0.019,0.414,0.066,0.041,0.0,0.304,0.12,0.036000000000000004,0.064,0.26,0.078,0.037000000000000005,0.413,0.0,0.14800000000000002,0.0,0.014,0.701,0.101,0.014,0.071,0.069,0.0,0.029,0.034,0.11,0.066,0.04,0.061,0.5539999999999999,0.134,0.0
35.0,0.06,0.0,0.094,0.054000000000000006,0.119,0.329,0.134,0.21,0.057,0.6859999999999999,0.0,0.059,0.056,0.029,0.057,0.057,0.006,0.024,0.106,0.0,0.586,0.076,0.131,0.071,0.004,0.394,0.064,0.024,0.0,0.394,0.091,0.027000000000000003,0.069,0.247,0.073,0.04,0.42,0.0,0.151,0.0,0.003,0.691,0.134,0.021,0.071,0.05,0.0,0.029,0.131,0.14,0.055,0.066,0.103,0.211,0.294,0.0
36.0,0.004,0.0,0.05,0.056,0.011,0.711,0.095,0.073,0.057,0.6859999999999999,0.0,0.063,0.051,0.029,0.057,0.057,0.003,0.033,0.104,0.0,0.583,0.079,0.128,0.071,0.006999999999999999,0.413,0.063,0.031,0.0,0.363,0.097,0.026,0.066,0.266,0.068,0.043,0.417,0.0,0.141,0.0,0.0,0.6890000000000001,0.14,0.014,0.071,0.043,0.0,0.043,0.274,0.157,0.031,0.043,0.077,0.043,0.375,0.0
37.0,0.013,0.0,0.056,0.044,0.019,0.743,0.069,0.057,0.057,0.6859999999999999,0.0,0.057,0.057,0.029,0.057,0.057,0.014,0.054000000000000006,0.097,0.0,0.56,0.07400000000000001,0.128,0.071,0.013,0.5429999999999999,0.076,0.039,0.0,0.196,0.116,0.019,0.067,0.309,0.055,0.041,0.403,0.0,0.125,0.0,0.0,0.7,0.129,0.014,0.071,0.043,0.0,0.043,0.65,0.161,0.006999999999999999,0.017,0.061,0.044,0.059,0.0
38.0,0.014,0.0,0.059,0.043,0.01,0.741,0.07400000000000001,0.059,0.056,0.687,0.0,0.057,0.057,0.029,0.057,0.057,0.014,0.07400000000000001,0.09,0.0,0.569,0.071,0.112,0.07,0.013,0.551,0.073,0.044,0.0,0.19,0.103,0.026,0.066,0.307,0.061,0.037000000000000005,0.399,0.0,0.131,0.0,0.0,0.703,0.126,0.014,0.071,0.043,0.0,0.043,0.564,0.19,0.006999999999999999,0.013,0.061,0.107,0.057,0.0
39.0,0.014,0.0,0.086,0.043,0.0,0.7290000000000001,0.071,0.057,0.069,0.6859999999999999,0.0,0.057,0.043,0.03,0.057,0.059,0.014,0.04,0.096,0.0,0.579,0.071,0.128,0.071,0.014,0.614,0.076,0.056,0.0,0.07400000000000001,0.141,0.024,0.069,0.266,0.108,0.031,0.401,0.0,0.125,0.0,0.0,0.701,0.127,0.014,0.071,0.043,0.0,0.043,0.173,0.141,0.014,0.017,0.061,0.493,0.1,0.0
40.0,0.013,0.0,0.08,0.044,0.0,0.721,0.073,0.069,0.07400000000000001,0.529,0.0,0.066,0.091,0.083,0.084,0.073,0.016,0.029,0.097,0.0,0.597,0.06,0.132,0.07,0.014,0.594,0.066,0.047,0.0,0.114,0.131,0.033,0.069,0.11,0.131,0.04,0.456,0.0,0.195,0.0,0.009000000000000001,0.693,0.11,0.026,0.071,0.049,0.0,0.043,0.16899999999999998,0.106,0.026,0.011,0.057,0.517,0.114,0.0
41.0,0.004,0.0,0.07400000000000001,0.054000000000000006,0.0,0.716,0.081,0.07,0.07,0.6859999999999999,0.0,0.059,0.043,0.029,0.057,0.057,0.004,0.029,0.096,0.0,0.603,0.066,0.132,0.071,0.021,0.254,0.105,0.096,0.0,0.131,0.299,0.093,0.07,0.083,0.13699999999999998,0.046,0.463,0.0,0.2,0.001,0.141,0.184,0.101,0.121,0.116,0.13699999999999998,0.0,0.199,0.08900000000000001,0.087,0.032,0.03,0.064,0.546,0.153,0.0
42.0,0.0,0.0,0.061,0.057,0.0,0.721,0.08900000000000001,0.071,0.057,0.6859999999999999,0.0,0.067,0.047,0.029,0.057,0.057,0.0,0.03,0.097,0.0,0.613,0.057,0.132,0.071,0.016,0.603,0.071,0.057,0.0,0.07400000000000001,0.15,0.029,0.039,0.206,0.237,0.04,0.289,0.0,0.183,0.006999999999999999,0.019,0.6509999999999999,0.117,0.06,0.076,0.046,0.0,0.031,0.029,0.106,0.059,0.054000000000000006,0.091,0.049,0.612,0.0
43.0,0.019,0.0,0.055,0.041,0.024,0.5529999999999999,0.235,0.073,0.057,0.601,0.0,0.059,0.061,0.101,0.066,0.054000000000000006,0.009000000000000001,0.029,0.097,0.0,0.596,0.057,0.132,0.081,0.009000000000000001,0.369,0.051,0.033,0.0,0.391,0.12,0.027000000000000003,0.07,0.123,0.08900000000000001,0.044,0.466,0.0,0.208,0.0,0.036000000000000004,0.5539999999999999,0.113,0.099,0.1,0.063,0.0,0.036000000000000004,0.056,0.123,0.139,0.417,0.077,0.051,0.13699999999999998,0.0
44.0,0.03,0.0,0.069,0.039,0.059,0.377,0.334,0.093,0.029,0.031,0.0,0.056,0.053,0.7,0.103,0.029,0.009000000000000001,0.029,0.097,0.0,0.599,0.057,0.124,0.086,0.014,0.58,0.063,0.043,0.0,0.154,0.126,0.02,0.081,0.071,0.087,0.056,0.486,0.0,0.219,0.0,0.07,0.387,0.123,0.15,0.13,0.091,0.0,0.049,0.057,0.069,0.051,0.6609999999999999,0.051,0.017,0.093,0.0
45.0,0.004,0.0,0.049,0.05,0.006,0.727,0.094,0.07,0.044,0.396,0.0,0.057,0.06,0.314,0.081,0.047,0.006,0.029,0.097,0.0,0.609,0.057,0.119,0.084,0.01,0.467,0.07,0.031,0.0,0.29,0.109,0.023,0.076,0.093,0.08199999999999999,0.053,0.477,0.0,0.219,0.0,0.026,0.6659999999999999,0.101,0.051,0.071,0.054000000000000006,0.0,0.03,0.077,0.113,0.097,0.331,0.107,0.054000000000000006,0.22,0.0
46.0,0.0,0.0,0.056,0.056,0.001,0.7290000000000001,0.087,0.071,0.056,0.581,0.0,0.057,0.067,0.126,0.06,0.053,0.151,0.151,0.184,0.0,0.166,0.13699999999999998,0.161,0.049,0.014,0.564,0.063,0.041,0.0,0.179,0.117,0.021,0.043,0.157,0.3,0.031,0.259,0.0,0.203,0.006999999999999999,0.016,0.669,0.11,0.051,0.071,0.046,0.0,0.037000000000000005,0.026,0.054000000000000006,0.424,0.026,0.093,0.063,0.314,0.0
47.0,0.0,0.0,0.046,0.057,0.01,0.7290000000000001,0.087,0.071,0.033,0.6829999999999999,0.0,0.056,0.047,0.054000000000000006,0.076,0.051,0.069,0.09,0.104,0.0,0.056,0.111,0.52,0.05,0.014,0.619,0.07,0.043,0.0,0.101,0.141,0.011,0.021,0.179,0.348,0.034,0.2,0.0,0.203,0.014,0.014,0.6890000000000001,0.11,0.037000000000000005,0.071,0.043,0.0,0.036000000000000004,0.047,0.106,0.295,0.133,0.113,0.08900000000000001,0.218,0.0
48.0,0.0,0.0,0.043,0.057,0.013,0.7170000000000001,0.099,0.071,0.057,0.6859999999999999,0.0,0.071,0.043,0.029,0.057,0.057,0.011,0.029,0.086,0.0,0.043,0.101,0.6729999999999999,0.057,0.014,0.613,0.071,0.047,0.0,0.093,0.147,0.014,0.014,0.189,0.513,0.029,0.067,0.0,0.184,0.004,0.014,0.6859999999999999,0.114,0.043,0.071,0.043,0.0,0.029,0.053,0.15,0.087,0.209,0.107,0.209,0.18600000000000005,0.0
49.0,0.0,0.0,0.046,0.057,0.006,0.727,0.093,0.071,0.057,0.6859999999999999,0.0,0.071,0.043,0.029,0.057,0.057,0.016,0.09,0.09,0.0,0.047,0.103,0.596,0.059,0.014,0.573,0.077,0.064,0.0,0.07400000000000001,0.171,0.026,0.041,0.3,0.08800000000000001,0.057,0.361,0.0,0.151,0.001,0.014,0.6940000000000001,0.113,0.036000000000000004,0.071,0.043,0.0,0.029,0.03,0.181,0.04,0.079,0.049,0.499,0.123,0.0
50.0,0.0,0.0,0.071,0.047,0.02,0.7040000000000001,0.091,0.066,0.05,0.664,0.0,0.064,0.043,0.021,0.121,0.036000000000000004,0.003,0.027000000000000003,0.126,0.0,0.044,0.099,0.643,0.059,0.027000000000000003,0.08900000000000001,0.123,0.136,0.0,0.101,0.331,0.193,0.024,0.041,0.38,0.08,0.14,0.0,0.322,0.013,0.014,0.6859999999999999,0.127,0.03,0.071,0.043,0.0,0.029,0.041,0.053,0.08,0.049,0.071,0.5670000000000001,0.138,0.0
