TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7
10.0,0.48,0.0,0.07,0.024,0.024,0.099,0.066,0.237,0.087,0.736,0.0,0.099,0.014,0.029,0.021,0.014,0.053,0.037000000000000005,0.7040000000000001,0.0,0.04,0.104,0.027000000000000003,0.034,0.079,0.039,0.14400000000000002,0.151,0.0,0.133,0.124,0.33,0.08900000000000001,0.027000000000000003,0.0,0.041,0.027000000000000003,0.0,0.6859999999999999,0.13,0.591,0.107,0.11,0.029,0.021,0.044,0.0,0.097,0.027000000000000003,0.081,0.079,0.063,0.051,0.049,0.65,0.0
11.0,0.004,0.0,0.063,0.029,0.014,0.081,0.057,0.7509999999999999,0.081,0.737,0.0,0.097,0.014,0.023,0.027000000000000003,0.02,0.073,0.026,0.76,0.0,0.001,0.057,0.016,0.067,0.071,0.033,0.114,0.076,0.0,0.069,0.059,0.579,0.097,0.07,0.153,0.081,0.039,0.0,0.411,0.149,0.276,0.063,0.067,0.054000000000000006,0.03,0.051,0.0,0.459,0.023,0.091,0.073,0.08900000000000001,0.464,0.086,0.174,0.0
12.0,0.541,0.0,0.036000000000000004,0.02,0.016,0.057,0.029,0.301,0.081,0.711,0.0,0.094,0.013,0.023,0.026,0.051,0.087,0.027000000000000003,0.75,0.0,0.02,0.047,0.001,0.067,0.07,0.031,0.111,0.069,0.0,0.073,0.059,0.5870000000000001,0.13,0.096,0.13699999999999998,0.111,0.03,0.0,0.26,0.236,0.17600000000000002,0.049,0.07,0.067,0.043,0.063,0.0,0.5329999999999999,0.07400000000000001,0.17,0.181,0.123,0.173,0.136,0.14300000000000002,0.0
13.0,0.8290000000000001,0.0,0.029,0.014,0.014,0.043,0.014,0.057,0.086,0.7390000000000001,0.0,0.1,0.014,0.02,0.027000000000000003,0.014,0.076,0.02,0.7809999999999999,0.0,0.017,0.061,0.016,0.029,0.076,0.04,0.121,0.07400000000000001,0.0,0.077,0.053,0.5589999999999999,0.339,0.094,0.12,0.136,0.039,0.0,0.17,0.103,0.131,0.047,0.056,0.059,0.036000000000000004,0.064,0.0,0.607,0.073,0.15,0.16399999999999998,0.266,0.121,0.119,0.107,0.0
14.0,0.613,0.0,0.04,0.026,0.024,0.054000000000000006,0.046,0.197,0.079,0.743,0.0,0.097,0.014,0.023,0.024,0.02,0.079,0.047,0.6609999999999999,0.0,0.006,0.087,0.044,0.076,0.087,0.041,0.209,0.087,0.0,0.127,0.107,0.341,0.154,0.113,0.111,0.154,0.053,0.0,0.21,0.204,0.17,0.056,0.07400000000000001,0.083,0.04,0.063,0.0,0.514,0.389,0.331,0.096,0.031,0.063,0.067,0.023,0.0
15.0,0.039,0.0,0.064,0.027000000000000003,0.013,0.083,0.054000000000000006,0.72,0.064,0.626,0.0,0.066,0.006999999999999999,0.019,0.014,0.204,0.06,0.034,0.589,0.0,0.029,0.069,0.019,0.201,0.059,0.031,0.124,0.063,0.0,0.073,0.064,0.586,0.107,0.066,0.094,0.024,0.029,0.0,0.036000000000000004,0.644,0.11,0.06,0.136,0.047,0.031,0.069,0.0,0.547,0.443,0.35600000000000004,0.04,0.027000000000000003,0.063,0.057,0.014,0.0
16.0,0.534,0.0,0.036000000000000004,0.024,0.026,0.066,0.043,0.271,0.071,0.743,0.0,0.097,0.014,0.027000000000000003,0.029,0.019,0.076,0.029,0.7,0.0,0.037000000000000005,0.067,0.009000000000000001,0.083,0.079,0.039,0.109,0.069,0.0,0.071,0.049,0.586,0.12,0.067,0.106,0.031,0.029,0.0,0.031,0.616,0.171,0.29,0.121,0.09,0.054000000000000006,0.07400000000000001,0.0,0.199,0.343,0.473,0.036000000000000004,0.019,0.051,0.059,0.02,0.0
17.0,0.8290000000000001,0.0,0.027000000000000003,0.014,0.014,0.041,0.014,0.06,0.073,0.747,0.0,0.099,0.014,0.029,0.024,0.014,0.28300000000000003,0.07400000000000001,0.483,0.0,0.029,0.076,0.016,0.04,0.094,0.033,0.104,0.069,0.0,0.073,0.063,0.564,0.226,0.08,0.11,0.066,0.037000000000000005,0.0,0.059,0.423,0.147,0.32,0.08900000000000001,0.073,0.046,0.073,0.0,0.253,0.384,0.444,0.029,0.014,0.053,0.057,0.019,0.0
18.0,0.8290000000000001,0.0,0.029,0.014,0.014,0.043,0.014,0.057,0.073,0.7440000000000001,0.0,0.099,0.014,0.029,0.027000000000000003,0.014,0.561,0.106,0.151,0.0,0.021,0.073,0.03,0.057,0.107,0.044,0.181,0.084,0.0,0.101,0.097,0.384,0.251,0.103,0.139,0.119,0.031,0.0,0.11,0.247,0.204,0.117,0.126,0.127,0.063,0.08900000000000001,0.0,0.274,0.384,0.449,0.029,0.014,0.053,0.057,0.014,0.0
19.0,0.8290000000000001,0.0,0.029,0.014,0.014,0.043,0.014,0.057,0.077,0.741,0.0,0.1,0.014,0.024,0.029,0.014,0.224,0.061,0.531,0.0,0.014,0.103,0.019,0.047,0.079,0.041,0.149,0.07,0.0,0.086,0.069,0.507,0.156,0.109,0.14,0.134,0.036000000000000004,0.0,0.224,0.201,0.111,0.05,0.04,0.047,0.033,0.063,0.0,0.6559999999999999,0.386,0.446,0.029,0.014,0.043,0.057,0.026,0.0
20.0,0.4,0.0,0.053,0.03,0.014,0.087,0.049,0.3670000000000001,0.08,0.7070000000000001,0.0,0.09,0.014,0.014,0.026,0.069,0.084,0.029,0.727,0.0,0.0,0.054000000000000006,0.014,0.091,0.094,0.046,0.141,0.079,0.0,0.101,0.099,0.44,0.153,0.106,0.12,0.113,0.043,0.0,0.161,0.304,0.104,0.051,0.039,0.036000000000000004,0.036000000000000004,0.066,0.0,0.669,0.421,0.4,0.029,0.024,0.053,0.057,0.016,0.0
21.0,0.123,0.0,0.057,0.029,0.006,0.081,0.043,0.6609999999999999,0.07,0.6890000000000001,0.0,0.084,0.011,0.021,0.014,0.11,0.087,0.029,0.684,0.0,0.006999999999999999,0.053,0.009000000000000001,0.131,0.084,0.049,0.244,0.087,0.0,0.11,0.12,0.306,0.16899999999999998,0.126,0.133,0.147,0.057,0.0,0.156,0.213,0.1,0.056,0.043,0.031,0.041,0.071,0.0,0.657,0.391,0.439,0.029,0.017,0.049,0.057,0.019,0.0
22.0,0.047,0.0,0.111,0.046,0.064,0.197,0.076,0.459,0.071,0.736,0.0,0.1,0.014,0.036000000000000004,0.029,0.014,0.083,0.029,0.767,0.0,0.024,0.064,0.0,0.033,0.061,0.037000000000000005,0.434,0.069,0.0,0.081,0.08,0.237,0.209,0.177,0.181,0.163,0.061,0.0,0.086,0.123,0.1,0.057,0.043,0.034,0.043,0.071,0.0,0.6509999999999999,0.353,0.474,0.031,0.019,0.049,0.057,0.017,0.0
23.0,0.021,0.0,0.114,0.049,0.063,0.343,0.07,0.34,0.073,0.733,0.0,0.1,0.014,0.037000000000000005,0.029,0.014,0.096,0.039,0.7390000000000001,0.0,0.014,0.067,0.017,0.029,0.094,0.07400000000000001,0.294,0.07400000000000001,0.0,0.134,0.147,0.181,0.18600000000000005,0.18,0.149,0.16399999999999998,0.051,0.0,0.15,0.12,0.094,0.056,0.043,0.046,0.046,0.06,0.0,0.6559999999999999,0.349,0.463,0.041,0.024,0.047,0.06,0.016,0.0
24.0,0.0,0.0,0.07,0.029,0.014,0.086,0.057,0.7440000000000001,0.076,0.7290000000000001,0.0,0.1,0.014,0.039,0.029,0.014,0.104,0.08,0.561,0.0,0.036000000000000004,0.116,0.051,0.051,0.076,0.069,0.213,0.076,0.0,0.131,0.223,0.213,0.204,0.061,0.04,0.096,0.021,0.0,0.494,0.083,0.084,0.059,0.043,0.044,0.047,0.066,0.0,0.657,0.307,0.493,0.044,0.029,0.047,0.061,0.019,0.0
25.0,0.001,0.0,0.076,0.031,0.023,0.127,0.05,0.691,0.069,0.6709999999999999,0.0,0.081,0.011,0.026,0.021,0.12,0.08,0.019,0.6709999999999999,0.0,0.019,0.064,0.013,0.134,0.094,0.08,0.123,0.153,0.0,0.206,0.141,0.203,0.103,0.039,0.067,0.061,0.02,0.0,0.284,0.426,0.087,0.053,0.043,0.047,0.044,0.069,0.0,0.657,0.386,0.446,0.031,0.02,0.046,0.057,0.014,0.0
26.0,0.054000000000000006,0.0,0.05,0.027000000000000003,0.011,0.071,0.05,0.736,0.067,0.606,0.0,0.067,0.006999999999999999,0.021,0.013,0.219,0.084,0.026,0.6409999999999999,0.0,0.019,0.057,0.003,0.17,0.056,0.097,0.093,0.06,0.0,0.193,0.08900000000000001,0.413,0.079,0.029,0.04,0.063,0.014,0.0,0.41,0.366,0.083,0.05,0.034,0.031,0.034,0.057,0.0,0.71,0.386,0.447,0.029,0.014,0.043,0.057,0.024,0.0
27.0,0.19,0.0,0.063,0.029,0.001,0.073,0.04,0.604,0.07400000000000001,0.6729999999999999,0.0,0.086,0.013,0.027000000000000003,0.023,0.104,0.093,0.027000000000000003,0.68,0.0,0.016,0.056,0.009000000000000001,0.12,0.076,0.036000000000000004,0.203,0.174,0.0,0.084,0.071,0.35600000000000004,0.096,0.029,0.04,0.066,0.014,0.0,0.674,0.081,0.1,0.053,0.049,0.043,0.05,0.047,0.0,0.659,0.389,0.4370000000000001,0.029,0.014,0.046,0.057,0.029,0.0
28.0,0.003,0.0,0.063,0.03,0.02,0.101,0.064,0.7190000000000001,0.086,0.7290000000000001,0.0,0.1,0.014,0.029,0.029,0.014,0.509,0.104,0.146,0.0,0.01,0.113,0.05,0.069,0.076,0.029,0.043,0.757,0.0,0.014,0.027000000000000003,0.054000000000000006,0.1,0.029,0.037000000000000005,0.073,0.019,0.0,0.6859999999999999,0.057,0.111,0.046,0.046,0.047,0.041,0.046,0.0,0.6629999999999999,0.381,0.4370000000000001,0.03,0.014,0.057,0.057,0.023,0.0
29.0,0.031,0.0,0.113,0.033,0.053,0.606,0.054000000000000006,0.11,0.086,0.7290000000000001,0.0,0.1,0.014,0.029,0.029,0.014,0.23,0.119,0.35,0.0,0.021,0.151,0.063,0.066,0.101,0.034,0.064,0.664,0.0,0.041,0.041,0.053,0.1,0.029,0.029,0.08,0.014,0.0,0.6859999999999999,0.063,0.131,0.037000000000000005,0.044,0.051,0.04,0.046,0.0,0.65,0.386,0.429,0.043,0.014,0.057,0.057,0.014,0.0
30.0,0.033,0.0,0.121,0.037000000000000005,0.08,0.5529999999999999,0.053,0.123,0.086,0.7290000000000001,0.0,0.1,0.014,0.029,0.029,0.014,0.159,0.05,0.626,0.0,0.006999999999999999,0.091,0.021,0.046,0.081,0.026,0.227,0.151,0.0,0.076,0.069,0.37,0.1,0.029,0.029,0.086,0.014,0.0,0.6859999999999999,0.057,0.114,0.043,0.044,0.05,0.034,0.061,0.0,0.653,0.386,0.44,0.043,0.014,0.046,0.057,0.014,0.0
31.0,0.041,0.0,0.17,0.054000000000000006,0.07400000000000001,0.513,0.047,0.1,0.086,0.7290000000000001,0.0,0.1,0.014,0.029,0.029,0.014,0.083,0.029,0.769,0.0,0.004,0.073,0.014,0.029,0.086,0.036000000000000004,0.141,0.066,0.0,0.081,0.07,0.52,0.1,0.029,0.029,0.086,0.014,0.0,0.6859999999999999,0.057,0.156,0.054000000000000006,0.053,0.044,0.031,0.067,0.0,0.594,0.38,0.449,0.043,0.014,0.043,0.057,0.014,0.0
32.0,0.03,0.0,0.426,0.08,0.093,0.221,0.056,0.094,0.076,0.731,0.0,0.1,0.014,0.036000000000000004,0.029,0.014,0.096,0.027000000000000003,0.7609999999999999,0.0,0.004,0.076,0.006999999999999999,0.029,0.08,0.044,0.18,0.08,0.0,0.113,0.093,0.41,0.111,0.053,0.05,0.084,0.03,0.0,0.494,0.177,0.107,0.046,0.046,0.04,0.037000000000000005,0.06,0.0,0.664,0.384,0.459,0.029,0.014,0.043,0.057,0.014,0.0
33.0,0.014,0.0,0.6559999999999999,0.079,0.044,0.101,0.049,0.057,0.071,0.741,0.0,0.1,0.014,0.03,0.029,0.014,0.1,0.029,0.763,0.0,0.001,0.079,0.0,0.029,0.08900000000000001,0.043,0.166,0.107,0.0,0.113,0.103,0.38,0.156,0.126,0.096,0.16,0.051,0.0,0.301,0.11,0.16399999999999998,0.086,0.1,0.091,0.06,0.066,0.0,0.433,0.386,0.456,0.029,0.014,0.044,0.057,0.014,0.0
34.0,0.039,0.0,0.19,0.04,0.037000000000000005,0.59,0.034,0.07,0.079,0.733,0.0,0.1,0.014,0.031,0.029,0.014,0.08900000000000001,0.027000000000000003,0.773,0.0,0.003,0.067,0.013,0.029,0.084,0.031,0.047,0.743,0.0,0.021,0.027000000000000003,0.046,0.109,0.039,0.061,0.066,0.019,0.0,0.394,0.313,0.14,0.024,0.053,0.044,0.037000000000000005,0.061,0.0,0.64,0.393,0.43,0.034,0.014,0.057,0.057,0.014,0.0
35.0,0.043,0.0,0.104,0.031,0.043,0.667,0.037000000000000005,0.07400000000000001,0.083,0.7290000000000001,0.0,0.1,0.014,0.031,0.029,0.014,0.07400000000000001,0.023,0.7859999999999999,0.0,0.0,0.071,0.017,0.029,0.107,0.04,0.09,0.493,0.0,0.073,0.096,0.101,0.097,0.031,0.027000000000000003,0.09,0.014,0.0,0.679,0.061,0.16399999999999998,0.034,0.069,0.06,0.043,0.059,0.0,0.5710000000000001,0.4270000000000001,0.37,0.04,0.023,0.069,0.057,0.014,0.0
36.0,0.043,0.0,0.183,0.1,0.107,0.361,0.073,0.133,0.093,0.489,0.0,0.081,0.023,0.019,0.03,0.266,0.221,0.041,0.614,0.0,0.009000000000000001,0.061,0.019,0.034,0.116,0.064,0.124,0.259,0.0,0.14400000000000002,0.139,0.154,0.086,0.036000000000000004,0.029,0.086,0.014,0.0,0.6859999999999999,0.064,0.09,0.404,0.09,0.053,0.057,0.051,0.0,0.254,0.354,0.459,0.043,0.016,0.057,0.057,0.014,0.0
37.0,0.046,0.0,0.194,0.117,0.109,0.32,0.087,0.127,0.099,0.244,0.0,0.061,0.037000000000000005,0.009000000000000001,0.036000000000000004,0.514,0.401,0.056,0.407,0.0,0.019,0.05,0.023,0.044,0.083,0.023,0.076,0.667,0.0,0.039,0.049,0.064,0.103,0.121,0.06,0.099,0.024,0.0,0.523,0.07,0.103,0.201,0.191,0.141,0.109,0.107,0.0,0.147,0.271,0.5,0.053,0.037000000000000005,0.061,0.061,0.016,0.0
38.0,0.03,0.0,0.159,0.096,0.124,0.304,0.226,0.061,0.077,0.596,0.0,0.08,0.017,0.016,0.03,0.184,0.023,0.077,0.171,0.0,0.037000000000000005,0.093,0.133,0.466,0.046,0.031,0.469,0.093,0.0,0.117,0.101,0.14300000000000002,0.154,0.269,0.161,0.14300000000000002,0.054000000000000006,0.0,0.097,0.121,0.096,0.106,0.196,0.17600000000000002,0.13699999999999998,0.126,0.0,0.16399999999999998,0.114,0.284,0.267,0.177,0.051,0.067,0.039,0.0
39.0,0.0,0.0,0.114,0.03,0.05,0.083,0.6659999999999999,0.057,0.071,0.711,0.0,0.099,0.014,0.037000000000000005,0.054000000000000006,0.013,0.027000000000000003,0.151,0.103,0.0,0.067,0.189,0.316,0.147,0.119,0.051,0.214,0.11,0.0,0.161,0.163,0.181,0.107,0.107,0.044,0.084,0.017,0.0,0.5589999999999999,0.081,0.111,0.076,0.101,0.11,0.069,0.08,0.0,0.453,0.047,0.14300000000000002,0.434,0.134,0.081,0.106,0.054000000000000006,0.0
40.0,0.0,0.0,0.099,0.029,0.06,0.049,0.6990000000000001,0.066,0.064,0.7290000000000001,0.0,0.109,0.014,0.04,0.03,0.014,0.014,0.066,0.071,0.0,0.029,0.076,0.077,0.667,0.113,0.073,0.147,0.086,0.0,0.249,0.174,0.159,0.071,0.321,0.047,0.076,0.031,0.0,0.371,0.081,0.219,0.11,0.166,0.13699999999999998,0.064,0.09,0.0,0.214,0.049,0.157,0.411,0.08,0.103,0.123,0.077,0.0
41.0,0.001,0.0,0.08,0.029,0.034,0.076,0.267,0.513,0.054000000000000006,0.727,0.0,0.11,0.014,0.041,0.029,0.024,0.064,0.121,0.117,0.0,0.096,0.21,0.153,0.239,0.033,0.057,0.09,0.057,0.0,0.537,0.129,0.097,0.14,0.273,0.13699999999999998,0.133,0.054000000000000006,0.0,0.09,0.173,0.227,0.119,0.163,0.16399999999999998,0.071,0.1,0.0,0.156,0.039,0.109,0.34700000000000003,0.07400000000000001,0.093,0.084,0.254,0.0
42.0,0.0,0.0,0.06,0.029,0.014,0.097,0.047,0.753,0.049,0.37,0.0,0.166,0.05,0.061,0.067,0.237,0.044,0.134,0.287,0.0,0.066,0.181,0.214,0.073,0.066,0.036000000000000004,0.126,0.084,0.0,0.14,0.07,0.479,0.189,0.09,0.086,0.1,0.03,0.0,0.29100000000000004,0.214,0.087,0.447,0.114,0.07400000000000001,0.07,0.063,0.0,0.14400000000000002,0.044,0.09,0.086,0.03,0.061,0.669,0.02,0.0
43.0,0.047,0.0,0.06,0.027000000000000003,0.011,0.086,0.041,0.727,0.041,0.057,0.0,0.483,0.113,0.183,0.053,0.07,0.029,0.087,0.017,0.0,0.073,0.12,0.613,0.061,0.071,0.04,0.12,0.069,0.0,0.093,0.069,0.539,0.12,0.084,0.073,0.106,0.027000000000000003,0.0,0.489,0.101,0.057,0.621,0.113,0.03,0.064,0.06,0.0,0.054000000000000006,0.029,0.114,0.103,0.09,0.379,0.233,0.053,0.0
44.0,0.016,0.0,0.094,0.031,0.03,0.073,0.28300000000000003,0.473,0.039,0.043,0.0,0.077,0.6859999999999999,0.084,0.029,0.043,0.029,0.086,0.021,0.0,0.071,0.13,0.594,0.069,0.07400000000000001,0.039,0.15,0.073,0.0,0.116,0.08900000000000001,0.46,0.163,0.12,0.106,0.149,0.037000000000000005,0.0,0.269,0.157,0.1,0.251,0.201,0.109,0.07,0.121,0.0,0.147,0.014,0.063,0.037000000000000005,0.05,0.711,0.081,0.043,0.0
45.0,0.026,0.0,0.12,0.023,0.033,0.457,0.26,0.081,0.043,0.03,0.0,0.079,0.693,0.086,0.027000000000000003,0.043,0.033,0.07400000000000001,0.027000000000000003,0.0,0.07,0.163,0.561,0.071,0.231,0.046,0.161,0.07,0.0,0.113,0.079,0.3,0.091,0.036000000000000004,0.006999999999999999,0.1,0.016,0.0,0.667,0.083,0.041,0.581,0.13699999999999998,0.046,0.064,0.06,0.0,0.07,0.006999999999999999,0.053,0.049,0.04,0.464,0.363,0.024,0.0
46.0,0.041,0.0,0.124,0.031,0.03,0.6509999999999999,0.037000000000000005,0.084,0.029,0.04,0.0,0.07400000000000001,0.7140000000000001,0.086,0.014,0.043,0.029,0.091,0.057,0.0,0.07,0.136,0.38,0.237,0.103,0.03,0.134,0.087,0.0,0.079,0.056,0.511,0.149,0.113,0.1,0.14400000000000002,0.04,0.0,0.234,0.22,0.056,0.256,0.199,0.117,0.107,0.154,0.0,0.111,0.009000000000000001,0.051,0.027000000000000003,0.041,0.606,0.237,0.029,0.0
47.0,0.043,0.0,0.174,0.121,0.126,0.303,0.091,0.141,0.029,0.033,0.0,0.081,0.7140000000000001,0.086,0.014,0.043,0.03,0.053,0.386,0.0,0.034,0.07,0.05,0.377,0.16,0.036000000000000004,0.147,0.084,0.0,0.104,0.071,0.397,0.187,0.147,0.13,0.166,0.07,0.0,0.154,0.146,0.039,0.084,0.094,0.059,0.343,0.304,0.0,0.077,0.014,0.046,0.014,0.057,0.757,0.071,0.04,0.0
48.0,0.029,0.0,0.139,0.087,0.219,0.27,0.134,0.123,0.029,0.041,0.0,0.069,0.7290000000000001,0.076,0.014,0.043,0.057,0.109,0.293,0.0,0.187,0.147,0.121,0.086,0.057,0.017,0.14400000000000002,0.081,0.0,0.09,0.067,0.5429999999999999,0.106,0.07,0.234,0.12,0.284,0.0,0.091,0.094,0.039,0.046,0.073,0.029,0.6859999999999999,0.073,0.0,0.056,0.014,0.044,0.01,0.056,0.764,0.07400000000000001,0.037000000000000005,0.0
49.0,0.013,0.0,0.096,0.039,0.299,0.223,0.12,0.211,0.027000000000000003,0.037000000000000005,0.0,0.053,0.74,0.049,0.013,0.081,0.044,0.079,0.294,0.0,0.301,0.07,0.057,0.154,0.057,0.024,0.15,0.077,0.0,0.071,0.061,0.5589999999999999,0.006999999999999999,0.014,0.017,0.041,0.807,0.0,0.034,0.079,0.014,0.04,0.056,0.03,0.754,0.033,0.0,0.073,0.014,0.049,0.006,0.05,0.7929999999999999,0.059,0.03,0.0
